,Region,District,Garden,Room,Hall,Floor,Year,Size,Direction,Renovation,Price,RegionNum,DistrictNum,GardenNum,RoomNum,HallNum,DirectionNum,RenovationNum,PriceNum,YearNum,SizeNum,FloorNum
1398,顺义,顺义其它,东方太阳城,2,2,6,2009,134,南北,毛坯,500.0,15,211,178,1,2,22,1,500.0,2009,134,6
1399,顺义,顺义城,义宾北区,2,1,6,1990,65,南北,精装,267.0,15,212,301,1,1,22,3,267.0,1990,65,6
1400,顺义,后沙峪,中粮祥云国际生活区,3,2,14,2013,152,东南西,精装,1050.0,15,62,260,2,2,9,3,1050.0,2013,152,14
1401,顺义,中央别墅区,丽宫,5,2,3,2007,685,南北,精装,5000.0,15,14,284,4,2,22,3,5000.0,2007,685,3
1402,顺义,顺义城,石园东区,1,1,6,1994,59,南北,简装,245.0,15,212,2134,0,1,22,2,245.0,1994,59,6
1403,顺义,顺义城,怡馨家园,1,1,18,2005,52,南,精装,266.0,15,212,1357,0,1,20,3,266.0,2005,52,18
1404,顺义,顺义城,东兴一区,2,1,6,1994,79,南北,简装,285.0,15,212,147,1,1,22,2,285.0,1994,79,6
1405,顺义,马坡,马坡花园一区,3,2,6,2001,140,南北,简装,430.0,15,215,2997,2,2,22,2,430.0,2001,140,6
1406,顺义,后沙峪,智地香蜜湾,2,1,15,2010,91,南北,其他,480.0,15,62,1593,1,1,22,0,480.0,2010,91,15
1407,顺义,顺义城,怡馨家园,3,1,18,2006,136,南北,精装,650.0,15,212,1357,2,1,22,3,650.0,2006,136,18
1408,顺义,顺义其它,东方太阳城,3,2,6,2008,138,南北,精装,505.0,15,211,178,2,2,22,3,505.0,2008,138,6
1409,顺义,顺义其它,馨港庄园二区,2,2,6,2005,111,南北,精装,370.0,15,211,2994,1,2,22,3,370.0,2005,111,6
1410,顺义,后沙峪,三山新新家园,3,1,6,2004,95,南北,简装,450.0,15,62,84,2,1,22,2,450.0,2004,95,6
1411,顺义,顺义城,石园北区,2,1,6,2000,90,东北,其他,330.0,15,212,2136,1,1,2,0,330.0,2000,90,6
1412,顺义,顺义城,石园南区,2,1,6,1994,84,南北,简装,330.0,15,212,2137,1,1,22,2,330.0,1994,84,6
1413,顺义,马坡,马坡花园二区,3,2,6,2002,119,南北,精装,380.0,15,215,2998,2,2,22,3,380.0,2002,119,6
1414,顺义,顺义城,怡馨家园,2,1,7,2004,110,南北,精装,330.0,15,212,1357,1,1,22,3,330.0,2004,110,7
1415,顺义,后沙峪,三山新新家园,2,2,6,2003,88,南北,简装,405.0,15,62,84,1,2,22,2,405.0,2003,88,6
1416,顺义,顺义城,金汉绿港三区,3,1,18,2008,91,南北,其他,435.0,15,212,2732,2,1,22,0,435.0,2008,91,18
1417,顺义,中央别墅区,名都园,3,2,3,1999,155,南北,精装,1300.0,15,14,819,2,2,22,3,1300.0,1999,155,3
1418,顺义,首都机场,南竺园,2,1,6,1999,59,南北,简装,228.0,15,214,732,1,1,22,2,228.0,1999,59,6
1419,顺义,顺义城,东兴一区,2,1,6,1993,79,南北,简装,300.0,15,212,147,1,1,22,2,300.0,1993,79,6
1420,顺义,顺义城,前进花园一区,3,1,6,2003,92,南北,精装,340.0,15,212,539,2,1,22,3,340.0,2003,92,6
1421,顺义,顺义其它,馨港庄园二区,1,1,6,2005,51,西北,精装,223.0,15,211,2994,0,1,32,3,223.0,2005,51,6
1422,顺义,顺义其它,中建国际城,2,1,15,2014,78,南西,简装,359.0,15,211,240,1,1,24,2,359.0,2014,78,15
1423,顺义,中央别墅区,莲竹花园,3,2,6,1998,110,南北,简装,460.0,15,14,2436,2,2,22,2,460.0,1998,110,6
1424,顺义,马坡,马坡花园一区,3,2,6,1998,110,南北,简装,369.0,15,215,2997,2,2,22,2,369.0,1998,110,6
1425,顺义,顺义其它,顺鑫花语,2,2,11,2009,96,南北,精装,400.0,15,211,2926,1,2,22,3,400.0,2009,96,11
1426,顺义,后沙峪,蓝星花园,2,1,6,2000,98,南北,简装,400.0,15,62,2459,1,1,22,2,400.0,2000,98,6
1427,顺义,中央别墅区,水木兰亭,3,1,4,2006,160,南北,精装,830.0,15,14,1776,2,1,22,3,830.0,2006,160,4
1428,顺义,顺义城,东兴一区,2,1,6,1996,65,南北,简装,276.0,15,212,147,1,1,22,2,276.0,1996,65,6
1429,顺义,马坡,中铁花溪渡,3,2,15,2013,131,南北,精装,513.0,15,215,264,2,2,22,3,513.0,2013,131,15
1430,顺义,马坡,龙湖香醍漫步四区北区,3,1,8,2010,147,南北,精装,620.0,15,215,3094,2,1,22,3,620.0,2010,147,8
1431,顺义,后沙峪,空港吉祥花园,2,1,11,2007,74,南,精装,405.0,15,62,2189,1,1,20,3,405.0,2007,74,11
1432,顺义,中央别墅区,誉天下,3,2,3,2010,269,南北,精装,1400.0,15,14,2594,2,2,22,3,1400.0,2010,269,3
1433,顺义,顺义其它,东方太阳城,4,2,4,2004,179,南北,其他,715.0,15,211,178,3,2,22,0,715.0,2004,179,4
1434,顺义,顺义城,石园北区,3,1,6,1996,88,南北,简装,295.0,15,212,2136,2,1,22,2,295.0,1996,88,6
1435,顺义,顺义其它,水色时光五区,2,2,10,2009,100,南,简装,260.0,15,211,1784,1,2,20,2,260.0,2009,100,10
1436,顺义,中央别墅区,莲竹花园,3,1,6,1998,93,南北,精装,385.0,15,14,2436,2,1,22,3,385.0,1998,93,6
1437,顺义,首都机场,西平里,2,1,6,1998,72,南北,简装,300.0,15,214,2535,1,1,22,2,300.0,1998,72,6
1438,顺义,顺义城,前进花园牡丹苑,2,1,11,2010,93,南北,简装,390.0,15,212,540,1,1,22,2,390.0,2010,93,11
1439,顺义,马坡,佳和宜园,2,1,6,2009,89,南北,简装,320.0,15,215,406,1,1,22,2,320.0,2009,89,6
1440,顺义,中央别墅区,名都园,4,2,3,2000,154,南北,精装,1300.0,15,14,819,3,2,22,3,1300.0,2000,154,3
1441,顺义,顺义城,金汉绿港一区,2,1,20,2006,99,南,简装,430.0,15,212,2731,1,1,20,2,430.0,2006,99,20
1442,顺义,顺义城,东兴二区,1,1,6,1996,66,南北,精装,272.0,15,212,148,0,1,22,3,272.0,1996,66,6
1443,顺义,马坡,马坡花园一区,2,2,5,2002,85,南北,简装,290.0,15,215,2997,1,2,22,2,290.0,2002,85,5
1444,顺义,顺义其它,东方太阳城,2,2,6,2010,121,南北,精装,440.0,15,211,178,1,2,22,3,440.0,2010,121,6
1445,顺义,顺义城,前进花园一区,2,1,6,2001,81,南北,简装,320.0,15,212,539,1,1,22,2,320.0,2001,81,6
1446,顺义,顺义城,东兴一区,2,1,6,1995,66,南北,简装,272.0,15,212,147,1,1,22,2,272.0,1995,66,6
1447,顺义,顺义城,怡馨家园,2,1,6,2004,89,南北,简装,428.0,15,212,1357,1,1,22,2,428.0,2004,89,6
1448,顺义,马坡,中铁花溪渡,3,2,15,2013,126,南北,精装,525.0,15,215,264,2,2,22,3,525.0,2013,126,15
1449,顺义,后沙峪,香花畦家园,4,2,9,2006,145,南北,精装,700.0,15,62,2991,3,2,22,3,700.0,2006,145,9
1450,顺义,后沙峪,裕祥花园,2,1,4,1999,89,南北,精装,366.0,15,62,2496,1,1,22,3,366.0,1999,89,4
1451,顺义,顺义城,胜利小区,2,1,5,1991,61,南,精装,255.0,15,212,2339,1,1,20,3,255.0,1991,61,5
1452,顺义,后沙峪,双裕小区,2,1,6,1994,71,南北,简装,310.0,15,62,778,1,1,22,2,310.0,1994,71,6
1453,顺义,顺义其它,水色时光二区,5,2,2,2005,235,东南西北,毛坯,1000.0,15,211,1783,4,2,10,1,1000.0,2005,235,2
1454,顺义,马坡,鲁能7号院颐景溪园,3,2,9,2012,116,南北,精装,465.0,15,215,3023,2,2,22,3,465.0,2012,116,9
1455,顺义,顺义城,西辛南区,2,1,5,1996,67,南北,简装,285.0,15,212,2567,1,1,22,2,285.0,1996,67,5
1456,顺义,顺义城,滨河小区,3,1,5,1992,76,南北,简装,275.0,15,212,1943,2,1,22,2,275.0,1992,76,5
1457,顺义,顺义城,石园北区,2,1,16,2002,78,南北,简装,278.0,15,212,2136,1,1,22,2,278.0,2002,78,16
1458,顺义,顺义城,金汉绿港三区,3,1,20,2008,104,东南,精装,470.0,15,212,2732,2,1,4,3,470.0,2008,104,20
1459,顺义,后沙峪,双裕小区,2,1,6,1994,79,南北,精装,325.0,15,62,778,1,1,22,3,325.0,1994,79,6
1460,顺义,顺义城,石园东区,2,1,6,1994,77,南北,简装,285.0,15,212,2134,1,1,22,2,285.0,1994,77,6
1461,顺义,后沙峪,香花畦家园,2,2,8,2006,117,南北,精装,585.0,15,62,2991,1,2,22,3,585.0,2006,117,8
1462,顺义,顺义城,港馨家园东区,3,1,17,2010,110,南北,简装,368.0,15,212,1931,2,1,22,2,368.0,2010,110,17
1463,顺义,顺义城,万科四季花城,3,2,15,2008,121,南北,精装,575.0,15,212,63,2,2,22,3,575.0,2008,121,15
1464,顺义,顺义城,幸福东区,2,1,6,1992,65,南北,简装,259.0,15,212,1234,1,1,22,2,259.0,1992,65,6
1465,顺义,顺义城,港馨家园东区,2,1,6,2007,74,南北,精装,300.0,15,212,1931,1,1,22,3,300.0,2007,74,6
1466,顺义,顺义城,万科四季花城,3,1,8,2006,132,南北,精装,599.0,15,212,63,2,1,22,3,599.0,2006,132,8
1467,顺义,顺义其它,东方太阳城,3,2,6,2009,137,南北,精装,450.0,15,211,178,2,2,22,3,450.0,2009,137,6
1468,顺义,马坡,鲁能7号院颐景溪园,2,1,14,2012,86,南,其他,349.0,15,215,3023,1,1,20,0,349.0,2012,86,14
1469,顺义,顺义城,石园西区,1,1,6,1990,55,南北,简装,230.0,15,212,2138,0,1,22,2,230.0,1990,55,6
1470,顺义,马坡,马坡花园一区,2,2,6,1998,95,南北,简装,345.0,15,215,2997,1,2,22,2,345.0,1998,95,6
1471,顺义,顺义城,石园北区,3,1,18,2002,107,南西北,简装,355.0,15,212,2136,2,1,26,2,355.0,2002,107,18
1472,顺义,顺义城,石园东苑,1,1,6,2003,63,南北,精装,251.0,15,212,2135,0,1,22,3,251.0,2003,63,6
1473,顺义,马坡,佳和宜园,3,1,6,2009,91,南北,简装,320.0,15,215,406,2,1,22,2,320.0,2009,91,6
1474,顺义,顺义城,前进花园玉兰苑,4,2,6,2007,130,南北,简装,515.0,15,212,541,3,2,22,2,515.0,2007,130,6
1475,顺义,顺义城,石园北区,2,2,18,2003,89,东南,简装,325.0,15,212,2136,1,2,4,2,325.0,2003,89,18
1476,顺义,顺义城,金汉绿港五区,1,1,20,2010,64,西北,精装,268.0,15,212,2733,0,1,32,3,268.0,2010,64,20
1477,顺义,顺义城,金汉绿港五区,2,1,18,2010,80,东南,精装,380.0,15,212,2733,1,1,4,3,380.0,2010,80,18
1478,顺义,顺义城,东兴一区,1,1,6,1994,59,南北,精装,260.0,15,212,147,0,1,22,3,260.0,1994,59,6
1479,顺义,顺义城,石园北区,2,1,18,2003,101,南,精装,370.0,15,212,2136,1,1,20,3,370.0,2003,101,18
1480,顺义,马坡,马坡花园一区,2,2,5,2002,85,南北,简装,290.0,15,215,2997,1,2,22,2,290.0,2002,85,5
1481,亦庄开发区,亦庄开发区其它,悦廷,4,0,4,2012,59,东西,精装,280.0,2,28,1370,3,0,13,3,280.0,2012,59,4
1482,亦庄开发区,亦庄开发区其它,悦廷,3,0,4,2012,41,北,精装,169.0,2,28,1370,2,0,18,3,169.0,2012,41,4
1483,亦庄开发区,亦庄开发区其它,亦园,4,2,5,2015,483,南北,其他,2900.0,2,28,349,3,2,22,0,2900.0,2015,483,5
1484,亦庄开发区,亦庄,林肯公园二期,4,0,21,2014,94,北,其他,368.0,2,27,1681,3,0,18,0,368.0,2014,94,21
1485,亦庄开发区,亦庄开发区其它,枫丹壹号,3,2,18,2015,121,南北,精装,800.0,2,28,1693,2,2,22,3,800.0,2015,121,18
1486,亦庄开发区,亦庄,秋盛居,3,2,6,1999,139,南北,简装,620.0,2,27,2177,2,2,22,2,620.0,1999,139,6
1487,亦庄开发区,亦庄,一栋洋房,11,1,3,2001,855,南北,精装,3000.0,2,27,26,9,1,22,3,3000.0,2001,855,3
1488,亦庄开发区,亦庄,林肯公园,2,0,24,2009,54,西,精装,185.0,2,27,1680,1,0,30,3,185.0,2009,54,24
1489,亦庄开发区,亦庄,北京经开壹中心,2,1,14,2016,77,南,其他,399.0,2,27,578,1,1,20,0,399.0,2016,77,14
1490,亦庄开发区,马驹桥,莲水怡园,2,1,12,2005,95,南北,简装,340.0,2,220,2435,1,1,22,2,340.0,2005,95,12
1491,亦庄开发区,亦庄,林肯公园,1,0,24,2010,36,北,精装,150.0,2,27,1680,0,0,18,3,150.0,2010,36,24
1492,亦庄开发区,亦庄,力宝广场,3,0,25,2011,79,南,精装,245.0,2,27,544,2,0,20,3,245.0,2011,79,25
1493,亦庄开发区,亦庄开发区其它,中信新城东区,3,2,18,2013,89,南北,精装,530.0,2,28,217,2,2,22,3,530.0,2013,89,18
1494,亦庄开发区,亦庄,林肯公园,3,0,24,2009,67,东北,精装,300.0,2,27,1680,2,0,2,3,300.0,2009,67,24
1495,亦庄开发区,亦庄开发区其它,枫丹壹号,3,2,18,2014,121,南北,精装,790.0,2,28,1693,2,2,22,3,790.0,2014,121,18
1496,亦庄开发区,亦庄,君安国际,4,0,22,2012,154,西北,其他,580.0,2,27,831,3,0,32,0,580.0,2012,154,22
1497,亦庄开发区,亦庄,林肯公园,2,0,24,2009,55,东,精装,200.0,2,27,1680,1,0,0,3,200.0,2009,55,24
1498,亦庄开发区,亦庄,林肯公园,3,0,24,2011,70,东北,精装,305.0,2,27,1680,2,0,2,3,305.0,2011,70,24
1499,亦庄开发区,亦庄,林肯公园,2,0,24,2009,55,北,精装,205.0,2,27,1680,1,0,18,3,205.0,2009,55,24
1500,亦庄开发区,亦庄,林肯公园,2,0,24,2009,55,北,精装,235.0,2,27,1680,1,0,18,3,235.0,2009,55,24
1501,亦庄开发区,亦庄,卡尔公寓,4,2,10,2004,162,南北,简装,840.0,2,27,749,3,2,22,2,840.0,2004,162,10
1502,亦庄开发区,亦庄开发区其它,悦廷,3,0,4,2012,52,西,精装,260.0,2,28,1370,2,0,30,3,260.0,2012,52,4
1503,亦庄开发区,亦庄,东晶国际,2,1,5,2004,99,东西,简装,460.0,2,27,182,1,1,13,2,460.0,2004,99,5
1504,亦庄开发区,亦庄,林肯公园,2,0,24,2009,51,北,精装,200.0,2,27,1680,1,0,18,3,200.0,2009,51,24
1505,亦庄开发区,亦庄,林肯公园,2,0,24,2009,55,南,精装,210.0,2,27,1680,1,0,20,3,210.0,2009,55,24
1506,亦庄开发区,亦庄开发区其它,枫丹壹号,3,1,18,2014,97,南,精装,620.0,2,28,1693,2,1,20,3,620.0,2014,97,18
1507,亦庄开发区,亦庄开发区其它,枫丹壹号,3,2,18,2014,121,南北,精装,800.0,2,28,1693,2,2,22,3,800.0,2014,121,18
1508,亦庄开发区,亦庄,北京经开壹中心,2,1,14,2016,77,南,简装,433.0,2,27,578,1,1,20,2,433.0,2016,77,14
1509,亦庄开发区,亦庄开发区其它,中信新城东区,3,1,18,2013,88,南北,其他,520.0,2,28,217,2,1,22,0,520.0,2013,88,18
1510,亦庄开发区,亦庄,听涛雅苑,1,1,8,2000,47,南,简装,325.0,2,27,834,0,1,20,2,325.0,2000,47,8
1511,亦庄开发区,亦庄开发区其它,悦廷,2,0,4,2013,40,北,精装,170.0,2,28,1370,1,0,18,3,170.0,2013,40,4
1512,亦庄开发区,亦庄开发区其它,悦廷,3,0,4,2012,39,北,精装,179.0,2,28,1370,2,0,18,3,179.0,2012,39,4
1513,亦庄开发区,亦庄,林肯公园,6,0,24,2009,250,西南,精装,1000.0,2,27,1680,5,0,34,3,1000.0,2009,250,24
1514,亦庄开发区,亦庄,林肯公园,3,0,24,2009,67,东南,精装,280.0,2,27,1680,2,0,4,3,280.0,2009,67,24
1515,亦庄开发区,亦庄,通泰国际公馆,2,1,15,2015,89,南北,毛坯,480.0,2,27,2669,1,1,22,1,480.0,2015,89,15
1516,亦庄开发区,亦庄,林肯公园,1,0,24,2009,44,西,精装,165.0,2,27,1680,0,0,30,3,165.0,2009,44,24
1517,亦庄开发区,亦庄,贵园南里丙区,2,1,6,2002,59,南北,简装,300.0,2,27,2607,1,1,22,2,300.0,2002,59,6
1518,亦庄开发区,亦庄,林肯公园,1,0,24,2009,49,东,精装,185.0,2,27,1680,0,0,0,3,185.0,2009,49,24
1519,亦庄开发区,亦庄,林肯公园,3,0,24,2009,67,东南,精装,280.0,2,27,1680,2,0,4,3,280.0,2009,67,24
1520,亦庄开发区,亦庄,林肯公园,2,0,24,2009,55,北,精装,220.0,2,27,1680,1,0,18,3,220.0,2009,55,24
1521,亦庄开发区,亦庄,林肯公寓,3,0,9,2010,67,西南东北,精装,345.0,2,27,1682,2,0,35,3,345.0,2010,67,9
1522,亦庄开发区,亦庄,星岛假日,6,2,10,2004,145,南北,简装,1100.0,2,27,1562,5,2,22,2,1100.0,2004,145,10
1523,亦庄开发区,亦庄,梅园小区,2,1,6,1996,76,东西,其他,390.0,2,27,1715,1,1,13,0,390.0,1996,76,6
1524,亦庄开发区,马驹桥,新海北里,1,1,6,2006,56,南,简装,220.0,2,220,1482,0,1,20,2,220.0,2006,56,6
1525,亦庄开发区,亦庄开发区其它,泰河园七里,1,1,11,2004,69,南,简装,285.0,2,28,1850,0,1,20,2,285.0,2004,69,11
1526,亦庄开发区,亦庄,梅园小区,2,1,6,1998,93,南西北,精装,410.0,2,27,1715,1,1,26,3,410.0,1998,93,6
1527,亦庄开发区,马驹桥,一世情园,2,2,5,2005,108,南北,精装,368.0,2,220,23,1,2,22,3,368.0,2005,108,5
1528,亦庄开发区,亦庄,瀛景园,3,1,6,2004,117,南北,简装,560.0,2,27,1962,2,1,22,2,560.0,2004,117,6
1529,亦庄开发区,马驹桥,样本,3,1,9,2005,144,南北,简装,490.0,2,220,1703,2,1,22,2,490.0,2005,144,9
1530,亦庄开发区,亦庄,国融国际,1,0,23,2008,42,东,简装,135.0,2,27,912,0,0,0,2,135.0,2008,42,23
1531,亦庄开发区,亦庄开发区其它,中信新城西区,3,1,17,2013,191,南北,精装,1160.0,2,28,218,2,1,22,3,1160.0,2013,191,17
1532,亦庄开发区,亦庄,听涛雅苑,3,1,8,2000,121,南北,精装,680.0,2,27,834,2,1,22,3,680.0,2000,121,8
1533,亦庄开发区,亦庄,林肯公寓,3,0,9,2010,57,西北,精装,310.0,2,27,1682,2,0,32,3,310.0,2010,57,9
1534,亦庄开发区,亦庄,林肯公园,2,0,24,2009,49,西,精装,188.0,2,27,1680,1,0,30,3,188.0,2009,49,24
1535,亦庄开发区,亦庄,新康家园,2,1,7,2001,112,东北,其他,530.0,2,27,1464,1,1,2,0,530.0,2001,112,7
1536,亦庄开发区,亦庄,一品亦庄,3,1,11,2005,119,南北,精装,610.0,2,27,24,2,1,22,3,610.0,2005,119,11
1537,亦庄开发区,亦庄开发区其它,泰河园一里一区,1,1,11,2009,60,南,精装,300.0,2,28,1849,0,1,20,3,300.0,2009,60,11
1538,亦庄开发区,亦庄开发区其它,泰河园七里,1,1,11,2004,61,西南,简装,255.0,2,28,1850,0,1,34,2,255.0,2004,61,11
1539,亦庄开发区,亦庄开发区其它,枫丹壹號二期,4,2,4,2015,232,南北,精装,1680.0,2,28,1694,3,2,22,3,1680.0,2015,232,4
1540,亦庄开发区,亦庄,贵园南里乙区,3,2,6,1995,101,南北,简装,450.0,2,27,2608,2,2,22,2,450.0,1995,101,6
1541,亦庄开发区,马驹桥,神龙辛屯小区,1,1,6,2001,78,南北,其他,255.0,2,220,2163,0,1,22,0,255.0,2001,78,6
1542,亦庄开发区,亦庄,金地格林小镇,4,2,5,2004,182,南北,精装,940.0,2,27,2713,3,2,22,3,940.0,2004,182,5
1543,亦庄开发区,亦庄,林肯公园,2,1,24,2010,92,南,精装,620.0,2,27,1680,1,1,20,3,620.0,2010,92,24
1544,亦庄开发区,亦庄,郁金香舍,3,2,9,2005,153,南北,精装,780.0,2,27,2682,2,2,22,3,780.0,2005,153,9
1545,亦庄开发区,马驹桥,莲水怡园,3,1,12,2005,120,东南,精装,350.0,2,220,2435,2,1,4,3,350.0,2005,120,12
1546,亦庄开发区,亦庄,东晶国际,1,1,18,2002,76,东,简装,360.0,2,27,182,0,1,0,2,360.0,2002,76,18
1547,亦庄开发区,亦庄,林肯公园,2,0,24,2009,49,西,精装,180.0,2,27,1680,1,0,30,3,180.0,2009,49,24
1548,亦庄开发区,亦庄,金地格林小镇,2,2,9,2003,110,南北,精装,650.0,2,27,2713,1,2,22,3,650.0,2003,110,9
1549,亦庄开发区,马驹桥,天和嘉园,2,2,15,2013,90,南,其他,350.0,2,220,996,1,2,20,0,350.0,2013,90,15
1550,亦庄开发区,马驹桥,金地格林6,3,2,5,2008,239,南北,简装,880.0,2,220,2712,2,2,22,2,880.0,2008,239,5
1551,亦庄开发区,亦庄开发区其它,枫丹壹號二期,3,2,27,2014,112,南北,精装,780.0,2,28,1694,2,2,22,3,780.0,2014,112,27
1552,亦庄开发区,亦庄,富源里,3,2,6,1999,102,南北,简装,485.0,2,27,1176,2,2,22,2,485.0,1999,102,6
1553,亦庄开发区,亦庄,梅园小区,3,1,6,1996,93,南北,简装,399.0,2,27,1715,2,1,22,2,399.0,1996,93,6
1554,亦庄开发区,马驹桥,样本,3,1,6,2006,134,南北,精装,465.0,2,220,1703,2,1,22,3,465.0,2006,134,6
1555,亦庄开发区,亦庄,鹿鸣苑,2,1,15,1999,66,东北,精装,400.0,2,27,3042,1,1,2,3,400.0,1999,66,15
1556,亦庄开发区,亦庄,林肯公园,4,0,24,2009,67,西北,精装,270.0,2,27,1680,3,0,32,3,270.0,2009,67,24
1557,亦庄开发区,马驹桥,新海北里,2,2,6,2003,93,南北,精装,300.0,2,220,1482,1,2,22,3,300.0,2003,93,6
1558,亦庄开发区,亦庄,上海沙龙,3,2,9,2006,123,南北,精装,700.0,2,27,113,2,2,22,3,700.0,2006,123,9
1559,亦庄开发区,亦庄,金地格林小镇,3,1,9,2003,157,南北,简装,930.0,2,27,2713,2,1,22,2,930.0,2003,157,9
1560,亦庄开发区,亦庄,新康家园,2,2,18,2000,114,南北,简装,540.0,2,27,1464,1,2,22,2,540.0,2000,114,18
1561,亦庄开发区,亦庄,一品亦庄,2,1,11,2000,115,南北,精装,620.0,2,27,24,1,1,22,3,620.0,2000,115,11
1562,亦庄开发区,亦庄,一品亦庄,1,2,6,2005,87,东西,简装,410.0,2,27,24,0,2,13,2,410.0,2005,87,6
1563,亦庄开发区,亦庄,贵园南里丙区,1,1,6,2002,59,南北,精装,299.0,2,27,2607,0,1,22,3,299.0,2002,59,6
1564,亦庄开发区,亦庄,上海沙龙,3,2,9,2006,122,南北,精装,710.0,2,27,113,2,2,22,3,710.0,2006,122,9
1565,亦庄开发区,亦庄,浉城百丽,3,2,4,2002,129,南北,简装,755.0,2,27,1864,2,2,22,2,755.0,2002,129,4
1566,亦庄开发区,亦庄开发区其它,中信新城东区,3,1,12,2013,90,南北,精装,510.0,2,28,217,2,1,22,3,510.0,2013,90,12
1567,亦庄开发区,亦庄,博客雅居,3,1,24,2008,104,东南,精装,420.0,2,27,743,2,1,4,3,420.0,2008,104,24
1568,亦庄开发区,亦庄,天宝家园,2,1,6,2001,59,南北,精装,380.0,2,27,1011,1,1,22,3,380.0,2001,59,6
1569,亦庄开发区,亦庄,春华屋,2,1,18,2003,113,西北,简装,510.0,2,27,1569,1,1,32,2,510.0,2003,113,18
1570,亦庄开发区,马驹桥,米拉小镇,2,1,21,2012,88,南,精装,335.0,2,220,2201,1,1,20,3,335.0,2012,88,21
1571,亦庄开发区,亦庄开发区其它,中信新城东区,3,1,10,2013,129,南北,精装,730.0,2,28,217,2,1,22,3,730.0,2013,129,10
1572,亦庄开发区,亦庄,瀛景园,2,1,6,2003,88,南北,简装,435.0,2,27,1962,1,1,22,2,435.0,2003,88,6
1573,亦庄开发区,亦庄,鹿鸣苑,2,2,15,2000,93,东南,精装,465.0,2,27,3042,1,2,4,3,465.0,2000,93,15
1574,亦庄开发区,亦庄,天宝家园,2,1,6,2001,71,南北,精装,420.0,2,27,1011,1,1,22,3,420.0,2001,71,6
1575,亦庄开发区,亦庄,贵园东里,2,2,7,2000,88,南北,简装,400.0,2,27,2606,1,2,22,2,400.0,2000,88,7
1576,亦庄开发区,亦庄,国融国际,1,0,21,2008,32,北,简装,115.0,2,27,912,0,0,18,2,115.0,2008,32,21
1577,亦庄开发区,亦庄,金地格林小镇,3,2,4,2003,200,南北,简装,1050.0,2,27,2713,2,2,22,2,1050.0,2003,200,4
1578,亦庄开发区,亦庄,星岛嘉园,2,2,6,2001,119,南北,精装,580.0,2,27,1563,1,2,22,3,580.0,2001,119,6
1579,亦庄开发区,马驹桥,样本,2,1,9,2006,120,南北,简装,420.0,2,220,1703,1,1,22,2,420.0,2006,120,9
1580,亦庄开发区,亦庄,星岛嘉园,3,2,5,2001,151,南北,精装,668.0,2,27,1563,2,2,22,3,668.0,2001,151,5
1581,亦庄开发区,亦庄开发区其它,中信新城西区,3,2,18,2013,171,南北,精装,1030.0,2,28,218,2,2,22,3,1030.0,2013,171,18
1582,亦庄开发区,亦庄,星岛假日,3,2,5,2004,159,南北,精装,850.0,2,27,1562,2,2,22,3,850.0,2004,159,5
1583,亦庄开发区,亦庄,瀛景园,2,1,6,2003,73,南北,精装,390.0,2,27,1962,1,1,22,3,390.0,2003,73,6
1584,亦庄开发区,亦庄,听涛雅苑,4,2,7,2000,177,南北,简装,725.0,2,27,834,3,2,22,2,725.0,2000,177,7
1585,亦庄开发区,亦庄,一品亦庄,4,2,16,2005,193,南北,其他,920.0,2,27,24,3,2,22,0,920.0,2005,193,16
1586,亦庄开发区,亦庄,金地格林小镇,3,1,5,2004,159,南北,精装,850.0,2,27,2713,2,1,22,3,850.0,2004,159,5
1587,亦庄开发区,亦庄,金泰公寓,2,1,12,2002,121,南北,精装,545.0,2,27,2738,1,1,22,3,545.0,2002,121,12
1588,亦庄开发区,亦庄,东晶国际,2,1,5,2004,97,东西,其他,445.0,2,27,182,1,1,13,0,445.0,2004,97,5
1589,亦庄开发区,亦庄,听涛雅苑,2,1,8,2000,89,东西,精装,470.0,2,27,834,1,1,13,3,470.0,2000,89,8
1590,亦庄开发区,亦庄开发区其它,枫丹壹號二期,4,2,4,2014,241,南北,毛坯,1700.0,2,28,1694,3,2,22,1,1700.0,2014,241,4
1591,亦庄开发区,亦庄,鹿鸣苑,3,1,15,2000,140,西南,简装,610.0,2,27,3042,2,1,34,2,610.0,2000,140,15
1592,亦庄开发区,马驹桥,米拉小镇,1,1,21,2012,66,南,精装,258.0,2,220,2201,0,1,20,3,258.0,2012,66,21
1593,亦庄开发区,亦庄,金地格林小镇,3,2,4,2004,138,南北,简装,780.0,2,27,2713,2,2,22,2,780.0,2004,138,4
1594,大兴,大兴其它,首地浣溪谷,3,1,6,2014,93,南北,其他,320.0,3,75,2954,2,1,22,0,320.0,2014,93,6
1595,大兴,大兴其它,首开璞瑅墅,5,2,2,2014,301,东南西北,精装,1600.0,3,75,2977,4,2,10,3,1600.0,2014,301,2
1596,大兴,西红门,瑞海家园二区,3,2,6,2003,123,南北,其他,460.0,3,189,2057,2,2,22,0,460.0,2003,123,6
1597,大兴,大兴其它,瀛嘉汇,3,0,15,2015,55,北,精装,165.0,3,75,1961,2,0,18,3,165.0,2015,55,15
1598,大兴,大兴其它,绿茵花园,4,2,4,1998,204,南北,精装,600.0,3,75,2276,3,2,22,3,600.0,1998,204,4
1599,大兴,大兴其它,首座御园一期,2,1,8,2009,92,南北,简装,380.0,3,75,2958,1,1,22,2,380.0,2009,92,8
