,Price
12319,480.0
12320,579.0
12321,488.0
12322,409.0
12323,369.0
12324,540.0
12325,400.0
12326,290.0
12327,275.0
12328,550.0
12329,225.0
12330,190.0
12331,220.0
12332,265.0
12333,540.0
12334,530.0
12335,430.0
12336,419.0
12337,460.0
12338,500.0
12339,650.0
12340,208.0
12341,520.0
12342,550.0
12343,330.0
12344,640.0
12345,480.0
12346,415.0
12347,300.0
12348,315.0
12349,495.0
12350,430.0
12351,393.0
12352,150.0
12353,329.0
12354,180.0
12355,445.0
12356,275.0
12357,300.0
12358,340.0
12359,298.0
12360,429.0
12361,330.0
12362,400.0
12363,680.0
12364,550.0
12365,525.0
12366,363.0
12367,580.0
12368,450.0
12369,898.0
12370,510.0
12371,201.0
12372,220.0
12373,377.0
12374,395.0
12375,310.0
12376,410.0
12377,390.0
12378,380.0
12379,280.0
12380,429.0
12381,285.0
12382,547.0
12383,425.0
12384,1450.0
12385,440.0
12386,360.0
12387,305.0
12388,415.0
12389,490.0
12390,345.0
12391,370.0
12392,355.0
12393,585.0
12394,340.0
12395,460.0
12396,750.0
12397,550.0
12398,226.0
12399,276.0
12400,620.0
12401,410.0
12402,390.0
12403,300.0
12404,440.0
12405,450.0
12406,570.0
12407,439.0
12408,650.0
12409,395.0
12410,370.0
12411,310.0
12412,345.0
12413,480.0
12414,470.0
12415,315.0
12416,500.0
12417,510.0
12418,550.0
12419,470.0
12420,415.0
12421,360.0
12422,260.0
12423,728.0
12424,585.0
12425,380.0
12426,490.0
12427,1550.0
12428,320.0
12429,290.0
12430,310.0
12431,600.0
12432,990.0
12433,460.0
12434,400.0
12435,293.0
12436,570.0
12437,1680.0
12438,498.0
12439,560.0
12440,465.0
12441,570.0
12442,665.0
12443,420.0
12444,402.0
12445,499.0
12446,385.0
12447,438.0
12448,370.0
12449,366.0
12450,425.0
12451,345.0
12452,320.0
12453,476.0
12454,360.0
12455,288.0
12456,465.0
12457,280.0
12458,460.0
12459,450.0
12460,510.0
12461,530.0
12462,580.0
12463,395.0
12464,335.0
12465,325.0
12466,300.0
12467,270.0
12468,900.0
12469,248.0
12470,315.0
12471,215.0
12472,239.0
12473,285.0
12474,288.0
12475,293.0
12476,270.0
12477,420.0
12478,415.0
12479,410.0
12480,535.0
12481,627.0
12482,320.0
12483,380.0
12484,320.0
12485,135.0
12486,875.0
12487,600.0
12488,338.0
12489,420.0
12490,460.0
12491,300.0
12492,429.0
12493,355.0
12494,455.0
12495,320.0
12496,360.0
12497,720.0
12498,760.0
12499,680.0
12500,850.0
12501,690.0
12502,630.0
12503,466.0
12504,490.0
12505,380.0
12506,535.0
12507,407.0
12508,450.0
12509,520.0
12510,510.0
12511,490.0
12512,573.0
12513,430.0
12514,1655.0
12515,460.0
12516,230.0
12517,495.0
12518,447.0
12519,300.0
12520,410.0
12521,255.0
12522,357.0
12523,405.0
12524,410.0
12525,635.0
12526,535.0
12527,399.0
12528,950.0
12529,425.0
12530,1180.0
12531,268.0
12532,400.0
12533,1280.0
12534,608.0
12535,460.0
12536,530.0
12537,540.0
12538,475.0
12539,330.0
12540,282.0
12541,420.0
12542,485.0
12543,248.0
12544,280.0
12545,290.0
12546,420.0
12547,528.0
12548,335.0
12549,340.0
12550,251.0
12551,385.0
12552,438.0
12553,270.0
12554,580.0
12555,480.0
12556,850.0
12557,300.0
12558,503.0
12559,475.0
12560,275.0
12561,545.0
12562,510.0
12563,290.0
12564,415.0
12565,550.0
12566,380.0
12567,276.5
12568,450.0
12569,282.0
12570,420.0
12571,405.0
12572,330.0
12573,740.0
12574,450.0
12575,460.0
12576,380.0
12577,830.0
12578,566.0
12579,570.0
12580,385.0
12581,1000.0
12582,380.0
12583,440.0
12584,275.0
12585,503.0
12586,475.0
12587,380.0
12588,328.0
12589,370.0
12590,405.0
12591,460.0
12592,515.0
12593,355.0
12594,498.0
12595,500.0
12596,520.0
12597,400.0
12598,324.0
12599,370.0
12600,470.0
12601,450.0
12602,468.0
12603,430.0
12604,368.0
12605,740.0
12606,473.0
12607,520.0
12608,468.0
12609,490.0
12610,415.0
12611,430.0
12612,455.0
12613,460.0
12614,420.0
12615,386.0
12616,500.0
12617,498.0
12618,450.0
12619,329.0
12620,590.0
12621,355.0
12622,419.0
12623,410.0
12624,430.0
12625,498.0
12626,340.0
12627,433.0
12628,369.0
12629,550.0
12630,638.0
12631,380.0
12632,475.0
12633,278.0
12634,539.0
12635,326.0
12636,505.0
12637,420.0
12638,365.0
12639,340.0
12640,378.0
12641,490.0
12642,335.0
12643,402.0
12644,415.0
12645,460.0
12646,385.0
12647,498.0
12648,460.0
12649,419.0
12650,410.0
12651,430.0
12652,315.0
12653,408.0
12654,248.0
12655,465.0
12656,500.0
12657,426.0
12658,570.0
12659,345.0
12660,240.0
12661,390.0
12662,605.0
12663,275.0
12664,1450.0
12665,690.0
12666,488.0
12667,197.0
12668,800.0
12669,646.0
12670,558.0
12671,680.0
12672,420.0
12673,460.0
12674,240.0
12675,435.0
12676,720.0
12677,470.0
12678,300.0
12679,629.0
12680,680.0
12681,499.0
12682,395.0
12683,456.0
12684,490.0
12685,460.0
12686,520.0
12687,445.0
12688,355.0
12689,375.0
12690,315.0
12691,570.0
12692,248.0
12693,430.0
12694,408.0
12695,469.0
12696,486.0
12697,410.0
12698,550.0
12699,850.0
12700,442.0
12701,520.0
12702,430.0
12703,448.0
12704,550.0
12705,400.0
12706,480.0
12707,486.0
12708,450.0
12709,490.0
12710,369.0
12711,311.0
12712,280.0
12713,430.0
12714,395.0
12715,470.0
12716,420.0
12717,375.0
12718,408.0
12719,235.0
12720,478.0
12721,380.0
12722,380.0
12723,700.0
12724,276.0
12725,400.0
12726,298.0
12727,210.0
12728,389.0
12729,560.0
12730,590.0
12731,400.0
12732,405.0
12733,469.0
12734,295.0
12735,382.0
12736,420.0
12737,420.0
12738,455.0
12739,575.0
12740,410.0
12741,360.0
12742,280.0
12743,430.0
12744,350.0
12745,360.0
12746,515.0
12747,380.0
12748,390.0
12749,478.0
12750,460.0
12751,499.0
12752,290.0
12753,298.0
12754,446.0
12755,400.0
12756,625.0
12757,510.0
12758,505.0
12759,478.0
12760,560.0
12761,385.0
12762,500.0
12763,460.0
12764,400.0
12765,625.0
12766,446.0
12767,410.0
12768,460.0
12769,425.0
12770,560.0
12771,432.0
12772,380.0
12773,510.0
12774,505.0
12775,478.0
12776,510.0
12777,385.0
12778,500.0
12779,460.0
12780,470.0
12781,298.0
12782,460.0
12783,240.0
12784,453.0
12785,406.0
12786,500.0
12787,430.0
12788,312.0
12789,360.0
12790,490.0
12791,395.0
12792,350.0
12793,590.0
12794,525.0
12795,376.0
12796,440.0
12797,310.0
12798,290.0
12799,430.0
12800,345.0
12801,650.0
12802,650.0
12803,335.0
12804,330.0
12805,540.0
12806,530.0
12807,275.0
12808,1380.0
12809,280.0
12810,770.0
12811,315.0
12812,288.0
12813,560.0
12814,530.0
12815,650.0
12816,480.0
12817,420.0
12818,470.0
12819,380.0
12820,290.0
12821,630.0
12822,330.0
12823,400.0
12824,485.0
12825,575.0
12826,325.0
12827,280.0
12828,420.0
12829,310.0
12830,510.0
12831,505.0
12832,398.0
12833,548.0
12834,410.0
12835,565.0
12836,320.0
12837,530.0
12838,486.0
12839,330.0
12840,346.0
12841,400.0
12842,518.0
12843,650.0
12844,530.0
12845,320.0
12846,280.0
12847,550.0
12848,330.0
12849,485.0
12850,430.0
12851,490.0
12852,530.0
12853,475.0
12854,610.0
12855,450.0
12856,485.0
12857,485.0
12858,325.0
12859,280.0
12860,330.0
12861,400.0
12862,330.0
12863,550.0
12864,650.0
12865,385.0
12866,345.0
12867,308.0
12868,406.0
12869,430.0
12870,408.0
12871,660.0
12872,430.0
12873,529.0
12874,225.0
12875,730.0
12876,502.0
12877,540.0
12878,450.0
12879,537.0
12880,415.0
12881,400.0
12882,445.0
12883,370.0
12884,788.0
12885,420.0
12886,450.0
12887,735.0
12888,390.0
12889,820.0
12890,445.0
12891,560.0
12892,390.0
12893,435.0
12894,368.0
12895,270.0
12896,490.0
12897,465.0
12898,530.0
12899,325.0
12900,499.0
12901,460.0
12902,569.0
12903,455.0
12904,388.0
12905,350.0
12906,418.0
12907,408.0
12908,355.0
12909,415.0
12910,409.0
12911,500.0
12912,445.0
12913,550.0
12914,330.0
12915,420.0
12916,399.0
12917,348.0
12918,720.0
12919,520.0
12920,540.0
12921,348.0
12922,315.0
12923,549.0
12924,470.0
12925,650.0
12926,450.0
12927,420.0
12928,520.0
12929,788.0
12930,450.0
12931,735.0
12932,475.0
12933,392.0
12934,435.0
12935,500.0
12936,308.0
12937,860.0
12938,450.0
12939,600.0
12940,380.0
12941,410.0
12942,300.0
12943,535.0
12944,530.0
12945,375.0
12946,500.0
12947,519.0
12948,366.0
12949,599.0
12950,365.0
12951,405.0
12952,395.0
12953,590.0
12954,450.0
12955,400.0
12956,390.0
12957,425.0
12958,780.0
12959,588.0
12960,418.0
12961,245.0
12962,455.0
12963,435.0
12964,499.0
12965,335.0
12966,425.0
12967,475.0
12968,349.0
12969,490.0
12970,405.0
12971,370.0
12972,295.0
12973,960.0
12974,750.0
12975,386.0
12976,405.0
12977,320.0
12978,260.0
12979,255.0
12980,360.0
12981,275.0
12982,330.0
12983,430.0
12984,390.0
12985,349.0
12986,400.0
12987,490.0
12988,322.0
12989,460.0
12990,465.0
12991,435.0
12992,500.0
12993,275.0
12994,500.0
12995,359.0
12996,488.0
12997,630.0
12998,310.0
12999,1000.0
13000,820.0
13001,616.0
13002,349.0
13003,490.0
13004,360.0
13005,490.0
13006,322.0
13007,425.0
13008,399.0
13009,460.0
13010,445.0
13011,461.0
13012,540.0
13013,1450.0
13014,365.0
13015,360.0
13016,700.0
13017,400.0
13018,496.0
13019,380.0
13020,545.0
13021,800.0
13022,980.0
13023,580.0
13024,519.0
13025,800.0
13026,435.0
13027,360.0
13028,287.0
13029,359.0
13030,365.0
13031,391.0
13032,1450.0
13033,700.0
13034,355.0
13035,462.0
13036,465.0
13037,680.0
13038,445.0
13039,560.0
13040,255.0
13041,550.0
13042,268.0
13043,495.0
13044,550.0
13045,370.0
13046,265.0
13047,255.0
13048,395.0
13049,300.0
13050,280.0
13051,385.0
13052,430.0
13053,350.0
13054,310.0
13055,380.0
13056,228.0
13057,460.0
13058,355.0
13059,510.0
13060,480.0
13061,400.0
13062,460.0
13063,435.0
13064,420.0
13065,475.0
13066,318.0
13067,365.0
13068,660.0
13069,790.0
13070,770.0
13071,580.0
13072,530.0
13073,640.0
13074,470.0
13075,538.0
13076,249.0
13077,618.0
13078,310.0
13079,555.0
13080,390.0
13081,360.0
13082,465.0
13083,1250.0
13084,950.0
13085,545.0
13086,490.0
13087,680.0
13088,650.0
13089,346.0
13090,460.0
13091,458.0
13092,318.0
13093,550.0
13094,430.0
13095,800.0
13096,349.0
13097,412.0
13098,425.0
13099,355.0
13100,405.0
13101,485.0
13102,438.0
13103,460.0
13104,390.0
13105,223.0
13106,325.0
13107,598.0
13108,586.0
13109,265.0
13110,360.0
13111,400.0
13112,450.0
13113,1000.0
13114,315.0
13115,420.0
13116,565.0
13117,1490.0
13118,440.0
13119,800.0
13120,430.0
13121,620.0
13122,440.0
13123,500.0
13124,445.0
13125,450.0
13126,399.0
13127,525.0
13128,320.0
13129,380.0
13130,361.0
13131,525.0
13132,485.0
13133,385.0
13134,385.0
13135,410.0
13136,330.0
13137,325.0
13138,260.0
13139,438.0
13140,488.0
13141,348.0
13142,470.0
13143,400.0
13144,450.0
13145,199.0
13146,276.0
13147,405.0
13148,520.0
13149,560.0
13150,550.0
13151,350.0
13152,350.0
13153,630.0
13154,480.0
13155,510.0
13156,375.0
13157,440.0
13158,489.0
13159,550.0
13160,415.0
13161,470.0
13162,355.0
13163,350.0
13164,1000.0
13165,405.0
13166,430.0
13167,405.0
13168,265.0
13169,588.0
13170,388.0
13171,439.0
13172,330.0
13173,350.0
13174,248.0
13175,410.0
13176,570.0
13177,718.0
13178,538.0
13179,330.0
13180,250.0
13181,540.0
13182,510.0
13183,640.0
13184,510.0
13185,349.5
13186,532.0
13187,710.0
13188,668.0
13189,350.0
13190,560.0
13191,700.0
13192,805.0
13193,465.0
13194,615.0
13195,510.0
13196,820.0
13197,530.0
13198,470.0
13199,489.0
13200,578.0
13201,428.0
13202,338.0
13203,470.0
13204,550.0
13205,435.0
13206,445.0
13207,450.0
13208,330.0
13209,289.0
13210,410.0
13211,750.0
13212,380.0
13213,620.0
13214,566.0
13215,496.0
13216,399.0
13217,390.0
13218,480.0
13219,1020.0
13220,425.0
13221,699.0
13222,1650.0
13223,523.0
13224,300.0
13225,280.0
13226,246.0
13227,395.0
13228,395.0
13229,640.0
13230,495.0
13231,430.0
13232,500.0
13233,420.0
13234,395.0
13235,538.0
13236,510.0
13237,329.0
13238,425.0
13239,368.0
13240,428.0
13241,350.0
13242,275.0
13243,375.0
13244,1080.0
13245,1100.0
13246,313.0
13247,330.0
13248,430.0
13249,320.0
13250,420.0
13251,599.0
13252,499.0
13253,518.0
13254,530.0
13255,520.0
13256,776.0
13257,480.0
13258,500.0
13259,520.0
13260,535.0
13261,395.0
13262,420.0
13263,506.0
13264,400.0
13265,485.0
13266,520.0
13267,511.0
13268,538.0
13269,475.0
13270,572.0
13271,520.0
13272,380.0
13273,400.0
13274,430.0
13275,480.0
13276,370.0
13277,330.0
13278,378.0
13279,330.0
13280,265.0
13281,230.0
13282,346.0
13283,330.0
13284,318.0
13285,635.0
13286,355.0
13287,600.0
13288,355.0
13289,315.0
13290,336.0
13291,395.0
13292,326.0
13293,285.0
13294,450.0
13295,249.0
13296,379.0
13297,438.0
13298,415.0
13299,760.0
13300,358.0
13301,336.0
13302,410.0
13303,405.0
13304,335.0
13305,700.0
13306,386.0
13307,310.0
13308,308.0
13309,350.0
13310,360.0
13311,359.0
13312,440.0
13313,253.0
13314,475.0
13315,588.0
13316,1360.0
13317,322.0
13318,535.0
13319,988.0
13320,413.0
13321,358.0
13322,530.0
13323,309.0
13324,610.0
13325,418.0
13326,361.0
13327,308.0
13328,343.0
13329,375.0
13330,500.0
13331,255.0
13332,260.0
13333,329.0
13334,430.0
13335,760.0
13336,425.0
13337,430.0
13338,480.0
13339,438.0
13340,410.0
13341,838.0
13342,810.0
13343,460.0
13344,698.0
13345,466.0
13346,627.0
13347,378.0
13348,460.0
13349,580.0
13350,630.0
13351,420.0
13352,400.0
13353,320.0
13354,435.0
13355,415.0
13356,520.0
13357,428.0
13358,500.0
13359,389.0
13360,400.0
13361,598.0
13362,368.0
13363,398.0
13364,335.0
13365,485.0
13366,570.0
13367,468.0
13368,600.0
13369,459.0
13370,530.0
13371,420.0
13372,430.0
13373,488.0
13374,410.0
13375,439.0
13376,330.0
13377,260.0
13378,407.0
13379,555.0
13380,500.0
13381,508.0
13382,408.0
13383,343.0
13384,370.0
13385,340.0
13386,325.0
13387,410.0
13388,475.0
13389,500.0
13390,460.0
13391,535.0
13392,1250.0
13393,1100.0
13394,546.0
13395,810.0
13396,275.0
13397,529.0
13398,435.0
13399,634.0
13400,550.0
13401,310.0
13402,560.0
13403,568.0
13404,535.0
13405,395.0
13406,900.0
13407,490.0
13408,575.0
13409,460.0
13410,880.0
13411,528.0
13412,460.0
13413,385.0
13414,710.0
13415,370.0
13416,680.0
13417,369.0
13418,448.0
13419,440.0
13420,275.0
13421,386.0
13422,475.0
13423,445.0
13424,420.0
13425,480.0
13426,510.0
13427,566.0
13428,328.0
13429,399.0
13430,385.0
13431,360.0
13432,570.0
13433,465.0
13434,463.0
13435,598.0
13436,320.0
13437,375.0
13438,415.0
13439,395.0
13440,530.0
13441,480.0
13442,589.0
13443,530.0
13444,560.0
13445,345.0
13446,530.0
13447,362.0
13448,425.0
13449,500.0
13450,389.0
13451,310.0
13452,542.0
13453,308.0
13454,470.0
13455,365.0
13456,468.0
13457,280.0
13458,460.0
13459,620.0
13460,310.0
13461,290.0
13462,650.0
13463,525.0
13464,440.0
13465,370.0
13466,365.0
13467,435.0
13468,493.0
13469,568.0
13470,445.0
13471,410.0
13472,456.0
13473,410.0
13474,288.0
13475,399.0
13476,338.0
13477,500.0
13478,468.0
13479,540.0
13480,440.0
13481,410.0
13482,410.0
13483,510.0
13484,390.0
13485,445.0
13486,365.0
13487,488.0
13488,530.0
13489,428.0
13490,413.0
13491,412.0
13492,398.0
13493,648.0
13494,530.0
13495,360.0
13496,650.0
13497,448.0
13498,500.0
13499,250.0
13500,575.0
13501,620.0
13502,420.0
13503,535.0
13504,940.0
13505,518.0
13506,490.0
13507,472.0
13508,468.0
13509,400.0
13510,408.0
13511,405.0
13512,360.0
13513,445.0
13514,485.0
13515,460.0
13516,395.0
13517,635.0
13518,465.0
13519,480.0
13520,410.0
13521,430.0
13522,448.0
13523,500.0
13524,476.0
13525,370.0
13526,515.0
13527,250.0
13528,530.0
13529,495.0
13530,655.0
13531,570.0
13532,490.0
13533,555.0
13534,495.0
13535,415.0
13536,335.0
13537,280.0
13538,430.0
13539,530.0
13540,362.0
13541,380.0
13542,470.0
13543,550.0
13544,435.0
13545,408.0
13546,530.0
13547,919.0
13548,375.0
13549,375.0
13550,418.0
13551,390.0
13552,1268.0
13553,551.0
13554,430.0
13555,360.0
13556,459.0
13557,578.0
13558,488.0
13559,554.0
13560,478.0
13561,600.0
13562,405.0
13563,660.0
13564,498.0
13565,640.0
13566,99.5
13567,120.0
13568,98.5
13569,190.0
13570,940.0
13571,290.0
13572,1700.0
13573,479.0
13574,390.0
13575,120.0
13576,360.0
13577,289.0
13578,550.0
13579,380.0
13580,550.0
13581,280.0
13582,450.0
13583,388.0
13584,798.0
13585,660.0
13586,172.0
13587,290.0
13588,685.0
13589,245.0
13590,370.0
13591,318.0
13592,557.0
13593,410.0
13594,122.0
13595,122.0
13596,120.0
13597,400.0
13598,320.0
13599,300.0
13600,135.0
13601,300.0
13602,400.0
13603,288.0
13604,480.0
13605,530.0
13606,550.0
13607,110.0
13608,205.0
13609,540.0
13610,620.0
13611,495.0
13612,560.0
13613,165.0
13614,233.0
13615,550.0
13616,120.0
13617,120.0
13618,130.0
13619,520.0
13620,360.0
13621,203.9
13622,112.0
13623,366.0
13624,1200.0
13625,727.0
13626,133.0
13627,104.9
13628,107.0
13629,238.0
13630,120.0
13631,130.0
13632,1760.0
13633,300.0
13634,880.0
13635,320.0
13636,530.0
13637,132.0
13638,530.0
13639,400.0
13640,360.0
13641,456.0
13642,530.0
13643,580.0
13644,430.0
13645,530.0
13646,157.5
13647,251.0
13648,300.0
13649,248.0
13650,390.0
13651,110.0
13652,225.0
13653,440.0
13654,530.0
13655,99.5
13656,130.0
13657,170.0
13658,323.0
13659,120.0
13660,600.0
13661,630.0
13662,100.0
13663,252.0
13664,290.0
13665,385.0
13666,550.0
13667,280.0
13668,365.0
13669,270.0
13670,430.0
13671,480.0
13672,420.0
13673,460.0
13674,225.0
13675,1000.0
13676,650.0
13677,520.0
13678,125.0
13679,132.0
13680,123.0
13681,410.0
13682,950.0
13683,470.0
13684,460.0
13685,398.0
13686,242.0
13687,878.0
13688,800.0
13689,370.0
13690,300.0
13691,485.0
13692,300.0
13693,435.0
13694,412.0
13695,890.0
13696,750.0
13697,680.0
13698,259.0
13699,306.0
13700,214.0
13701,235.0
13702,329.0
13703,125.0
13704,270.0
13705,395.0
13706,398.0
13707,406.0
13708,800.0
13709,389.0
13710,370.0
13711,415.0
13712,240.0
13713,125.0
13714,490.0
13715,150.0
13716,198.0
13717,1818.0
13718,465.0
13719,358.0
13720,535.0
13721,700.0
13722,368.0
13723,270.0
13724,1100.0
13725,330.0
13726,620.0
13727,600.0
13728,255.0
13729,520.0
13730,720.0
13731,465.0
13732,590.0
13733,430.0
13734,390.0
13735,1280.0
13736,108.0
13737,193.0
13738,398.0
13739,221.0
13740,430.0
13741,878.0
13742,1050.0
13743,908.0
13744,258.0
13745,300.0
13746,535.0
13747,360.0
13748,189.0
13749,499.0
13750,287.0
13751,315.0
13752,283.0
13753,260.0
13754,310.0
13755,340.0
13756,290.0
13757,1120.0
13758,390.0
13759,1100.0
13760,455.0
13761,950.0
13762,350.0
13763,580.0
13764,720.0
13765,485.0
13766,310.0
13767,399.0
13768,530.0
13769,405.0
13770,530.0
13771,275.0
13772,1200.0
13773,1200.0
13774,500.0
13775,680.0
13776,1180.0
13777,892.0
13778,1000.0
13779,680.0
13780,660.0
13781,255.0
13782,455.0
13783,155.0
13784,345.0
13785,490.0
13786,270.0
13787,280.0
13788,310.0
13789,283.0
13790,312.0
13791,258.0
13792,220.0
13793,395.0
13794,505.0
13795,280.0
13796,398.0
13797,366.0
13798,420.0
13799,405.0
13800,380.0
13801,312.0
13802,325.0
13803,420.0
13804,350.0
13805,860.0
13806,350.0
13807,570.0
13808,483.0
13809,253.0
13810,866.0
13811,530.0
13812,286.0
13813,1120.0
13814,265.0
13815,558.0
13816,575.0
13817,480.0
13818,320.0
13819,380.0
13820,596.0
13821,198.0
13822,550.0
13823,230.0
13824,295.0
13825,450.0
13826,648.0
13827,237.0
13828,281.0
13829,310.0
13830,320.0
13831,415.0
13832,360.0
13833,310.0
13834,460.0
13835,445.0
13836,420.0
13837,310.0
13838,528.0
13839,500.0
13840,395.0
13841,380.0
13842,357.0
13843,375.0
13844,488.0
13845,300.0
13846,353.0
13847,310.0
13848,270.0
13849,388.0
13850,499.0
13851,283.0
13852,305.0
13853,349.0
13854,260.0
13855,300.0
13856,520.0
13857,425.0
13858,330.0
13859,511.0
13860,244.0
13861,260.0
13862,420.0
13863,335.0
13864,410.0
13865,321.0
13866,830.0
13867,590.0
13868,260.0
13869,300.0
13870,630.0
13871,440.0
13872,310.0
13873,498.0
13874,335.0
13875,440.0
13876,324.0
13877,350.0
13878,310.0
13879,251.0
13880,260.0
13881,495.0
13882,430.0
13883,325.0
13884,280.0
13885,300.0
13886,320.0
13887,365.0
13888,372.0
13889,425.0
13890,520.0
13891,390.0
13892,246.0
13893,455.0
13894,450.0
13895,330.0
13896,398.0
13897,320.0
13898,336.0
13899,515.0
13900,288.0
13901,450.0
13902,294.0
13903,449.0
13904,456.0
13905,370.0
13906,830.0
13907,245.0
13908,207.0
13909,460.0
13910,479.0
13911,255.0
13912,685.0
13913,420.0
13914,415.0
13915,363.0
13916,338.0
13917,620.0
13918,420.0
13919,398.0
13920,460.0
13921,390.0
13922,455.0
13923,600.0
13924,410.0
13925,900.0
13926,450.0
13927,270.0
13928,180.0
13929,415.0
13930,598.0
13931,400.0
13932,410.0
13933,350.0
13934,410.0
13935,388.0
13936,493.0
13937,420.0
13938,515.0
13939,450.0
13940,648.0
13941,320.0
13942,410.0
13943,390.0
13944,485.0
13945,515.0
13946,580.0
13947,485.0
13948,460.0
13949,470.0
13950,250.0
13951,399.0
13952,375.0
13953,290.0
13954,230.0
13955,490.0
13956,350.0
13957,254.0
13958,220.0
13959,220.0
13960,330.0
13961,560.0
13962,256.0
13963,248.0
13964,510.0
13965,420.0
13966,260.0
13967,615.0
13968,524.0
13969,720.0
13970,429.0
13971,516.0
13972,255.0
13973,580.0
13974,755.0
13975,380.0
13976,240.0
13977,308.0
13978,1059.0
13979,350.0
13980,445.0
13981,500.0
13982,350.0
13983,450.0
13984,720.0
13985,360.0
13986,379.0
13987,285.0
13988,490.0
13989,370.0
13990,650.0
13991,320.0
13992,320.0
13993,390.0
13994,270.0
13995,400.0
13996,1830.0
13997,250.0
13998,385.0
13999,750.0
14000,850.0
14001,560.0
14002,950.0
14003,457.0
14004,600.0
14005,510.0
14006,503.0
14007,630.0
14008,626.0
14009,585.0
14010,400.0
14011,500.0
14012,565.0
14013,290.0
14014,425.0
14015,285.0
14016,290.0
14017,485.0
14018,307.0
14019,255.0
14020,250.0
14021,330.0
14022,232.0
14023,345.0
14024,350.0
14025,311.0
14026,258.0
14027,360.0
14028,850.0
14029,1120.0
14030,980.0
14031,880.0
14032,310.0
14033,810.0
14034,470.0
14035,460.0
14036,519.0
14037,283.0
14038,287.0
14039,549.0
14040,428.0
14041,768.0
14042,347.0
14043,763.0
14044,330.0
14045,436.0
14046,950.0
14047,240.0
14048,279.0
14049,358.0
14050,520.0
14051,638.0
14052,530.0
14053,580.0
14054,1580.0
14055,560.0
14056,1450.0
14057,580.0
14058,398.0
14059,390.0
14060,325.0
14061,486.0
14062,375.0
14063,475.0
14064,398.0
14065,600.0
14066,310.0
14067,1100.0
14068,450.0
14069,850.0
14070,367.9
14071,600.0
14072,438.0
14073,418.0
14074,400.0
14075,529.0
14076,279.0
14077,419.0
14078,369.0
14079,360.0
14080,410.0
14081,480.0
14082,320.0
14083,399.0
14084,293.0
14085,246.0
14086,408.0
14087,402.0
14088,340.0
14089,299.0
14090,408.0
14091,340.0
14092,700.0
14093,240.0
14094,305.0
14095,390.0
14096,555.0
14097,438.0
14098,399.0
14099,325.0
14100,405.0
14101,365.0
14102,366.0
14103,568.0
14104,360.0
14105,350.0
14106,295.0
14107,390.0
14108,380.0
14109,420.0
14110,1050.0
14111,415.0
14112,305.0
14113,1500.0
14114,820.0
14115,310.0
14116,385.0
14117,840.0
14118,635.0
14119,860.0
14120,700.0
14121,468.0
14122,345.0
14123,330.0
14124,1395.0
14125,358.0
14126,300.0
14127,305.0
14128,385.0
14129,1190.0
14130,465.0
14131,435.0
14132,425.0
14133,309.0
14134,423.0
14135,800.0
14136,580.0
14137,625.0
14138,520.0
14139,495.0
14140,420.0
14141,640.0
14142,890.0
14143,320.0
14144,458.0
14145,247.0
14146,570.0
14147,245.0
14148,310.0
14149,352.0
14150,660.0
14151,660.0
14152,380.0
14153,300.0
14154,410.0
14155,505.0
14156,420.0
14157,407.0
14158,268.0
14159,380.0
14160,480.0
14161,480.0
14162,358.0
14163,1395.0
14164,360.0
14165,350.0
14166,225.0
14167,459.0
14168,600.0
14169,400.0
14170,700.0
14171,560.0
14172,330.0
14173,465.0
14174,420.0
14175,356.0
14176,450.0
14177,676.0
14178,323.0
14179,352.0
14180,570.0
14181,247.0
14182,310.0
14183,353.0
14184,465.0
14185,355.0
14186,510.0
14187,344.0
14188,490.0
14189,615.0
14190,400.0
14191,415.0
14192,760.0
14193,500.0
14194,445.0
14195,370.0
14196,419.0
14197,430.0
14198,400.0
14199,345.0
14200,405.0
14201,275.0
14202,245.0
14203,590.0
14204,590.0
14205,450.0
14206,629.0
14207,420.0
14208,395.0
14209,602.0
14210,628.0
14211,490.0
14212,560.0
14213,647.0
14214,415.0
14215,340.0
14216,355.0
14217,520.0
14218,770.0
14219,275.0
14220,300.0
14221,302.0
14222,290.0
14223,325.0
14224,412.0
14225,390.0
14226,525.0
14227,520.0
14228,360.0
14229,380.0
14230,620.0
14231,400.0
14232,395.0
14233,445.0
14234,998.0
14235,450.0
14236,1025.0
14237,260.0
14238,490.0
14239,645.0
14240,315.0
14241,480.0
14242,435.0
14243,435.0
14244,518.0
14245,405.0
14246,550.0
14247,410.0
14248,480.0
14249,380.0
14250,269.0
14251,433.0
14252,232.0
14253,420.0
14254,420.0
14255,326.0
14256,246.0
14257,300.0
14258,310.0
14259,259.0
14260,515.0
14261,435.0
14262,273.0
14263,450.0
14264,395.0
14265,568.0
14266,730.0
14267,275.0
14268,1520.0
14269,450.0
14270,1025.0
14271,305.0
14272,252.0
14273,450.0
14274,1800.0
14275,730.0
14276,1580.0
14277,269.4
14278,449.0
14279,475.0
14280,450.0
14281,440.0
14282,410.0
14283,856.0
14284,300.0
14285,326.0
14286,355.0
14287,390.0
14288,305.0
14289,353.0
14290,408.0
14291,350.0
14292,475.0
14293,400.0
14294,400.0
14295,556.0
14296,405.0
14297,340.0
14298,395.0
14299,610.0
14300,420.0
14301,445.0
14302,515.0
14303,361.0
14304,500.0
14305,880.0
14306,430.0
14307,315.0
14308,369.0
14309,343.0
