Direction,District,Elevator,Floor,Garden,Id,Layout,Price,Region,Renovation,Size,Year
北,回龙观,,9,万润家园,101102504069,2室1厅,360.0,昌平,精装,67.0,2003
南北,回龙观,,11,首开国风美唐一期,101102064570,2室1厅,570.0,昌平,精装,91.0,2012
南北,天通苑,,18,天通西苑二区,101102610112,3室1厅,485.0,昌平,精装,133.0,2000
南,立水桥,,6,佳运园一期,101102717356,1室1厅,315.0,昌平,精装,60.0,1998
南北,北七家,,6,名佳花园四区,101102703969,1室1厅,280.0,昌平,简装,61.0,2003
南北,西三旗,,6,龙乡东区,101102172379,3室1厅,397.0,昌平,精装,79.0,1993
南北,天通苑,,17,天通苑北二区,101101304222,3室2厅,796.0,昌平,精装,229.0,2005
南北,天通苑,,6,天通苑北三区,101102231746,3室1厅,469.0,昌平,简装,130.0,2003
南北,回龙观,,10,佰嘉城,101102200678,3室1厅,479.6,昌平,精装,119.0,2006
南北,回龙观,,6,龙跃苑四区,101102567321,4室2厅,560.0,昌平,精装,155.0,2005
南北,回龙观,,6,龙腾苑五区,101102085668,3室1厅,525.0,昌平,精装,117.0,2003
南北,霍营,,6,龙锦苑东一区,101102179691,3室2厅,430.0,昌平,其他,124.0,2007
南北,鼓楼大街,,6,雅馨家园,101102716069,2室1厅,380.0,昌平,精装,90.0,2004
南北,鼓楼大街,,6,和平家园小区,101102700624,2室2厅,336.0,昌平,精装,89.0,2003
南北,南邵,,6,拓然家苑,101102705292,2室2厅,368.0,昌平,精装,111.0,2002
南北,回龙观,,6,龙腾苑二区,101102708330,3室1厅,600.0,昌平,精装,132.0,2003
西北,天通苑,,16,天通苑北二区,101102717877,2室1厅,405.0,昌平,精装,83.0,2004
南北,天通苑,,6,天通苑北一区,101102695441,4室2厅,840.0,昌平,精装,187.0,2004
东南西,沙河,,18,北街家园六区,101102724333,2室1厅,285.0,昌平,精装,60.0,2010
西北,回龙观,,5,风雅园三区,101102724782,3室2厅,530.0,昌平,精装,126.0,2000
西南,霍营,,28,龙旗广场,101102738408,1室1厅,330.0,昌平,精装,60.0,2010
南北,天通苑,,18,天通西苑二区,101102709177,3室2厅,660.0,昌平,精装,181.0,2003
南西北,天通苑,,13,天通苑本五区,101102701302,3室1厅,542.0,昌平,精装,159.0,2001
南北,南邵,,6,拓然家苑,101102721182,3室1厅,430.0,昌平,精装,120.0,2001
东南,回龙观,,20,新龙城,101102659768,2室1厅,495.0,昌平,精装,91.0,2007
南,沙河,,18,北街家园八区,101102692396,2室1厅,310.0,昌平,其他,61.0,2010
南,沙河,,6,首钢一线材厂东宿舍,101102632555,2室1厅,221.0,昌平,精装,55.0,1988
南北,立水桥,,7,嘉诚花园二期,101102662992,3室1厅,580.0,昌平,简装,126.0,2003
南北,天通苑,,13,天通西苑三区,101102652012,3室2厅,540.0,昌平,精装,164.0,2003
南北,立水桥,,6,佳运园二期,101102670048,2室1厅,460.0,昌平,简装,88.0,2005
东西,天通苑,,6,天通苑东一区,101102637152,2室1厅,390.0,昌平,精装,84.0,2001
南北,回龙观,,6,慧华苑,101102675404,3室1厅,400.0,昌平,简装,90.0,1996
南北,东关,,9,随园,101102676833,2室1厅,390.0,昌平,精装,88.0,2009
南北,沙河,,9,北街家园一区,101102669611,3室2厅,548.0,昌平,精装,135.0,2008
西,立水桥,,15,溪城家园,101102658121,1室1厅,325.0,昌平,简装,65.0,2010
东西,北七家,,6,北亚花园,101102661872,2室1厅,296.0,昌平,简装,79.0,2002
南北,北七家,,6,望都新地二期,101102692213,2室1厅,390.0,昌平,精装,89.0,2012
西南,天通苑,,17,天通苑东二区,101102692403,3室2厅,528.0,昌平,精装,141.0,2001
东南北,回龙观,,6,流星花园二区,101102685115,2室1厅,490.0,昌平,精装,88.0,2003
南北,天通苑,,13,天通西苑三区,101102694051,3室2厅,523.0,昌平,精装,158.0,2003
南北,沙河,,6,善缘嘉园,101102690464,2室2厅,310.0,昌平,精装,77.0,2005
南北,天通苑,,6,天通苑北三区,101102639569,3室2厅,568.0,昌平,精装,141.0,2004
南北,北七家,,5,海德堡花园,101102112996,2室1厅,430.0,昌平,精装,109.0,2004
南,鼓楼大街,,24,新新公寓,101102716893,1室1厅,378.0,昌平,其他,91.0,2003
南北,回龙观,,7,北店嘉园,101102704361,3室1厅,570.0,昌平,精装,117.0,2003
东,鼓楼大街,,5,北环里小区,101102640253,1室1厅,195.0,昌平,简装,41.0,2005
东西,回龙观,,15,新龙城,101102364203,2室1厅,488.0,昌平,精装,98.0,2007
南北,鼓楼大街,,6,新悦家园,101102737353,1室1厅,260.0,昌平,简装,62.0,2003
南北,北七家,,5,王府公寓三区,101102433201,4室3厅,550.0,昌平,简装,183.0,1995
南北,天通苑,,13,天通西苑一区,101102734565,4室2厅,920.0,昌平,精装,263.0,2001
南北,北七家,,6,望都新地,101102600447,1室1厅,318.0,昌平,简装,64.0,2008
南北,霍营,,6,华龙苑南里,101102731743,2室1厅,400.0,昌平,精装,75.0,1999
南北,天通苑,,18,天通西苑二区,101102726593,2室2厅,490.0,昌平,精装,138.0,2003
东南,沙河,,18,北街家园六区,101102727558,2室1厅,310.0,昌平,精装,60.0,2009
东西,天通苑,,16,天通苑北二区,101102737512,2室1厅,415.0,昌平,简装,109.0,2004
南北,回龙观,,6,云趣园一区,101102741747,3室2厅,497.0,昌平,精装,110.0,2000
南北,沙河,,6,首钢一线材厂北宿舍居民区,101102733162,2室1厅,325.0,昌平,简装,86.0,1996
南北,立水桥,,20,北京北,101102659947,2室1厅,510.0,昌平,精装,87.0,2008
南北,西三旗,,6,龙乡中区,101102736434,2室1厅,415.0,昌平,精装,83.0,1996
东西,立水桥,,6,佳运园一期,101102728656,2室1厅,370.0,昌平,精装,81.0,1998
南北,西关环岛,,6,水屯家园,101102744987,2室1厅,251.0,昌平,精装,81.0,2003
东,天通苑,,18,天通苑东三区,101102739314,3室1厅,445.0,昌平,简装,136.0,2003
南北,霍营,,9,紫金新干线,101102728801,2室1厅,460.0,昌平,精装,89.0,2009
南北,天通苑,,6,天通苑本六区,101102733142,2室1厅,430.0,昌平,精装,90.0,2001
南北,小汤山,,15,纳帕澜郡,101101424977,2室1厅,260.0,昌平,精装,61.0,2012
南北,天通苑,,4,都市芳园锦湖园,101101800597,5室2厅,700.0,昌平,精装,182.0,2000
南北,沙河,,15,北街家园八区,101102337601,2室1厅,350.0,昌平,简装,89.0,2010
西南,回龙观,,17,首开智慧社,101102531032,2室1厅,515.0,昌平,精装,86.0,2011
南北,天通苑,,12,天通苑北二区,101102320932,3室1厅,449.0,昌平,简装,156.0,2005
南北,回龙观,,4,龙城花园北二区,101102621436,2室1厅,328.0,昌平,简装,65.0,2004
南北,霍营,,6,龙锦苑东三区,101102623368,2室1厅,400.0,昌平,精装,98.0,2000
南北,回龙观,,8,东村家园,101102319294,2室1厅,450.0,昌平,简装,77.0,2007
南北,回龙观,,6,龙泽苑西区,101102265151,3室1厅,600.0,昌平,精装,125.0,2005
南北,回龙观,,6,风雅园二区,101102213833,4室2厅,670.0,昌平,精装,143.0,2000
南北,天通苑,,18,天通西苑二区,101101772163,3室1厅,500.0,昌平,简装,133.0,2000
南北,天通苑,,6,天通苑东一区,101102482931,2室1厅,400.0,昌平,简装,76.0,2001
东南,天通苑,,32,天通西苑三区,101102505596,3室1厅,490.0,昌平,精装,137.0,2003
南北,天通苑,,6,太平家园,101102102882,2室2厅,385.0,昌平,简装,91.0,2000
南北,回龙观,,12,矩阵二期,101101916778,3室1厅,598.0,昌平,精装,127.0,2005
南北,南邵,,6,拓然家苑,101100668827,2室1厅,295.0,昌平,其他,87.0,2004
南北,回龙观,,6,云趣园三区,101102448338,3室2厅,510.0,昌平,精装,115.0,2000
西南,霍营,,28,龙旗广场,101102699605,2室1厅,399.0,昌平,精装,79.0,2010
南西北,天通苑,,6,天通苑北三区,101102710748,3室2厅,536.0,昌平,简装,149.0,2005
南北,霍营,,6,华龙苑南里,101102325624,3室1厅,375.0,昌平,简装,86.0,1995
南,天通苑,,6,天通苑本六区,101102624194,1室1厅,298.0,昌平,精装,54.0,2000
南北,霍营,,6,龙锦苑东四区,101102722486,3室2厅,480.0,昌平,精装,124.0,2009
南,北七家,,5,名佳花园三区,101102724868,1室1厅,305.0,昌平,毛坯,66.0,2004
南,鼓楼大街,,5,南环里,101102726575,1室1厅,223.0,昌平,精装,41.0,1992
南北,回龙观,,20,新龙城,101102719360,2室2厅,530.0,昌平,精装,102.0,2007
南北,鼓楼大街,,12,和平家园小区,101102503723,2室2厅,345.0,昌平,简装,102.0,2005
南北,天通苑,,6,天通苑东一区,101102517905,3室1厅,530.0,昌平,精装,125.0,2001
南北,天通苑,,13,天通西苑一区,101102716560,4室3厅,915.0,昌平,简装,246.0,2001
南北,霍营,,6,龙锦苑东一区,101102292099,3室1厅,450.0,昌平,简装,118.0,2007
南北,天通苑,,13,天通西苑一区,101102311178,4室1厅,650.0,昌平,毛坯,187.0,2001
南北,天通苑,,6,天通苑中苑,101102564889,3室2厅,570.0,昌平,简装,155.0,2007
南,南邵,,20,龙山华府,101102183077,2室2厅,380.0,昌平,精装,86.0,2011
东南西北,小汤山,,2,湾流汇三区,101101642100,5室2厅,1200.0,昌平,毛坯,305.0,2009
南北,北七家,,2,蓬莱苑A区,101101221031,4室2厅,1420.0,昌平,简装,214.0,1996
南北,北七家,,6,温泉花园B区,101102735504,3室2厅,388.0,昌平,简装,131.0,1999
南北,北七家,,7,名流花园,101102577945,4室2厅,610.0,昌平,精装,180.0,1996
南北,天通苑,,6,天通苑北三区,101102645134,3室2厅,500.0,昌平,精装,160.0,2004
南北,沙河,,9,北街家园二区,101102650660,3室2厅,650.0,昌平,简装,147.0,2008
南北,回龙观,,5,龙跃苑东四区,101102664459,3室1厅,520.0,昌平,简装,132.0,2006
南,东关,,6,京科苑,101102677036,2室1厅,273.0,昌平,简装,62.0,1995
南北,天通苑,,14,天通苑北一区,101102685567,2室1厅,488.0,昌平,简装,127.0,2004
南北,西关环岛,,6,御路园,101102739999,3室1厅,420.0,昌平,其他,117.0,2002
南北,东关,,6,京科苑,101102741206,4室2厅,530.0,昌平,简装,160.0,2001
南北,东关,,7,京科苑,101102696606,2室1厅,320.0,昌平,简装,75.0,2007
南,昌平其它,,6,桥梁厂小区,101102727585,2室1厅,190.0,昌平,简装,57.0,1992
南,回龙观,,34,融泽嘉园,101102727281,1室1厅,330.0,昌平,简装,62.0,2014
南北,西三旗,,28,旗胜家园,101102493139,2室1厅,373.0,昌平,精装,90.0,2009
东南,天通苑,,22,天通苑北一区,101102253923,3室1厅,410.0,昌平,简装,140.0,2004
南北,立水桥,,6,佳运园二期,101102725996,2室1厅,449.0,昌平,精装,85.0,2005
南西北,天通苑,,7,天通苑北三区,101102725900,3室2厅,566.0,昌平,精装,150.0,2005
南北,回龙观,,6,龙腾苑六区,101102726969,3室2厅,485.0,昌平,精装,118.0,2002
南北,天通苑,,11,天通苑北一区,101102717186,2室1厅,620.0,昌平,其他,127.0,2004
南北,北七家,,6,名佳花园三区,101102735822,3室2厅,480.0,昌平,精装,139.0,2004
南北,天通苑,,6,天通苑本三区,101102740272,2室1厅,352.0,昌平,精装,67.0,2000
南北,回龙观,,20,新龙城,101102734901,3室1厅,610.0,昌平,精装,115.0,2007
南北,东关,,6,水关新村,101102742023,3室1厅,360.0,昌平,精装,86.0,1992
南北,鼓楼大街,,12,和平家园小区,101102739415,2室1厅,325.0,昌平,其他,78.0,2005
西南,鼓楼大街,,26,金隅万科城,101102738720,3室1厅,445.0,昌平,精装,89.0,2012
南北,立水桥,,7,清水园一期,101102741516,2室1厅,365.0,昌平,精装,70.0,1998
南北,西关环岛,,6,水屯家园,101102727113,2室1厅,255.0,昌平,其他,81.0,2001
南北,天通苑,,6,天通苑东二区,101102739112,2室1厅,419.0,昌平,精装,112.0,2001
南北,东关,,7,宁馨苑,101102731694,2室1厅,300.0,昌平,精装,66.0,2003
南北,回龙观,,10,北京人家,101102744244,2室1厅,425.0,昌平,精装,93.0,2005
南北,北七家,,6,北亚花园,101102742601,1室1厅,280.0,昌平,精装,64.0,2003
南北,回龙观,,6,龙回苑,101102745888,2室1厅,438.0,昌平,精装,87.0,2004
东北,北七家,,2,王府花园,101101401448,3室2厅,780.0,昌平,精装,150.0,1995
南北,立水桥,,6,佳运园三期,101101192738,2室1厅,349.0,昌平,精装,67.0,2004
南北,北七家,,5,燕城苑北区,101102003328,2室1厅,319.0,昌平,简装,93.0,1996
南北,北七家,,6,名佳花园三区,101102466500,1室1厅,303.0,昌平,精装,64.0,2004
西南,天通苑,,12,天通苑北一区,101102713329,2室1厅,450.0,昌平,精装,102.0,2004
南,回龙观,,6,龙博苑三区,101102732686,1室1厅,350.0,昌平,其他,59.0,2005
南北,回龙观,,11,领秀慧谷B区,101102722834,2室1厅,390.0,昌平,精装,82.0,2011
南北,立水桥,,6,清水园一期,101102722121,2室1厅,360.0,昌平,简装,67.0,1997
东西,立水桥,,6,肿瘤医院宿舍,101102634630,2室1厅,330.0,昌平,简装,61.0,1996
南北,回龙观,,15,金域华府一期,101102681167,2室1厅,535.0,昌平,精装,86.0,2012
南北,西关环岛,,6,城角西路,101102393324,3室1厅,265.0,昌平,简装,68.0,1995
南北,沙河,,6,昌艺园小区,101102676742,2室1厅,350.0,昌平,精装,69.0,1998
南北,回龙观,,6,龙锦苑六区,101102679348,3室1厅,510.0,昌平,精装,114.0,2003
南北,天通苑,,7,天通苑东三区,101102670283,3室2厅,500.0,昌平,简装,124.0,2002
南北,天通苑,,3,合木山庄,101102086889,3室2厅,768.0,昌平,毛坯,145.0,1999
南北,回龙观,,5,龙跃苑一区,101102686790,5室2厅,680.0,昌平,精装,200.0,2003
南北,鼓楼大街,,14,新新公寓,101102715213,3室1厅,560.0,昌平,其他,153.0,2003
南,鼓楼大街,,5,北环里小区,101102699305,1室1厅,195.0,昌平,其他,43.0,1984
南北,回龙观,,6,风雅园二区,101102603737,1室1厅,355.0,昌平,简装,61.0,2000
南北,天通苑,,7,天通苑北三区,101102699652,2室2厅,535.0,昌平,简装,108.0,2004
南北,西三旗,,6,空军机械家属院,101102695565,4室2厅,972.0,昌平,精装,176.0,2004
南北,霍营,,10,紫金新干线,101102632766,2室1厅,470.0,昌平,其他,98.0,2007
南北,天通苑,,6,天通苑东二区,101102707099,3室2厅,485.0,昌平,简装,158.0,2001
南北,昌平其它,,5,马池口红冶家属院,101101925373,2室1厅,170.0,昌平,毛坯,50.0,1986
南西北,立水桥,,5,顶秀青溪,101102385017,3室2厅,940.0,昌平,精装,155.0,2006
东南,天通苑,,24,天通公园里,101102668263,1室1厅,308.0,昌平,其他,55.0,2008
南北,回龙观,,6,风雅园三区,101102653595,2室1厅,430.0,昌平,精装,95.0,2000
南北,回龙观,,11,龙泽苑东区,101102704876,4室2厅,880.0,昌平,精装,178.0,2003
南北,天通苑,,6,天通苑东一区,101102064393,2室1厅,405.0,昌平,精装,103.0,2001
东南,天通苑,,12,天通苑北二区,101102684558,2室1厅,460.0,昌平,简装,112.0,2005
南北,回龙观,,7,龙博苑一区,101102701395,4室2厅,630.0,昌平,精装,157.0,2005
南北,天通苑,,13,天通西苑三区,101102714373,3室2厅,539.0,昌平,精装,173.0,2003
南北,北七家,,6,名佳花园三区,101102702810,2室2厅,380.0,昌平,精装,94.0,2004
西南,天通苑,,18,天通苑东三区,101102696064,2室1厅,460.0,昌平,精装,135.0,2003
南北,回龙观,,20,新龙城,101102705963,2室1厅,520.0,昌平,精装,97.0,2007
东南,天通苑,,32,天通西苑三区,101102739553,2室1厅,385.0,昌平,简装,93.0,2003
南北,天通苑,,17,天通西苑三区,101102729468,2室2厅,483.0,昌平,精装,125.0,2003
南北,天通苑,,10,天通苑本五区,101102700019,3室1厅,599.0,昌平,精装,160.0,2001
南北,回龙观,,10,万润家园,101102711760,2室2厅,500.0,昌平,简装,99.0,2003
南北,东关,,6,昌盛园一区,101102711635,2室1厅,370.0,昌平,精装,88.0,1996
南北,回龙观,,5,龙跃苑二区,101102742089,3室2厅,558.0,昌平,精装,134.0,2003
东南北,回龙观,,6,矩阵二期,101102720520,3室1厅,730.0,昌平,简装,152.0,2004
南北,回龙观,,6,龙跃苑二区,101102697695,2室1厅,445.0,昌平,简装,87.0,2003
西,天通苑,,32,天通西苑二区,101102565781,2室1厅,380.0,昌平,简装,97.0,2003
南北,立水桥,,6,肿瘤医院宿舍,101101807089,2室1厅,335.0,昌平,简装,68.0,1996
南北,回龙观,,6,和谐家园二区,101102380830,3室1厅,560.0,昌平,精装,117.0,2006
东南北,天通苑,,18,天通苑东二区,101102624994,2室1厅,395.0,昌平,精装,100.0,2001
南北,立水桥,,6,东辰小区,101102360501,3室1厅,435.0,昌平,简装,86.0,1998
南北,霍营,,11,龙旗广场,101102719931,2室1厅,410.0,昌平,简装,75.0,2010
南北,西关环岛,,6,郝庄家园西区,101102565109,2室1厅,251.0,昌平,简装,85.0,2002
南,北七家,,7,名佳花园一区,101102594603,1室1厅,299.0,昌平,简装,57.0,2003
南北,回龙观,,6,龙腾苑三区,101102333941,2室1厅,445.0,昌平,精装,97.0,2002
南北,回龙观,,6,龙腾苑二区,101102377171,3室1厅,610.0,昌平,精装,132.0,2003
东南,天通苑,,18,天通苑东一区,101102471536,3室1厅,490.0,昌平,精装,140.0,2001
南北,西三旗,,12,金榜园,101102489829,2室1厅,430.0,昌平,精装,82.0,2002
东南北,天通苑,,32,天通西苑三区,101102342306,3室2厅,417.0,昌平,简装,142.0,2003
南北,回龙观,,6,云趣园三区,101102509623,2室2厅,445.0,昌平,简装,94.0,2000
南北,天通苑,,7,天通苑东二区,101102379019,3室1厅,500.0,昌平,精装,136.0,2001
南北,天通苑,,13,天通西苑三区,101102586806,2室2厅,498.0,昌平,精装,135.0,2003
南北,回龙观,,11,流星花园三区,101092290262,2室1厅,520.0,昌平,其他,96.0,2006
南北,立水桥,,6,佳运园一期,101102572012,2室1厅,382.0,昌平,精装,81.0,1998
西南,天通苑,,15,天通西苑一区,101102231179,3室1厅,495.0,昌平,简装,124.0,2001
南北,回龙观,,11,领秀慧谷A区,101101696033,2室2厅,390.0,昌平,精装,82.0,2011
南北,北七家,,3,王府花园,101102471764,3室2厅,650.0,昌平,简装,164.0,1995
南北,天通苑,,7,天通苑北三区,101101613925,2室2厅,399.0,昌平,精装,97.0,2003
西南,鼓楼大街,,26,金隅万科城,101102608217,2室1厅,380.0,昌平,精装,85.0,2012
南,回龙观,,4,龙城花园北二区,101102623814,1室1厅,300.0,昌平,精装,46.0,2004
南北,天通苑,,10,天通苑中苑,101102515675,3室2厅,619.0,昌平,精装,148.0,2008
东南,霍营,,6,天鑫家园,101102498430,2室1厅,395.0,昌平,简装,78.0,2003
南北,回龙观,,7,龙华园,101102306790,3室1厅,440.0,昌平,简装,109.0,1996
东南西,回龙观,,6,北京人家,101102566421,2室1厅,430.0,昌平,简装,89.0,2003
南北,天通苑,,13,天通西苑二区,101102287226,2室2厅,475.0,昌平,毛坯,137.0,2003
西北,立水桥,,15,溪城家园,101102643365,3室1厅,405.0,昌平,精装,87.0,2010
南北,天通苑,,6,天通苑中苑,101102634057,3室2厅,568.0,昌平,精装,145.0,2007
南北,回龙观,,6,龙锦苑一区,101102730608,4室2厅,618.0,昌平,精装,170.0,2005
南,霍营,,9,紫金新干线,101102705809,1室0厅,320.0,昌平,精装,46.0,2009
南北,东关,,4,京科苑,101102740544,3室2厅,729.0,昌平,精装,201.0,2003
南,回龙观,,9,领秀慧谷A区,101102459354,1室1厅,315.0,昌平,简装,63.0,2011
南北,回龙观,,9,领秀慧谷C区,101102673070,2室1厅,500.0,昌平,其他,88.0,2011
南北,回龙观,,11,领秀慧谷C区,101102664037,2室2厅,500.0,昌平,简装,89.0,2011
东南,沙河,,18,北街家园一区,101102634415,2室1厅,340.0,昌平,其他,84.0,2008
南北,回龙观,,6,流星花园三区,101102659835,2室1厅,620.0,昌平,简装,110.0,2004
南北,沙河,,3,北街家园四区,101102437884,4室2厅,960.0,昌平,精装,254.0,2008
南北,北七家,,4,美树假日嘉园,101101862951,3室2厅,820.0,昌平,精装,185.0,2004
南北,立水桥,,6,佳运园二期,101102616246,2室1厅,435.0,昌平,精装,85.0,2005
南北,回龙观,,6,北京人家,101102651593,2室1厅,440.0,昌平,精装,94.0,2004
南北,北七家,,7,名佳花园一区,101102639889,2室1厅,340.0,昌平,简装,69.0,2001
南北,天通苑,,14,天通苑北一区,101102638420,3室2厅,490.0,昌平,精装,142.0,2004
西南,天通苑,,32,天通西苑二区,101102677965,2室1厅,385.0,昌平,精装,92.0,2003
东南北,天通苑,,6,天通苑东一区,101102683748,3室1厅,520.0,昌平,简装,110.0,2001
南北,天通苑,,12,天通苑北二区,101102660235,2室2厅,485.0,昌平,精装,126.0,2005
南北,回龙观,,6,龙禧苑二区,101102663923,4室2厅,680.0,昌平,其他,166.0,2002
南,回龙观,,28,金域华府二期,101102661982,2室1厅,545.0,昌平,精装,79.0,2014
南北,天通苑,,6,太平家园,101102735880,2室2厅,375.0,昌平,精装,91.0,2000
南北,回龙观,,6,田园风光雅苑,101102739070,3室1厅,579.0,昌平,精装,125.0,2006
南北,霍营,,6,龙锦苑东五区,101102736875,3室2厅,450.0,昌平,简装,124.0,2007
南北,回龙观,,6,龙华园,101102738914,2室1厅,388.0,昌平,精装,70.0,1996
西南北,天通苑,,15,天通西苑一区,101102734762,3室2厅,499.0,昌平,其他,124.0,2001
南北,天通苑,,6,天通苑东三区,101101653571,3室2厅,520.0,昌平,简装,169.0,2002
南北,天通苑,,14,天通苑北一区,101102412180,3室2厅,503.0,昌平,精装,142.0,2004
南北,天通苑,,15,天通苑北一区,101102501516,2室1厅,510.0,昌平,简装,125.0,2004
南北,回龙观,,6,风雅园一区,101102004815,3室2厅,430.0,昌平,精装,112.0,2000
南北,霍营,,6,龙锦苑东一区,101102221967,3室1厅,465.0,昌平,简装,118.0,2007
南北,沙河,,18,北街家园一区,101102587207,3室1厅,370.0,昌平,简装,88.0,2008
南北,天通苑,,13,天通西苑三区,101101710490,3室2厅,528.0,昌平,简装,160.0,2003
南北,回龙观,,6,万龙社区,101102449601,2室1厅,345.0,昌平,精装,61.0,1992
东南,天通苑,,7,天通苑北三区,101102695184,3室2厅,455.0,昌平,简装,83.0,2005
南北,沙河,,18,北街家园一区,101102712920,2室1厅,390.0,昌平,精装,92.0,2008
东南,霍营,,28,龙旗广场,101102709076,1室1厅,328.0,昌平,毛坯,60.0,2010
西南,天通苑,,18,天通苑东二区,101102503851,1室1厅,334.0,昌平,精装,75.0,2001
南北,天通苑,,18,天通苑东二区,101102693230,2室1厅,384.0,昌平,简装,100.0,2001
南北,回龙观,,8,新龙城,101102522174,3室1厅,650.0,昌平,其他,109.0,2006
南北,回龙观,,6,云趣园三区,101102630379,3室2厅,490.0,昌平,简装,112.0,2000
南北,回龙观,,6,龙腾苑六区,101102718585,3室2厅,550.0,昌平,精装,141.0,2002
南北,北七家,,6,名佳花园三区,101102637497,2室1厅,378.0,昌平,精装,91.0,2004
南北,霍营,,5,蓝天园,101102647953,2室1厅,378.0,昌平,简装,78.0,1996
南北,霍营,,10,紫金新干线二期,101102673448,2室1厅,425.0,昌平,精装,92.0,2013
南北,回龙观,,6,龙锦苑六区,101102664563,3室1厅,525.0,昌平,简装,114.0,2003
南,东关,,21,金隅嘉和园,101102650478,2室1厅,320.0,昌平,精装,77.0,2010
南北,回龙观,,6,龙腾苑二区,101102637234,3室2厅,520.0,昌平,精装,118.0,2003
南北,回龙观,,6,万龙社区,101102668084,2室1厅,345.0,昌平,精装,61.0,1992
南,天通苑,,18,天通西苑二区,101102437791,2室2厅,345.0,昌平,简装,82.0,2000
南北,天通苑,,6,天通苑本二区,101102507122,3室1厅,428.0,昌平,精装,127.0,1999
南,回龙观,,20,新龙城,101102675730,1室1厅,420.0,昌平,精装,70.0,2006
南北,沙河,,18,北街家园六区,101102638165,2室1厅,330.0,昌平,精装,68.0,2010
东西,天通苑,,14,天通西苑二区,101102292270,2室2厅,429.0,昌平,精装,123.0,2003
南北,西三旗,,21,旗胜家园,101102718869,2室1厅,435.0,昌平,精装,89.0,2009
南北,回龙观,,4,龙城花园S区,101102599360,4室2厅,1196.0,昌平,精装,208.0,1999
南北,天通苑,,13,天通西苑二区,101102696457,2室2厅,475.0,昌平,精装,132.0,2003
南北,天通苑,,6,天通苑本六区,101102713105,2室1厅,365.0,昌平,简装,77.0,2000
南北,东关,,6,东关南里小区,101102381923,3室2厅,455.0,昌平,简装,128.0,1999
西南,鼓楼大街,,21,金隅万科城,101102352421,2室1厅,390.0,昌平,精装,89.0,2009
南北,鼓楼大街,,5,北城根小区,101102409093,2室1厅,228.0,昌平,其他,53.0,1990
东南北,回龙观,,10,新龙城,101102429311,3室1厅,610.0,昌平,简装,114.0,2007
南北,回龙观,,10,新龙城,101101968659,3室2厅,625.0,昌平,精装,120.0,2006
西,天通苑,,29,天通苑北一区,101102290033,2室1厅,350.0,昌平,精装,86.0,2004
东南,回龙观,,6,风雅园一区,101102565355,3室1厅,460.0,昌平,简装,115.0,2000
东,沙河,,18,北街家园六区,101102697958,2室1厅,315.0,昌平,简装,61.0,2009
南北,霍营,,6,华龙苑南里,101102713225,3室1厅,423.0,昌平,简装,84.0,1995
南北,北七家,,6,望都家园,101102583648,2室2厅,415.0,昌平,简装,117.0,2001
南北,西关环岛,,6,西环里,101102289699,2室1厅,228.0,昌平,简装,58.0,1984
东西,回龙观,,8,新龙城,101102678531,2室1厅,486.0,昌平,简装,93.0,2007
南北,霍营,,6,华龙苑中里,101102647856,3室1厅,468.0,昌平,简装,116.0,2001
北,立水桥,,19,北方明珠,101102681398,1室1厅,274.0,昌平,精装,60.0,2004
南北,回龙观,,6,龙腾苑四区,101102669911,3室1厅,615.0,昌平,精装,128.0,2003
南北,天通苑,,6,天通苑本六区,101102588072,2室1厅,375.0,昌平,简装,77.0,2000
南北,西关环岛,,6,建明里小区,101102511036,2室1厅,337.0,昌平,精装,87.0,2003
南北,天通苑,,7,天通苑东二区,101101388436,3室1厅,515.0,昌平,简装,141.0,2001
南,回龙观,,9,领秀慧谷A区,101102705663,2室1厅,390.0,昌平,精装,80.0,2011
南北,霍营,,9,紫金新干线,101102738809,2室1厅,462.0,昌平,精装,89.0,2009
东南,立水桥,,20,北京北,101102425516,2室1厅,480.0,昌平,精装,89.0,2008
南北,霍营,,6,龙锦苑东一区,101102706487,3室1厅,458.0,昌平,精装,124.0,2007
南北,霍营,,6,龙锦苑东一区,101100956260,2室1厅,403.0,昌平,其他,98.0,2007
南北,天通苑,,18,天通西苑二区,101102661409,3室1厅,475.0,昌平,精装,133.0,2000
南北,回龙观,,7,龙博苑二区,101102466805,3室1厅,465.0,昌平,简装,87.0,2004
南北,天通苑,,7,天通苑东三区,101102347657,3室2厅,516.0,昌平,精装,171.0,2002
南北,天通苑,,13,天通西苑三区,101102640635,3室2厅,506.0,昌平,精装,158.0,2003
南北,天通苑,,7,天通苑东二区,101102489452,3室1厅,468.0,昌平,精装,143.0,2001
南北,回龙观,,6,北京人家,101101890069,3室1厅,570.0,昌平,精装,113.0,2004
南北,回龙观,,6,和谐家园二区,101102540552,3室2厅,513.0,昌平,其他,124.0,2006
南北,立水桥,,6,佳运园二期,101102544117,1室1厅,350.0,昌平,精装,67.0,2005
南北,天通苑,,7,天通苑东二区,101102625428,2室1厅,439.0,昌平,简装,114.0,2001
东南北,回龙观,,20,新龙城,101102594925,3室1厅,620.0,昌平,精装,125.0,2007
南北,回龙观,,6,云趣园一区,101102554658,2室1厅,399.0,昌平,精装,86.0,2000
东南,天通苑,,6,天通苑北三区,101102590928,2室1厅,385.0,昌平,精装,85.0,2005
