Direction,District,Elevator,Floor,Garden,Id,Layout,Price,Region,Renovation,Size,Year
南,西关环岛,,6,二建宿舍,101102202991,1室1厅,210.0,昌平,简装,52.0,1993
南北,南口,,6,东升街甲49号,101102453274,2室1厅,200.0,昌平,其他,62.0,1981
南北,鼓楼大街,,6,市政宿舍楼,101102481596,2室1厅,237.0,昌平,其他,53.0,1988
南,回龙观,,13,领秀慧谷D区,101101999212,2室1厅,392.0,昌平,简装,69.0,2016
南北,东关,,5,果岭小镇,101102563035,3室2厅,545.0,昌平,简装,127.0,2005
南北,立水桥,,6,佳运园二期,101102459304,2室1厅,440.0,昌平,其他,88.0,2005
南北,昌平其它,,11,TBD云集中心,101102478956,2室1厅,425.0,昌平,毛坯,89.0,2015
南北,鼓楼大街,,6,昌平医院家属院,101102069795,2室1厅,270.0,昌平,精装,68.0,1990
东西,东关,,5,富康路甲18号,101102302186,6室2厅,880.0,昌平,简装,338.0,2001
南,南口,,6,新西广街,101101829203,2室1厅,166.0,昌平,精装,53.0,2001
南北,回龙观,,6,龙兴园北区,101102739393,2室2厅,440.0,昌平,精装,85.0,2000
东北,天通苑,,7,天通苑北三区,101102672802,2室1厅,370.0,昌平,精装,84.0,2005
南北,南口,,6,玉龙嘉苑,101102685170,2室1厅,275.0,昌平,其他,97.0,2008
南,南邵,,21,龙山华府,101102662461,3室1厅,460.0,昌平,其他,122.0,2010
南北,沙河,,2,碧水庄园,101102567394,5室3厅,4600.0,昌平,精装,571.0,2005
南西北,鼓楼大街,,6,天泽苑小区,101101443588,5室3厅,560.0,昌平,精装,200.0,2004
南北,沙河,,2,顺驰林溪二期,101102248300,4室2厅,1360.0,昌平,精装,336.0,2006
南北,北七家,,6,温泉花园B区,101102085864,3室2厅,390.0,昌平,精装,131.0,1997
东南西北,小汤山,,2,橘郡7区,101102408979,5室3厅,1630.0,昌平,毛坯,362.0,2008
西北,回龙观,,11,矩阵二期,101102667474,1室0厅,255.0,昌平,简装,34.0,2004
南北,沙河,,3,中海尚湖世家,101100687192,5室3厅,1580.0,昌平,精装,345.0,2012
南北,南口,,4,南厂住宅西区,101102328711,2室1厅,183.0,昌平,其他,55.0,1990
西,鼓楼大街,,28,金隅万科城,101102412177,1室1厅,268.0,昌平,精装,48.0,2009
南,西关环岛,,5,林场宿舍,101101595815,1室1厅,185.0,昌平,简装,38.0,2001
南北,昌平其它,,6,碧春园,101102185777,2室1厅,320.0,昌平,精装,87.0,2006
南,北七家,,9,东二旗新村,101102306248,1室1厅,275.0,昌平,简装,66.0,2013
东西,鼓楼大街,,4,金隅万科城,101102371563,1室1厅,315.0,昌平,其他,69.0,2012
南北,昌平其它,,5,马池口红冶家属院,101102630006,2室1厅,215.0,昌平,其他,70.0,1986
南北,小汤山,,4,保利垄上八区,101102468752,4室2厅,1100.0,昌平,其他,226.0,2010
南北,天通苑,,6,天通苑本一区,101102502534,5室2厅,1050.0,昌平,精装,209.0,1999
南北,东关,,6,金隅澜湾,101102592783,4室2厅,1300.0,昌平,毛坯,241.0,2015
南北,东关,,6,金隅澜湾,101102297688,4室2厅,1600.0,昌平,精装,289.0,2015
东西,昌平其它,,2,观山悦,101102283358,6室2厅,1050.0,昌平,毛坯,257.0,1996
东北,立水桥,,20,润枫欣尚,101102646167,2房间1卫,220.0,昌平,简装,65.0,2011
南北,回龙观,,6,龙跃苑四区,101102740764,2室1厅,430.0,昌平,精装,94.0,2005
南北,沙河,,7,善缘嘉园四期,101101940198,3房间1卫,215.0,昌平,其他,92.0,2006
东南北,北七家,,2,麦卡伦地,101102732917,5室2厅,2200.0,昌平,精装,449.0,2008
南,安宁庄,,22,天巢园,101102649369,3室1厅,480.0,昌平,其他,89.0,2010
东西,北七家,,6,北亚花园,101102677974,2室2厅,288.0,昌平,精装,88.0,2003
东,鼓楼大街,,28,金隅万科城,101102644358,2室1厅,359.0,昌平,精装,83.0,2009
东西,立水桥,,11,合立方,101102626061,3房间2卫,330.0,昌平,精装,53.0,2010
南北,沙河,,18,北街家园七区,101102646774,3室1厅,350.0,昌平,简装,89.0,2010
北,回龙观,,21,东亚上北中心,101102724736,1房间1卫,130.0,昌平,其他,37.0,2009
南北,天通苑,,6,天通苑中苑,101102642260,2室1厅,450.0,昌平,简装,108.0,2008
南北,南口,,5,南农家园,101102692111,2室1厅,200.0,昌平,其他,62.0,1990
南北,天通苑,,6,天通苑本三区,101102642060,2室1厅,358.0,昌平,精装,67.0,1998
东,天通苑,,24,天通公园里,101102703559,1室0厅,328.0,昌平,精装,60.0,2008
南,南口,,6,南农家园,101101808731,2室1厅,200.0,昌平,精装,58.0,1990
东西,鼓楼大街,,6,北环里小区,101101945215,2室1厅,290.0,昌平,简装,78.0,2001
南,回龙观,,26,金域华府三期,101101744174,2室1厅,550.0,昌平,精装,80.0,2015
东南北,昌平其它,,3,泰胡路22号院,101102716068,3室1厅,280.0,昌平,简装,117.0,1998
南北,回龙观,,18,首开国风美唐三期,101101976246,3室2厅,660.0,昌平,其他,127.0,2016
东,鼓楼大街,,5,雅馨家园,101101442159,2室1厅,220.0,昌平,精装,53.0,1979
南北,回龙观,,33,融泽嘉园,101102583784,3室2厅,519.0,昌平,其他,108.0,2014
南西北,昌平其它,,26,保利紫荆香谷,101102568695,2室1厅,345.0,昌平,精装,79.0,2016
南北,回龙观,,14,京投银泰公园悦府,101102186219,3室1厅,700.0,昌平,精装,113.0,2014
东,沙河,,18,北街家园六区,101102614541,2室1厅,305.0,昌平,精装,63.0,2010
南西北,回龙观,,20,首开国风美唐三期,101102532751,3室1厅,540.0,昌平,其他,90.0,2016
南北,西三旗,,6,空军机械家属院,101102585492,2室1厅,330.0,昌平,精装,55.0,1978
南北,回龙观,,18,首开国风美唐二期,101102622886,2室1厅,565.0,昌平,精装,94.0,2014
南北,回龙观,,9,领秀慧谷C区,101101571601,2室1厅,490.0,昌平,其他,89.0,2011
南北,北七家,,3,王府花园,101102434337,4室2厅,830.0,昌平,精装,150.0,1997
南西,北七家,,3,王府花园,101102443573,4室2厅,650.0,昌平,精装,159.0,1995
南北,西关环岛,,6,郝庄家园,101102638704,2室1厅,270.0,昌平,简装,95.0,2002
东,西关环岛,,16,琥珀郡,101102699080,1房间1卫,115.0,昌平,精装,44.0,2011
南北,鼓楼大街,,6,清真寺胡同16号院,101102538042,2室2厅,315.0,昌平,精装,83.0,2003
南北,东关,,6,昌盛园三区,101102008229,3室2厅,590.0,昌平,精装,137.0,2005
南北,南口,,6,水厂路,101102527229,2室1厅,250.0,昌平,简装,87.0,1999
南北,西关环岛,,6,建明里小区,101102626274,3室1厅,400.0,昌平,简装,120.0,1999
东西,沙河,,18,北街家园六区,101102720130,3室1厅,320.0,昌平,简装,87.0,2016
南北,南口,,6,南农家园,101102545889,3室2厅,306.0,昌平,其他,111.0,2001
东南,天通苑,,18,天通苑东二区,101102445584,1室1厅,335.0,昌平,精装,75.0,2001
东,南邵,,15,龙山华府,101102491042,2室1厅,305.0,昌平,其他,71.0,2010
东,南邵,,15,龙山华府,101102626398,2室1厅,288.0,昌平,精装,71.0,2013
南北,南邵,,12,龙山华府,101102717167,3室1厅,570.0,昌平,精装,137.0,2013
东北,鼓楼大街,,6,和平街东里,101102561944,2室1厅,240.0,昌平,其他,61.0,1994
西,鼓楼大街,,14,天泽苑小区,101102446493,2室1厅,315.0,昌平,精装,106.0,2008
南北,回龙观,,7,龙锦苑六区,101102255939,3室2厅,550.0,昌平,简装,117.0,2003
南北,南邵,,8,长滩壹号,101102457066,3室1厅,540.0,昌平,简装,106.0,2010
南北,小汤山,,15,纳帕澜郡,101102585299,2室2厅,395.0,昌平,精装,107.0,2013
南北,回龙观,,6,和谐家园一区,101102550673,3室1厅,532.0,昌平,精装,124.0,2006
南北,霍营,,6,天鑫家园,101102582850,3室1厅,432.0,昌平,精装,107.0,2002
南北,小汤山,,6,沙顺路110号院,101101289455,3室1厅,350.0,昌平,精装,116.0,2004
南北,南口,,6,南农家园,101102454711,2室1厅,200.0,昌平,简装,66.0,1989
南北,昌平其它,,3,龙脉温泉,101102552318,2室1厅,340.0,昌平,其他,94.0,2004
南北,沙河,,6,博达小区,101102532071,2室1厅,360.0,昌平,简装,93.0,2002
南北,南口,,6,南厂东区,101102280862,3室1厅,210.0,昌平,简装,71.0,1985
南北,南口,,6,南厂住宅西区,101102208943,2室1厅,252.0,昌平,其他,93.0,2005
南北,回龙观,,6,云趣园三区,101102592299,2室1厅,410.0,昌平,精装,94.0,2000
南北,天通苑,,6,天通苑本四区,101102148552,2室1厅,355.0,昌平,简装,74.0,2000
南北,鼓楼大街,,6,水利局宿舍,101102704759,2室1厅,290.0,昌平,其他,89.0,1998
南北,东关,,6,昌盛园三区,101102008229,3室2厅,590.0,昌平,精装,137.0,2005
南北,北七家,,3,晨浩花园东区,101101116020,3室2厅,620.0,昌平,简装,143.0,1999
南北,小汤山,,6,沙顺路110号院,101101289455,3室1厅,350.0,昌平,精装,116.0,2004
东南,回龙观,,8,领秀慧谷B区,101102566614,3室1厅,380.0,昌平,其他,88.0,2011
东西北,昌平其它,,6,沙河镇踩河新村,101102563401,3室2厅,450.0,昌平,其他,139.0,1998
南北,小汤山,,15,纳帕澜郡,101102585299,2室2厅,395.0,昌平,精装,107.0,2013
南,回龙观,,28,金域华府二期,101102425259,2室1厅,550.0,昌平,精装,79.0,2014
南北,回龙观,,22,京投银泰公园悦府,101102446439,2室1厅,568.0,昌平,精装,94.0,2015
南北,北七家,,6,蓬莱公寓东区,101102322465,3室2厅,470.0,昌平,简装,145.0,2001
西南,回龙观,,28,金域华府一期,101102684091,2室1厅,550.0,昌平,精装,88.0,2012
南,回龙观,,19,首开智慧社,101102151267,2房间1卫,220.0,昌平,简装,67.0,2011
北,回龙观,,20,新龙城,101102724706,1室1厅,295.0,昌平,精装,46.0,2007
南北,东关,,8,随园,101102605722,3室2厅,555.0,昌平,精装,134.0,2009
南北,昌平其它,,3,金科帕提欧,101102525695,5室2厅,1250.0,昌平,毛坯,339.0,2010
南北,回龙观,,18,首开国风美唐三期,101101938349,2室1厅,546.0,昌平,毛坯,96.0,2016
南北,天通苑,,6,天通苑东一区,101102740627,3室1厅,510.0,昌平,精装,139.0,2001
南西北,北七家,,5,八仙别墅仙霞东里,101102432055,3室1厅,520.0,昌平,精装,143.0,1999
南北,北七家,,7,北京洋房,101101924700,4室2厅,980.0,昌平,精装,193.0,2001
南北,北七家,,2,王府园中园一区,101102441482,5室2厅,1450.0,昌平,简装,285.0,1996
东北,回龙观,,18,东亚上北中心,101102721320,2房间1卫,192.0,昌平,其他,56.0,2009
南北,北七家,,5,蓬莱公寓东区,101102099012,3室1厅,458.0,昌平,简装,144.0,2001
南北,鼓楼大街,,6,东醋房胡同,101102158239,3室1厅,360.0,昌平,精装,94.0,1996
南北,昌平其它,,6,沙河地质研究院家属楼,101102092514,2室1厅,250.0,昌平,简装,59.0,1992
南北,东关,,5,东关南里小区,101102707497,2室1厅,310.0,昌平,其他,78.0,1996
南北,小汤山,,13,纳帕澜郡,101101634175,3室2厅,520.0,昌平,精装,139.0,2013
南北,小汤山,,15,纳帕澜郡,101102168473,3室2厅,390.0,昌平,精装,101.0,2013
南北,小汤山,,15,纳帕澜郡,101102274010,3室1厅,380.0,昌平,精装,100.0,2013
南北,北七家,,5,王府公寓三区,101102571246,2室1厅,389.0,昌平,简装,103.0,1995
西北,天通苑,,26,天通苑本三区,101102560039,3室1厅,520.0,昌平,精装,160.0,2000
南北,鼓楼大街,,28,金隅万科城,101102628296,3室2厅,540.0,昌平,精装,121.0,2012
南北,西关环岛,,6,胜利嘉园,101101781209,2室1厅,280.0,昌平,精装,97.0,2002
南北,东关,,2,金隅澜湾,101102624960,5室2厅,1550.0,昌平,精装,303.0,2015
东南,东关,,2,金隅澜湾,101102587978,6室4厅,1460.0,昌平,精装,259.0,2015
南北,东关,,6,北京风景,101102269741,3室2厅,490.0,昌平,精装,117.0,2013
南北,回龙观,,6,云趣园一区,101102598112,4室2厅,660.0,昌平,精装,139.0,2000
南北,沙河,,6,民园小区,101102611013,3室1厅,330.0,昌平,其他,82.0,1999
南北,北七家,,6,温泉花园B区,101102702177,4室1厅,360.0,昌平,简装,140.0,1997
东南,鼓楼大街,,28,金隅万科城,101102512904,2室1厅,388.0,昌平,精装,84.0,2012
南北,北七家,,6,温泉花园A区,101102541191,3室2厅,420.0,昌平,其他,160.0,1995
南北,东关,,6,宁馨苑,101102622159,2室2厅,400.0,昌平,其他,99.0,2003
东西,回龙观,,9,领秀慧谷A区,101102627810,2室1厅,350.0,昌平,精装,79.0,2011
南北,回龙观,,7,北店嘉园,101102598497,5室2厅,530.0,昌平,简装,120.0,2003
南北,回龙观,,9,首开国风美唐二期,101102705135,4室2厅,850.0,昌平,简装,141.0,2014
东南,天通苑,,22,天通苑北一区,101102709024,3室1厅,580.0,昌平,精装,237.0,2004
南北,南口,,6,南农家园,101102412814,2室2厅,235.0,昌平,其他,90.0,2001
南北,南口,,6,南农家园,101102311299,2室1厅,195.0,昌平,其他,64.0,1996
北,西三旗,,23,上奥世纪中心,101102281565,1室1厅,288.0,昌平,精装,50.0,2008
南北,北七家,,5,王府公寓三区,101102571246,2室1厅,389.0,昌平,简装,103.0,1995
南北,鼓楼大街,,28,金隅万科城,101102628296,3室2厅,540.0,昌平,精装,121.0,2012
南北,回龙观,,7,龙华园,101102702340,2室1厅,296.0,昌平,其他,66.0,1995
南西北,天通苑,,7,天通苑东三区,101102607783,3室1厅,450.0,昌平,简装,106.0,2002
南北,北七家,,8,金色漫香苑,101102607126,2室1厅,420.0,昌平,简装,85.0,2013
南北,昌平其它,,15,龙湖滟澜新宸西区,101102706929,2室1厅,385.0,昌平,简装,96.0,2015
南北,南口,,5,新西广街,101102513266,2室1厅,193.0,昌平,精装,55.0,1984
南北,回龙观,,8,东村家园,101102393223,4室2厅,780.0,昌平,简装,252.0,2007
南北,北七家,,6,温泉花园B区,101102702177,4室1厅,360.0,昌平,简装,140.0,1997
南北,南口,,5,玉龙嘉苑,101102601963,2室1厅,300.0,昌平,其他,98.0,2008
南北,北七家,,6,蓬莱公寓西区,101102585519,2室2厅,425.0,昌平,简装,117.0,1999
南北,昌平其它,,5,检测厂宿舍楼,101102424583,2室1厅,160.0,昌平,其他,59.0,1981
南北,天通苑,,13,天通西苑二区,101102697230,2室1厅,365.0,昌平,精装,81.0,2002
东西,鼓楼大街,,6,昌平医院家属院,101102519073,2室1厅,230.0,昌平,简装,68.0,1994
南北,昌平其它,,5,富来宫,101102119444,3室2厅,320.0,昌平,简装,124.0,1995
北,回龙观,,21,东亚上北中心,101102616649,1房间1卫,120.0,昌平,精装,38.0,2009
南北,昌平其它,,6,沙河地质研究院家属楼,101102646584,2室1厅,275.0,昌平,其他,59.0,1992
南北,沙河,,16,北街家园五区,101102667572,3室1厅,430.0,昌平,精装,88.0,2012
东西,天通苑,,6,天通苑本四区,101102664114,2室1厅,370.0,昌平,简装,74.0,2000
南,回龙观,,22,京投银泰公园悦府,101102666481,2室1厅,480.0,昌平,精装,80.0,2015
南,回龙观,,21,首开国风美唐三期,101102652691,2室1厅,540.0,昌平,精装,92.0,2016
南北,鼓楼大街,,6,鼓楼北街3号楼,101102663080,2室1厅,272.0,昌平,精装,59.0,1996
东南,回龙观,,21,东亚上北中心,101102040416,3房间1卫,290.0,昌平,精装,83.0,2009
南,南邵,,15,龙山华府,101102663364,2室2厅,375.0,昌平,其他,86.0,2013
南北,立水桥,,6,东辰小区,101102668470,2室1厅,480.0,昌平,精装,94.0,1995
南北,东关,,4,富泉花园,101102666027,3室2厅,610.0,昌平,简装,132.0,2000
东西,鼓楼大街,,6,昌平医院家属院,101102519073,2室1厅,230.0,昌平,简装,68.0,1994
南北,南邵,,6,金科廊桥水岸,101101593298,4室1厅,900.0,昌平,其他,142.0,2015
南北,东关,,5,富泉花园,101102306787,4室2厅,640.0,昌平,精装,191.0,2000
南北,天通苑,,7,天通苑北一区,101101407964,4室2厅,670.0,昌平,精装,189.0,2004
南北,鼓楼大街,,21,金隅万科城,101102646278,1室1厅,390.0,昌平,其他,82.0,2012
南北,鼓楼大街,,21,金隅万科城,101102640117,1室1厅,350.0,昌平,其他,82.0,2012
西,立水桥,,6,佳运园一期,101102651426,1室1厅,300.0,昌平,简装,60.0,1998
南,回龙观,,11,京投银泰公园悦府,101102597773,2室1厅,437.0,昌平,精装,69.0,2014
南,小汤山,,13,纳帕澜郡,101102507764,2室1厅,330.0,昌平,其他,89.0,2012
东南北,立水桥,,15,溪城家园,101102436462,3室1厅,440.0,昌平,简装,88.0,2010
南北,回龙观,,9,领秀慧谷A区,101102511087,2室2厅,390.0,昌平,简装,87.0,2011
南,南口,,6,南农家园,101102118495,2室1厅,200.0,昌平,精装,66.0,1996
南北,回龙观,,6,和谐家园一区,101102146872,3室1厅,495.0,昌平,精装,125.0,2006
南北,东关,,6,北京风景,101102529764,3室2厅,530.0,昌平,精装,118.0,2013
南北,小汤山,,12,纳帕澜郡,101102063578,3室2厅,498.0,昌平,精装,139.0,2013
东南西,回龙观,,6,良庄家园,101102434621,2室1厅,438.0,昌平,简装,79.0,2004
南北,北七家,,7,名佳花园一区,101102336861,1室1厅,288.0,昌平,简装,62.0,2003
南北,小汤山,,4,金科天玺,101102121958,4室2厅,1150.0,昌平,毛坯,193.0,2013
南,回龙观,,18,首开国风美唐三期,101101695315,2室1厅,490.0,昌平,毛坯,87.0,2016
南,立水桥,,27,奥北南区,101102242568,3房间1卫,315.0,昌平,精装,85.0,2008
南北,北七家,,6,名流花园,101102248770,3室2厅,460.0,昌平,简装,139.0,1998
南北,回龙观,,17,首开智慧社,101102502864,2室1厅,490.0,昌平,精装,86.0,2011
东南西北,北七家,,2,温哥华森林,101101963446,4室2厅,1850.0,昌平,精装,392.0,2006
南北,回龙观,,5,风雅园三区,101102406704,4室2厅,658.0,昌平,精装,178.0,2000
南北,西三旗,,5,金榜园,101102645924,4室2厅,900.0,昌平,精装,187.0,2003
北,回龙观,,7,北回归线,101102728610,5房间2卫,295.0,昌平,精装,66.0,2009
南北,西关环岛,,5,林场宿舍,101101757950,2室1厅,190.0,昌平,毛坯,49.0,1994
南北,南口,,6,丰景高苑,101102519671,2室2厅,223.0,昌平,简装,92.0,2001
南北,回龙观,,11,京投银泰公园悦府,101102230309,3室2厅,699.0,昌平,精装,113.0,2014
南,回龙观,,11,京投银泰公园悦府,101102597773,2室1厅,437.0,昌平,精装,69.0,2014
南北,回龙观,,6,龙跃苑东二区,101102011385,3室1厅,500.0,昌平,精装,124.0,2007
东南北,回龙观,,6,万润家园,101102585658,2室1厅,490.0,昌平,精装,97.0,2003
东西,沙河,,6,民园小区,101102274040,2室1厅,249.0,昌平,精装,53.0,1998
南,回龙观,,11,领秀慧谷A区,101102580903,2室1厅,390.0,昌平,其他,81.0,2011
东南西,回龙观,,6,良庄家园,101102434621,2室1厅,438.0,昌平,简装,79.0,2004
南北,小汤山,,12,纳帕澜郡,101102063578,3室2厅,498.0,昌平,精装,139.0,2013
南北,西关环岛,,6,西环里,101102636791,2室2厅,275.0,昌平,简装,76.0,1999
南北,回龙观,,7,龙禧苑一区,101102706061,5室2厅,700.0,昌平,简装,206.0,2002
南,小汤山,,15,纳帕澜郡,101102669171,1室1厅,280.0,昌平,精装,68.0,2013
西,立水桥,,6,佳运园一期,101102693713,1室1厅,305.8,昌平,精装,61.0,1997
南北,北七家,,6,王府街18号院,101102743767,2室1厅,320.0,昌平,简装,86.0,2001
东南西北,北七家,,2,温哥华森林,101101828723,4室2厅,1680.0,昌平,精装,368.0,2005
南北,天通苑,,3,合木山庄,101102553517,4室2厅,930.0,昌平,简装,182.0,1999
南北,回龙观,,3,园墅,101091233128,4室2厅,1450.0,昌平,其他,271.0,2007
南北,南口,,3,南辛路7号院,101101852241,2室1厅,198.0,昌平,简装,57.0,1993
南北,昌平其它,,1,龙脉温泉,101102534102,2室1厅,290.0,昌平,其他,87.0,2003
南北,昌平其它,,6,马池口红冶家属院,101101472798,2室1厅,203.0,昌平,简装,54.0,1996
南北,回龙观,,6,龙华园,101102719964,3室2厅,360.0,昌平,精装,111.0,1996
南北,沙河,,18,北街家园一区,101102047732,3室1厅,390.0,昌平,精装,88.0,2008
南北,回龙观,,6,龙腾苑二区,101102565887,2室1厅,450.0,昌平,其他,91.0,2003
东南,西三旗,,9,旗胜家园,101102493515,1室1厅,330.0,昌平,精装,63.0,2009
南北,昌平其它,,5,沙河地质研究院家属楼,101102622467,2室1厅,240.0,昌平,简装,52.0,1993
南,东关,,21,金隅观澜时代,101102607756,2室1厅,385.0,昌平,精装,83.0,2012
南北,天通苑,,13,天通西苑三区,101102632104,3室2厅,545.0,昌平,精装,158.0,2003
南,东关,,6,燕平家园,101102489791,2室1厅,245.0,昌平,精装,65.0,1989
南,小汤山,,14,纳帕澜郡,101102698536,1室1厅,298.0,昌平,精装,74.0,2013
南北,北七家,,7,名佳花园一区,101102360363,1室1厅,280.0,昌平,简装,57.0,2001
南北,东关,,6,京科苑,101102710350,2室1厅,323.0,昌平,其他,75.0,2001
南北,小汤山,,2,湾流汇二区,101102685972,5室2厅,1100.0,昌平,毛坯,305.0,2009
南,西三旗,,9,旗胜家园,101102709687,2室1厅,426.0,昌平,精装,86.0,2009
南北,鼓楼大街,,6,新悦家园,101102719353,3室1厅,430.0,昌平,精装,117.0,2003
东南北,北七家,,7,名佳花园一区,101102537340,4室2厅,410.0,昌平,简装,171.0,2003
南北,昌平其它,,6,马池口红冶家属院,101101472798,2室1厅,203.0,昌平,简装,54.0,1996
东南,鼓楼大街,,28,金隅万科城,101102244349,2室1厅,398.0,昌平,简装,87.0,2009
南北,西关环岛,,6,郝庄家园西区,101102551593,4室1厅,420.0,昌平,精装,152.0,2000
东北,北七家,,3,王府花园,101102738014,3室2厅,750.0,昌平,简装,159.0,1995
东南,天通苑,,32,天通苑东一区,101102540306,3室1厅,520.0,昌平,精装,164.0,2002
南北,回龙观,,6,北京人家,101102263671,3室2厅,625.0,昌平,精装,126.0,2002
南北,天通苑,,5,都市芳园丽湖园,101102207713,4室2厅,598.0,昌平,其他,164.0,2000
西,立水桥,,30,北方明珠,101102110352,1室0厅,248.0,昌平,精装,55.0,2004
南北,立水桥,,6,佳运园二期,101100876325,3室1厅,580.0,昌平,简装,115.0,2005
南北,天通苑,,6,天通苑本一区,101102431500,4室3厅,898.0,昌平,精装,365.0,2000
西,鼓楼大街,,14,天泽苑小区,101101866861,2室1厅,360.0,昌平,精装,96.0,2008
南北,回龙观,,6,风雅园三区,101102675218,1室1厅,400.0,昌平,简装,76.0,2000
南北,北七家,,6,王府街18号院,101102331699,5室3厅,900.0,昌平,其他,241.0,2001
南北,北七家,,5,蓬莱公寓东区,101102185178,3室2厅,436.0,昌平,其他,140.0,2000
南北,回龙观,,20,新龙城,101102572251,3室2厅,580.0,昌平,精装,115.0,2007
南西北,立水桥,,11,顶秀青溪,101102269560,3室2厅,850.0,昌平,简装,154.0,2007
南北,西关环岛,,6,郝庄家园西区,101102551593,4室1厅,420.0,昌平,精装,152.0,2000
东,天通苑,,24,天通公园里,101102608366,2室1厅,499.0,昌平,精装,114.0,2008
南北,小汤山,,13,纳帕澜郡,101101877050,2室2厅,420.0,昌平,精装,122.0,2012
南北,北七家,,5,温泉花园A区,101102672684,2室1厅,280.0,昌平,简装,83.0,1992
北,霍营,,6,天鑫家园,101102604362,1室0厅,260.0,昌平,精装,41.0,2003
南北,西关环岛,,4,水屯家园,101102688700,2室1厅,275.0,昌平,其他,89.0,2003
南,鼓楼大街,,21,金隅万科城,101102645133,2室1厅,400.0,昌平,精装,90.0,2012
南北,北七家,,6,名流花园,101102688787,4室2厅,490.0,昌平,精装,164.0,1998
南北,回龙观,,6,万龙社区,101102624461,2室1厅,335.0,昌平,精装,61.0,1992
南北,西三旗,,11,上奥世纪中心,101102667869,2室1厅,470.0,昌平,精装,94.0,2007
南北,霍营,,6,龙锦苑东五区,101102677633,3室2厅,478.0,昌平,简装,124.0,2007
南北,沙河,,6,沙河展思门,101102442558,2室1厅,320.0,昌平,简装,87.0,2002
南北,南口,,6,南厂东区,101102115342,2室1厅,240.0,昌平,精装,77.0,1998
南北,天通苑,,11,天通苑中苑,101091085181,6室2厅,939.0,昌平,精装,235.0,2008
南北,北七家,,5,蓬莱公寓东区,101102521489,5室3厅,590.0,昌平,精装,196.0,2000
南北,天通苑,,6,天通苑本一区,101102518734,4室2厅,630.0,昌平,其他,248.0,2000
南北,沙河,,3,北街家园四区,101102288309,4室3厅,950.0,昌平,简装,254.0,2008
东南,回龙观,,11,京投银泰公园悦府,101102023209,2室1厅,450.0,昌平,精装,69.0,2014
南北,西关环岛,,6,郝庄家园,101102383012,1室1厅,230.0,昌平,精装,65.0,2004
南北,霍营,,6,龙锦苑东二区,101101864618,2室1厅,390.0,昌平,精装,101.0,2008
南北,东关,,5,果岭小镇,101102349277,1室1厅,335.0,昌平,精装,69.0,2005
南北,南口,,6,兴隆小区,101102652556,2室1厅,200.0,昌平,其他,60.0,2010
南北,小汤山,,15,纳帕澜郡,101102642355,2室2厅,399.0,昌平,精装,101.0,2013
南北,西三旗,,6,龙乡中区,101102660183,3室1厅,470.0,昌平,简装,101.0,1996
南北,霍营,,6,霍营小区,101102649606,3室1厅,350.0,昌平,简装,68.0,1994
南北,鼓楼大街,,3,北环路6号院,101102646899,3室2厅,330.0,昌平,精装,101.0,1985
南北,北七家,,5,温泉花园A区,101102672684,2室1厅,280.0,昌平,简装,83.0,1992
西,沙河,,18,北街家园六区,101102690795,1室0厅,160.0,昌平,精装,25.0,2009
东南,鼓楼大街,,28,金隅万科城,101102737375,2室1厅,400.0,昌平,精装,90.0,2009
南,立水桥,,6,地质勘查大院,101102439961,2室1厅,320.0,昌平,精装,53.0,1983
东西,西关环岛,,6,建明里小区,101102254198,2室2厅,315.0,昌平,精装,93.0,1999
南西北,回龙观,,6,龙兴园北区,101102622554,3室2厅,490.0,昌平,精装,134.0,2000
南,南口,,5,鹿牌家园小区,101102033359,2室1厅,210.0,昌平,精装,71.0,1992
东南,立水桥,,20,北京北,101102716960,1室1厅,375.0,昌平,精装,60.0,2008
南,天通苑,,21,天通公园里,101102724969,1室1厅,300.0,昌平,精装,48.0,2008
南北,南口,,6,南厂北区,101102251477,2室1厅,175.0,昌平,简装,58.0,1982
东南西北,小汤山,,2,保利垄上五区,101102618079,4室2厅,1700.0,昌平,精装,331.0,2008
南北,西三旗,,7,空军机械家属院,101102583674,4室2厅,828.0,昌平,精装,182.0,1998
南北,小汤山,,2,保利垄上二区,101102621530,5室2厅,1780.0,昌平,精装,359.0,2006
南北,沙河,,18,北街家园五区,101102520492,3室1厅,430.0,昌平,精装,89.0,2009
南北,回龙观,,7,北店嘉园,101102701256,5室1厅,525.0,昌平,精装,125.0,2003
北,天通苑,,20,东亚奥北中心北区,101102634219,2房间1卫,140.0,昌平,简装,40.0,2008
南北,北七家,,2,温哥华森林,101102398843,4室3厅,1850.0,昌平,毛坯,407.0,2013
南北,北七家,,6,名流花园,101102248781,3室2厅,430.0,昌平,简装,139.0,1998
南北,天通苑,,6,天通苑北三区,101102650748,2室1厅,400.0,昌平,精装,95.0,2003
南北,回龙观,,6,龙锦苑二区,101102519197,2室2厅,485.0,昌平,精装,103.0,2005
南北,沙河,,6,善缘嘉园,101102710217,2室1厅,328.0,昌平,简装,97.0,2005
西,天通苑,,32,天通苑东一区,101102658364,2室1厅,375.0,昌平,精装,92.0,2002
南北,北七家,,14,东二旗新村,101101448362,2室1厅,370.0,昌平,精装,93.0,2013
南北,北七家,,2,威尼斯花园F区,101102516032,5室2厅,1400.0,昌平,简装,469.0,2006
