index,Region,District,Garden,Layout,Floor,Year,Size,Direction,Renovation,Price
3808,5,222,2480,8,27,57,111,49,4,450.0
3809,5,84,1182,9,21,51,174,24,4,510.0
3810,5,222,3196,8,27,58,70,63,4,385.0
3811,5,222,946,16,11,54,135,46,4,560.0
3812,5,222,1738,9,22,50,93,27,4,500.0
3813,5,84,1182,16,15,51,128,49,4,650.0
3814,5,134,967,1,5,53,36,46,0,220.0
3815,5,203,763,0,5,48,23,44,3,256.0
3816,5,8,444,8,5,52,70,49,3,295.0
3817,5,162,446,1,5,51,52,49,3,329.0
3818,5,162,2238,8,14,57,66,46,0,398.0
3819,5,84,1206,9,5,47,77,38,0,398.0
3820,5,53,2744,8,11,61,73,27,4,355.0
3821,5,203,765,1,5,44,42,49,4,320.0
3822,5,84,1183,8,5,52,105,49,3,445.0
3823,5,41,2943,1,6,47,41,46,3,260.0
3824,5,222,3196,1,27,56,34,60,0,249.0
3825,5,222,3196,1,20,59,60,58,4,345.0
3826,5,162,447,1,5,52,53,49,3,328.0
3827,5,162,609,1,19,55,42,24,4,360.0
3828,5,84,1177,1,20,55,34,58,0,290.0
3829,5,162,2699,8,5,43,54,49,3,330.0
3830,5,84,1189,8,5,48,76,49,0,390.0
3831,5,8,2072,1,5,40,28,46,4,230.0
3832,5,134,688,8,16,57,74,49,3,363.0
3833,5,222,3196,8,3,59,77,58,4,355.0
3834,5,67,3591,15,5,52,83,49,0,470.0
3835,5,222,26,8,5,47,70,38,0,305.0
3836,5,162,239,8,5,43,49,46,3,334.0
3837,5,175,2535,15,5,40,57,49,3,385.0
3838,5,41,906,23,5,50,123,49,4,460.0
3839,5,84,1182,15,16,51,162,49,3,685.0
3840,5,41,2335,16,5,47,109,49,4,560.0
3841,5,67,159,18,19,56,75,63,4,310.0
3842,5,67,3580,15,5,53,108,49,3,459.0
3843,5,97,2119,15,4,58,144,49,0,560.0
3844,5,8,1249,24,5,50,192,49,4,640.0
3845,5,67,3538,16,6,42,95,49,4,490.0
3846,5,67,3538,15,6,42,98,49,4,385.0
3847,5,177,2841,0,14,56,47,20,0,235.0
3848,5,67,159,18,17,56,70,52,4,305.0
3849,5,134,684,16,17,55,122,49,4,550.0
3850,5,134,688,7,17,58,51,20,4,270.0
3851,5,84,1181,36,9,55,192,38,4,750.0
3852,5,84,1178,36,5,48,184,32,3,500.0
3853,5,67,3415,8,15,61,82,49,3,518.0
3854,5,84,1193,9,17,50,96,25,4,427.0
3855,5,67,3592,36,5,50,176,49,3,630.0
3856,5,84,1186,15,5,47,53,49,4,380.0
3857,5,222,626,8,5,46,76,49,3,318.0
3858,5,175,125,8,17,58,77,49,4,465.0
3859,5,222,1738,8,22,50,90,46,0,450.0
3860,5,177,2522,8,4,47,79,49,3,330.0
3861,5,8,397,23,3,50,197,49,4,740.0
3862,5,177,2364,5,15,58,30,20,4,98.0
3863,5,177,2075,8,3,50,75,49,3,258.0
3864,5,67,3543,15,3,44,93,27,4,648.0
3865,5,84,1189,1,5,47,40,46,4,305.0
3866,5,116,3558,16,14,62,135,49,3,580.0
3867,5,41,613,8,4,51,81,49,4,355.0
3868,5,116,3558,15,14,62,111,49,2,488.0
3869,5,84,1191,15,12,48,145,49,4,498.0
3870,5,162,446,8,5,51,74,49,4,458.0
3871,5,84,1183,8,5,51,83,49,4,415.0
3872,5,67,3415,8,17,61,72,46,4,522.0
3873,5,67,2857,8,27,60,66,49,3,420.0
3874,5,67,2857,8,17,61,72,46,3,420.0
3875,5,67,3422,15,16,58,117,46,3,700.0
3876,5,67,2469,1,10,54,52,25,3,405.0
3877,5,84,1178,36,5,48,184,32,3,500.0
3878,5,222,946,16,11,52,104,49,0,450.0
3879,5,41,604,15,5,46,95,49,4,398.0
3880,5,134,688,0,16,57,27,58,4,228.5
3881,5,41,2336,15,8,42,101,49,4,450.0
3882,5,53,1654,9,5,48,98,49,3,375.0
3883,5,116,3558,16,14,62,108,49,2,500.0
3884,5,67,3545,16,3,44,177,49,4,790.0
3885,5,222,664,8,5,47,93,49,0,425.0
3886,5,67,2712,9,5,51,84,49,0,455.0
3887,5,97,3175,24,3,60,193,49,2,950.0
3888,5,84,1182,8,27,51,173,24,3,490.0
3889,5,41,613,8,4,51,81,49,4,355.0
3890,5,53,3547,15,20,57,108,46,3,455.0
3891,5,177,2900,15,5,40,76,38,0,300.0
3892,5,53,2744,1,14,61,49,46,4,273.0
3893,5,41,551,15,5,47,77,49,4,375.0
3894,5,222,948,8,5,41,67,49,0,290.0
3895,5,222,948,15,5,41,74,49,0,360.0
3896,5,8,621,16,5,60,101,49,4,498.0
3897,5,67,608,15,5,49,104,49,4,510.0
3898,5,222,3196,8,8,56,74,38,3,375.0
3899,5,41,909,23,5,45,181,49,3,550.0
3900,5,41,909,15,5,43,76,49,4,350.0
3901,5,134,688,0,16,57,27,58,4,228.5
3902,5,41,2336,15,8,42,101,49,4,450.0
3903,5,162,2699,8,5,43,39,49,0,308.0
3904,5,41,604,15,5,46,95,49,4,398.0
3905,5,222,1736,8,23,50,83,25,3,370.0
3906,5,134,688,0,17,58,15,58,0,166.0
3907,5,8,2402,9,17,56,124,38,3,530.0
3908,5,162,2238,8,14,57,66,46,4,400.0
3909,5,162,2238,15,14,57,72,49,0,434.0
3910,5,67,3576,15,5,50,98,49,4,535.0
3911,5,67,3576,16,5,50,127,49,4,495.0
3912,5,175,3534,15,5,45,69,49,4,408.0
3913,5,134,2057,10,5,43,64,49,0,342.0
3914,5,67,639,15,6,50,83,49,0,520.0
3915,5,84,1182,23,5,51,174,49,3,780.0
3916,5,84,1187,15,5,46,87,49,3,450.0
3917,5,84,1190,1,5,47,57,49,0,320.0
3918,5,84,1178,31,15,49,313,49,0,915.0
3919,5,41,2336,15,7,43,132,49,4,550.0
3920,5,222,3196,8,27,56,72,38,4,405.0
3921,5,222,3196,8,25,59,71,63,4,389.0
3922,5,67,3545,16,3,44,177,49,4,1100.0
3923,5,177,1559,16,5,48,102,49,0,420.0
3924,5,53,3547,15,20,57,108,46,3,455.0
3925,5,8,1819,16,5,52,125,49,4,550.0
3926,5,84,1188,8,6,46,67,49,2,450.0
3927,5,116,3176,8,8,57,72,46,4,380.0
3928,5,222,1736,8,27,59,79,46,4,418.0
3929,5,84,1178,15,31,48,162,54,4,520.0
3930,5,84,1187,8,5,46,83,49,4,420.0
3931,5,134,688,0,16,57,20,20,0,185.0
3932,5,84,1178,1,5,48,39,46,3,339.0
3933,5,53,3547,8,20,58,72,46,4,390.0
3934,5,41,909,8,6,43,60,49,3,320.0
3935,5,177,2075,15,5,50,102,49,3,330.0
3936,5,84,1206,23,5,45,126,49,3,560.0
3937,5,222,792,8,5,42,53,49,4,289.0
3938,5,67,2857,8,24,61,83,49,4,450.0
3939,5,84,1178,0,31,49,316,54,3,1100.0
3940,5,67,159,4,17,56,25,44,4,130.0
3941,5,162,1225,12,26,55,45,60,4,219.0
3942,5,177,2841,8,8,53,95,49,3,460.0
3943,5,84,503,19,17,58,42,46,4,299.0
3944,5,162,1225,18,26,55,70,49,4,290.0
3945,5,134,688,0,17,57,19,58,0,185.0
3946,5,67,3138,8,27,59,84,49,0,650.0
3947,5,41,2283,8,9,57,86,46,4,375.0
3948,5,177,3106,8,5,51,77,49,0,275.0
3949,5,67,3576,15,5,50,127,49,0,570.0
3950,5,134,2057,15,5,46,69,49,3,315.0
3951,5,41,2943,9,6,45,121,49,4,430.0
3952,5,177,1559,16,5,48,102,49,4,410.0
3953,5,84,1179,22,6,49,157,49,0,500.0
3954,5,8,1819,16,5,52,125,49,4,550.0
3955,5,222,26,8,5,47,70,38,4,335.0
3956,5,222,663,9,5,54,78,49,3,348.0
3957,5,222,3196,8,27,56,71,38,4,375.0
3958,5,222,3196,8,20,56,75,25,4,400.0
3959,5,222,3196,8,20,59,67,58,0,335.0
3960,5,203,3588,16,5,54,110,49,3,460.0
3961,5,41,2845,9,5,48,93,46,3,355.0
3962,5,177,2075,15,5,50,106,49,0,300.0
3963,5,84,1182,15,21,51,221,63,3,700.0
3964,5,8,2072,8,5,39,50,32,3,265.0
3965,5,67,964,15,5,53,104,49,3,535.0
3966,5,162,609,8,19,55,63,48,3,455.0
3967,5,67,159,5,20,56,23,44,3,122.0
3968,5,84,1182,16,12,51,129,49,4,590.0
3969,5,84,1181,8,19,55,89,63,4,400.0
3970,5,203,2575,9,9,60,78,49,4,445.9
3971,5,116,1323,9,5,60,68,49,4,310.0
3972,5,134,684,15,5,59,76,49,3,375.0
3973,5,175,2535,8,5,33,46,46,3,355.0
3974,5,8,3208,16,20,60,78,38,0,405.0
3975,5,67,3415,15,15,61,81,49,4,555.0
3976,5,67,3415,15,19,61,83,49,3,576.0
3977,5,177,3106,15,5,51,86,49,0,300.0
3978,5,67,3571,8,5,49,83,49,0,425.0
3979,5,67,3538,8,5,43,66,49,0,424.0
3980,5,67,3138,8,25,59,85,49,4,680.0
3981,5,67,3415,8,19,61,68,46,0,496.0
3982,5,8,1820,16,5,48,122,49,0,500.0
3983,5,84,1181,8,14,55,138,58,0,590.0
3984,5,134,685,9,16,58,72,49,4,360.0
3985,5,8,621,8,7,60,100,49,0,455.0
3986,5,84,1193,9,18,50,116,38,4,446.0
3987,5,84,1178,1,17,48,61,63,0,340.0
3988,5,84,1192,15,12,50,133,38,3,487.0
3989,5,41,1915,1,5,48,40,46,4,308.0
3990,5,67,608,15,5,51,105,49,0,570.0
3991,5,67,3577,15,5,52,115,49,3,560.0
3992,5,84,1191,9,6,48,98,49,3,450.0
3993,5,67,3402,1,4,47,56,38,0,355.0
3994,5,8,3208,8,20,59,71,46,4,385.0
3995,5,84,1186,15,5,46,114,49,4,535.0
3996,5,84,1190,15,5,48,123,38,4,500.0
3997,5,222,2091,8,11,51,81,52,4,350.0
3998,5,41,613,16,4,48,137,49,4,470.0
3999,5,41,613,16,3,54,146,49,3,510.0
4000,5,116,537,9,8,51,90,49,0,300.0
4001,5,84,1186,8,5,46,83,49,3,470.0
4002,5,67,3140,15,27,61,102,49,4,815.0
4003,5,41,908,8,5,50,73,49,3,345.0
4004,5,67,3571,16,5,49,112,49,4,520.0
4005,5,8,1820,16,5,48,122,49,0,500.0
4006,5,67,3138,8,25,59,85,49,4,680.0
4007,5,134,2057,15,5,46,69,49,4,330.0
4008,5,134,2057,22,5,46,87,38,4,350.0
4009,5,41,2283,8,9,57,88,46,3,410.0
4010,5,41,3183,9,7,60,83,49,4,480.0
4011,5,8,1821,16,5,47,139,49,3,550.0
4012,5,67,3402,9,5,47,79,49,0,430.0
4013,5,41,2228,16,5,46,127,49,3,354.0
4014,5,84,1183,9,6,50,98,49,4,450.0
4015,5,41,2846,16,5,42,129,49,4,455.0
4016,5,8,167,15,5,43,72,49,3,360.0
4017,5,222,3197,8,21,57,60,46,4,310.0
4018,5,67,3580,8,5,53,83,49,3,460.0
4019,5,177,1510,9,5,43,85,49,3,380.0
4020,5,67,3573,15,5,50,104,49,3,475.0
4021,5,67,2857,8,27,60,73,46,3,420.0
4022,5,67,608,16,8,52,122,46,0,580.0
4023,5,84,1181,15,5,54,137,38,4,600.0
4024,5,41,2943,16,6,47,134,49,4,428.0
4025,5,8,3331,16,7,56,119,49,4,535.0
4026,5,177,1559,9,5,48,79,38,0,290.0
4027,5,175,125,1,22,55,80,49,3,470.0
4028,5,116,456,9,17,59,70,46,0,375.0
4029,5,67,608,15,5,51,105,49,0,570.0
4030,5,84,1190,15,5,48,123,38,4,500.0
4031,5,134,688,9,17,58,57,58,0,280.0
4032,5,53,1654,8,5,53,74,49,4,310.0
4033,5,84,1190,1,5,47,52,49,4,310.0
4034,5,116,1323,9,5,60,69,49,4,325.0
4035,5,67,2857,8,26,60,83,49,4,450.0
4036,5,134,685,8,16,58,75,49,0,365.0
4037,5,84,1191,22,12,48,173,49,4,660.0
4038,5,67,3415,15,14,61,82,49,0,598.0
4039,5,67,3538,8,6,42,52,49,3,299.0
4040,5,84,1178,1,15,49,61,63,4,346.0
4041,5,222,946,8,11,52,64,49,0,305.0
4042,5,162,2238,15,14,57,73,27,3,418.0
4043,5,162,445,1,5,45,49,20,3,310.0
4044,5,67,3576,16,5,50,126,49,3,568.0
4045,5,67,3576,15,4,50,126,49,0,518.0
4046,5,134,2057,15,5,46,69,49,4,330.0
4047,5,134,2057,22,5,46,87,38,4,350.0
4048,5,41,2846,15,5,46,114,49,4,580.0
4049,5,162,447,15,5,52,101,49,4,579.0
4050,5,8,621,15,5,60,108,49,4,540.0
4051,5,67,3384,15,9,59,80,49,3,530.0
4052,5,162,445,8,5,45,67,49,4,360.0
4053,5,41,551,8,5,47,70,40,3,310.0
4054,5,8,1249,16,5,49,141,49,4,480.0
4055,5,177,1510,16,5,51,107,49,4,420.0
4056,5,84,1192,16,31,50,173,54,3,538.0
4057,5,8,1819,16,5,52,121,49,4,530.0
4058,5,8,1819,16,5,52,124,49,4,510.0
4059,5,84,1179,8,5,50,78,49,0,400.0
4060,5,84,1188,9,9,48,106,46,4,530.0
4061,5,67,3539,15,5,52,73,49,4,450.0
4062,5,67,3575,15,5,50,90,49,4,496.0
4063,5,8,3208,23,20,59,116,49,4,601.0
4064,5,53,2744,15,14,61,84,49,4,410.0
4065,5,177,1559,9,5,48,74,49,0,285.0
4066,5,84,2048,1,17,56,48,46,4,380.0
4067,5,84,1181,36,11,55,236,49,3,939.0
4068,5,134,688,0,17,58,18,20,0,185.0
4069,5,162,445,8,5,45,68,38,0,380.0
4070,5,84,1191,24,12,48,248,49,0,960.0
4071,5,84,1191,22,12,48,170,49,3,680.0
4072,5,41,2943,15,5,44,105,49,0,400.0
4073,5,84,1181,16,9,54,169,38,3,540.0
4074,5,8,1506,9,10,48,128,49,3,430.0
4075,5,162,1655,15,13,59,160,49,4,1540.0
4076,5,222,1736,23,27,59,126,63,4,550.0
4077,5,41,909,16,6,45,91,27,3,399.0
4078,5,8,1819,16,5,49,110,49,0,470.0
4079,5,134,688,15,14,57,109,49,0,515.0
4080,5,41,3183,8,7,60,75,49,4,430.0
4081,5,67,3538,15,5,41,81,49,3,420.0
4082,5,67,59,8,11,50,53,44,4,365.0
4083,5,222,1736,8,5,50,73,49,4,370.0
4084,5,222,3196,16,27,58,108,49,4,550.0
4085,5,84,1181,8,10,55,83,38,4,420.0
4086,5,8,2402,8,16,56,84,49,0,370.0
4087,5,162,609,8,19,55,75,63,4,468.0
4088,5,67,1782,15,19,54,112,49,4,650.0
4089,5,41,2228,8,5,44,69,52,3,280.0
4090,5,222,626,8,4,40,77,49,3,380.0
4091,5,84,1180,16,5,48,166,49,3,540.0
4092,5,8,1249,16,5,49,141,49,4,480.0
4093,5,162,447,15,5,52,101,49,4,579.0
4094,5,41,3183,8,7,60,80,49,4,488.0
4095,5,84,1180,9,15,48,92,25,3,409.0
4096,5,84,1178,8,17,48,86,49,3,369.0
4097,5,84,1184,23,11,52,204,49,4,540.0
4098,5,67,2857,8,26,61,73,46,2,400.0
4099,5,84,1177,1,20,55,41,24,4,290.0
4100,5,84,161,18,19,55,75,20,3,275.0
4101,5,116,3558,16,14,62,135,49,2,550.0
4102,5,53,3548,19,23,53,44,49,4,225.0
4103,5,67,159,12,20,56,42,60,4,190.0
4104,5,134,688,0,16,57,27,58,0,220.0
4105,5,67,3546,1,3,51,32,46,4,265.0
4106,5,67,3384,8,7,59,57,49,4,540.0
4107,5,67,2857,15,32,61,100,49,4,530.0
4108,5,222,1736,15,27,60,92,54,4,430.0
4109,5,8,168,16,5,47,109,49,4,419.0
4110,5,84,1206,16,5,45,105,49,4,460.0
4111,5,8,1819,16,5,52,117,49,4,500.0
4112,5,67,3138,8,22,59,85,49,4,650.0
4113,5,67,3416,12,16,61,53,46,4,208.0
4114,5,8,2402,9,17,56,124,49,0,520.0
4115,5,53,3276,15,7,57,92,49,4,550.0
4116,5,222,2480,8,27,57,66,46,3,330.0
4117,5,84,1181,15,14,55,143,49,4,640.0
4118,5,162,609,8,19,55,76,63,4,480.0
4119,5,41,3183,8,7,60,73,49,0,415.0
4120,5,116,456,1,16,60,45,65,0,300.0
4121,5,84,1177,8,20,55,41,25,4,315.0
4122,5,67,3574,16,5,49,104,49,4,495.0
4123,5,8,1819,8,5,52,91,49,0,430.0
4124,5,8,3208,8,20,59,73,46,0,393.0
4125,5,67,3422,5,18,58,37,58,4,150.0
4126,5,41,604,8,5,50,75,49,3,329.0
4127,5,222,792,0,9,51,27,58,3,180.0
4128,5,222,946,15,11,54,127,49,0,445.0
4129,5,53,2744,1,14,61,49,46,4,275.0
4130,5,222,3197,8,21,57,60,46,4,300.0
4131,5,41,2943,9,6,43,75,49,2,340.0
4132,5,41,2228,8,5,46,69,32,4,298.0
4133,5,116,3558,15,13,62,86,49,2,429.0
4134,5,67,1782,1,19,54,42,44,4,330.0
4135,5,134,687,15,15,59,74,49,4,400.0
4136,5,67,2470,16,6,51,114,49,4,680.0
4137,5,67,3415,8,15,61,82,49,0,550.0
4138,5,67,3415,8,18,61,77,49,3,525.0
4139,5,41,2943,9,6,44,84,49,4,363.0
4140,5,53,3276,15,9,57,87,49,4,580.0
4141,5,222,626,16,5,47,134,49,3,450.0
4142,5,84,1182,31,17,51,191,49,4,898.0
4143,5,162,2213,16,6,44,73,27,4,510.0
4144,5,67,159,12,20,56,46,46,0,201.0
4145,5,222,1736,1,5,50,24,46,4,220.0
4146,5,177,1559,9,5,48,97,49,3,377.0
4147,5,222,3196,9,25,59,69,49,4,395.0
4148,5,8,166,8,5,43,61,49,4,310.0
4149,5,84,1180,15,6,48,140,54,3,410.0
4150,5,222,3196,8,27,56,73,25,4,390.0
4151,5,222,3196,8,27,56,72,38,4,380.0
4152,5,89,3191,0,4,45,42,20,0,280.0
4153,5,84,1178,8,5,48,62,49,4,429.0
4154,5,177,2951,8,5,46,93,38,3,285.0
4155,5,84,1181,15,11,55,117,49,3,547.0
4156,5,89,3191,8,5,45,73,49,0,425.0
4157,5,162,1655,16,13,59,157,49,4,1450.0
4158,5,41,909,15,5,45,113,49,3,440.0
4159,5,84,1192,9,31,50,71,58,0,360.0
4160,5,67,608,1,8,52,43,44,0,305.0
4161,5,84,1183,8,6,50,97,49,0,415.0
4162,5,84,1191,9,12,48,118,49,4,490.0
4163,5,134,967,8,5,52,83,49,4,345.0
4164,5,53,3547,8,19,58,72,46,0,370.0
4165,5,175,1794,8,27,56,74,49,0,355.0
4166,5,67,3577,22,5,52,162,49,3,585.0
4167,5,41,2943,9,6,43,75,49,2,340.0
4168,5,84,1189,8,5,47,71,65,3,460.0
4169,5,41,618,16,6,54,148,49,3,750.0
4170,5,8,1249,16,5,50,140,49,4,550.0
4171,5,177,3106,1,5,51,55,46,4,226.0
4172,5,8,1820,8,5,46,61,49,3,276.0
4173,5,177,2841,16,7,52,129,49,0,620.0
4174,5,134,2057,15,5,43,76,50,0,410.0
4175,5,222,3196,8,20,56,75,63,4,390.0
4176,5,162,646,0,18,51,52,58,4,300.0
4177,5,84,1178,8,5,48,70,49,3,440.0
4178,5,84,1178,9,31,49,148,25,4,450.0
4179,5,84,1192,16,31,50,182,25,4,570.0
4180,5,84,1190,15,5,47,122,49,0,439.0
4181,5,67,3138,8,27,59,85,49,4,650.0
4182,5,222,3196,9,25,59,69,49,4,395.0
4183,5,162,609,1,19,55,46,46,4,370.0
4184,5,8,166,8,5,43,61,49,4,310.0
4185,5,84,1192,8,12,50,88,38,4,345.0
4186,5,67,438,15,8,55,113,49,3,480.0
4187,5,162,2214,8,6,50,77,46,0,470.0
4188,5,134,685,8,17,57,73,49,0,315.0
4189,5,67,608,16,5,51,84,49,0,500.0
4190,5,67,3572,15,5,50,106,49,3,510.0
4191,5,84,1191,15,12,48,146,49,3,550.0
4192,5,84,1182,8,6,51,99,49,4,470.0
4193,5,41,909,16,5,45,113,49,3,415.0
4194,5,41,2228,9,4,46,85,49,4,360.0
4195,5,162,646,0,29,51,41,20,4,260.0
4196,5,84,1182,8,13,51,128,49,4,728.0
4197,5,84,1189,22,5,47,138,49,4,585.0
4198,5,53,3026,8,9,61,70,49,0,380.0
4199,5,84,1192,9,16,50,120,49,4,490.0
4200,5,162,1655,23,13,59,176,49,0,1550.0
4201,5,8,397,8,6,48,61,49,3,320.0
4202,5,222,664,15,5,34,60,49,2,290.0
4203,5,162,896,1,20,57,41,49,3,310.0
4204,5,41,2336,24,8,42,158,49,4,600.0
4205,5,84,1191,16,12,48,204,49,3,990.0
4206,5,116,3558,16,14,62,111,49,2,460.0
4207,5,41,2335,16,5,47,123,49,3,400.0
4208,5,8,1821,15,5,44,57,49,3,293.0
4209,5,8,1249,24,5,50,194,49,3,570.0
4210,5,162,1655,17,13,59,187,49,4,1680.0
4211,5,41,2227,23,5,42,172,49,3,498.0
4212,5,67,353,23,5,47,125,49,4,560.0
4213,5,222,1736,15,25,50,112,49,4,465.0
4214,5,41,2335,31,5,47,176,49,3,570.0
4215,5,41,2013,22,3,48,200,49,3,665.0
4216,5,67,3538,15,5,43,69,38,0,420.0
4217,5,53,3025,8,10,60,73,49,4,402.0
4218,5,84,1180,15,15,48,127,63,3,499.0
4219,5,8,3208,8,20,59,70,46,0,385.0
4220,5,53,3547,15,14,60,85,38,0,438.0
4221,5,84,1177,8,20,55,63,20,4,370.0
4222,5,116,3176,9,8,58,81,49,4,366.0
4223,5,84,1184,8,11,52,87,24,4,425.0
4224,5,84,1192,8,12,50,88,38,4,345.0
4225,5,162,2699,8,5,43,47,46,0,320.0
4226,5,67,2391,8,5,53,81,25,4,476.0
4227,5,67,204,15,7,54,80,44,0,360.0
4228,5,222,626,8,5,46,60,49,0,288.0
4229,5,67,3541,15,6,51,73,49,0,465.0
4230,5,67,1782,0,19,53,32,44,4,280.0
4231,5,41,3183,9,7,60,84,49,3,460.0
4232,5,53,1654,15,5,51,111,49,0,450.0
4233,5,84,1178,23,5,48,199,49,3,510.0
4234,5,67,3553,15,5,52,106,64,3,530.0
4235,5,67,3415,15,19,61,83,54,4,580.0
4236,5,134,687,15,16,59,74,49,4,395.0
4237,5,84,1178,1,15,48,61,63,3,335.0
4238,5,84,1191,2,5,48,43,38,3,325.0
4239,5,203,765,1,5,42,39,46,4,300.0
4240,5,177,2075,8,5,50,65,49,4,270.0
4241,5,41,618,23,5,48,174,49,3,900.0
4242,5,134,2057,1,5,46,39,60,3,248.0
4243,5,203,1194,1,5,50,38,46,4,315.0
4244,5,177,2951,8,4,32,43,49,4,215.0
4245,5,53,3547,1,20,57,54,46,3,239.0
4246,5,67,2153,0,10,51,33,44,3,285.0
4247,5,134,689,8,17,56,49,20,3,288.0
4248,5,41,907,1,5,51,51,46,4,293.0
4249,5,222,2480,15,5,40,51,49,4,270.0
4250,5,162,2238,9,14,57,70,63,3,420.0
4251,5,175,1794,8,20,56,76,49,4,415.0
4252,5,222,3196,8,27,56,76,25,4,410.0
4253,5,67,3138,8,22,59,71,46,4,535.0
4254,5,41,3183,15,7,60,126,49,3,627.0
4255,5,162,2699,8,5,43,47,46,0,320.0
4256,5,84,1179,8,5,50,80,49,0,380.0
4257,5,203,763,8,4,39,42,49,3,320.0
4258,5,67,119,5,6,59,24,46,4,135.0
4259,5,116,1323,30,2,57,186,49,4,875.0
4260,5,41,2335,23,5,46,165,49,3,600.0
4261,5,67,3541,1,5,51,45,46,3,338.0
4262,5,84,1184,9,15,51,100,38,3,420.0
4263,5,89,3191,16,5,45,97,49,4,460.0
4264,5,222,3096,1,8,55,37,46,4,300.0
4265,5,67,3582,8,5,52,80,49,4,429.0
4266,5,162,609,1,19,55,42,24,4,355.0
4267,5,84,1185,8,5,47,145,49,0,455.0
4268,5,41,2335,8,5,45,71,49,4,320.0
4269,5,67,390,1,10,63,40,24,2,360.0
4270,5,67,3593,23,6,50,179,49,4,720.0
4271,5,67,3568,31,6,51,207,49,0,760.0
4272,5,84,1182,23,6,51,153,49,4,680.0
4273,5,84,1182,31,27,51,217,29,4,850.0
4274,5,84,1193,23,31,50,172,46,4,690.0
4275,5,84,1185,30,5,47,192,49,0,630.0
4276,5,162,2213,15,5,44,66,49,4,466.0
4277,5,67,3384,8,10,59,76,49,4,490.0
4278,5,162,445,8,5,45,62,49,4,380.0
4279,5,84,1177,15,20,55,124,60,4,535.0
4280,5,84,1186,15,5,43,70,54,4,407.0
4281,5,84,1180,15,17,48,126,63,3,450.0
4282,5,41,2943,31,5,44,251,49,3,520.0
4283,5,41,909,23,5,45,226,49,4,510.0
4284,5,203,3589,16,5,56,110,49,3,490.0
4285,5,67,204,15,7,54,88,49,0,573.0
4286,5,53,3547,16,14,60,90,46,0,430.0
4287,5,162,1655,23,13,59,176,27,4,1655.0
4288,5,134,688,30,17,57,75,49,2,460.0
4289,5,134,2057,8,5,34,40,49,3,230.0
4290,5,84,1179,15,5,49,118,49,3,495.0
4291,5,162,239,9,5,45,82,49,4,447.0
4292,5,41,907,1,4,51,50,49,3,300.0
4293,5,41,1915,8,6,48,77,49,4,410.0
4294,5,8,167,8,5,35,44,52,4,255.0
4295,5,41,1915,8,5,47,70,44,3,357.0
4296,5,203,3585,8,5,54,84,49,3,405.0
4297,5,175,3534,8,5,42,68,49,4,410.0
4298,5,84,1184,9,11,52,148,49,2,635.0
4299,5,53,3276,15,7,57,92,49,0,535.0
4300,5,84,1183,8,5,51,83,49,3,399.0
4301,5,41,618,23,5,48,188,49,3,950.0
4302,5,8,2286,8,14,51,90,25,4,425.0
4303,5,84,1177,31,20,55,272,63,4,1180.0
4304,5,162,646,0,29,51,41,20,4,268.0
4305,5,84,1180,8,5,48,96,49,4,400.0
4306,5,84,1188,37,12,48,293,49,4,1280.0
4307,5,203,2574,16,9,56,113,49,3,608.0
4308,5,222,946,23,5,50,169,49,4,460.0
4309,5,84,1179,23,5,49,149,49,4,530.0
4310,5,84,1191,22,12,48,144,65,4,540.0
4311,5,116,456,16,17,59,78,49,4,475.0
4312,5,67,204,8,6,53,59,49,0,330.0
4313,5,41,2284,8,5,43,54,49,3,282.0
4314,5,67,3536,16,5,47,84,49,4,420.0
4315,5,203,3585,16,5,54,110,49,4,485.0
4316,5,222,1736,1,5,50,40,46,3,248.0
4317,5,8,167,8,5,40,56,46,4,280.0
4318,5,177,2951,8,5,46,65,49,3,290.0
4319,5,84,1178,8,5,48,91,49,0,420.0
4320,5,84,1181,16,5,55,111,49,3,528.0
4321,5,162,2699,8,5,43,48,49,4,335.0
4322,5,84,1180,1,16,48,61,63,4,340.0
4323,5,177,3108,8,5,49,75,49,4,251.0
4324,5,8,3208,8,20,59,74,46,4,385.0
4325,5,53,3547,15,20,57,106,54,4,438.0
4326,5,84,161,18,19,55,77,60,4,270.0
4327,5,84,1184,23,16,52,198,49,4,580.0
4328,5,41,3183,8,7,60,77,49,4,480.0
4329,5,162,3376,22,10,54,135,49,0,850.0
4330,5,41,2228,8,5,45,76,49,3,300.0
4331,5,84,1193,9,12,50,118,49,4,503.0
4332,5,116,456,16,13,59,77,49,4,475.0
4333,5,8,167,8,5,40,51,49,4,275.0
4334,5,8,1819,16,9,52,120,49,0,545.0
4335,5,67,3422,8,16,58,72,49,3,510.0
4336,5,134,967,8,5,52,66,49,4,290.0
4337,5,67,2712,8,5,51,66,49,3,415.0
4338,5,162,239,15,5,42,105,49,4,550.0
4339,5,222,3196,8,20,59,80,38,4,380.0
4340,5,177,1559,8,5,48,58,49,3,276.5
4341,5,67,3538,16,6,43,95,49,0,450.0
4342,5,41,2284,8,5,43,54,49,3,282.0
4343,5,67,3536,16,5,47,84,49,4,420.0
4344,5,177,1559,9,5,49,96,49,0,405.0
4345,5,67,204,8,6,53,59,49,0,330.0
4346,5,67,355,23,5,47,174,49,0,740.0
4347,5,222,2092,16,5,48,126,49,3,450.0
4348,5,222,1738,15,23,50,117,49,3,460.0
4349,5,41,604,15,5,46,134,49,3,380.0
