index,Region,District,Garden,Layout,Floor,Year,Size,Direction,Renovation,Price
1596,3,189,2057,15,5,45,101,22,0,460.0
1597,3,75,1961,18,14,57,33,18,3,165.0
1598,3,75,2276,22,3,40,182,22,3,600.0
1599,3,75,2958,7,7,51,70,22,2,380.0
1600,3,75,2977,29,1,56,289,10,1,1300.0
1601,3,75,1003,7,4,31,33,22,1,210.0
1602,3,75,1705,15,8,57,67,22,0,330.5
1603,3,120,961,7,5,49,73,22,2,413.0
1604,3,83,431,7,26,56,67,22,3,387.0
1605,3,225,1168,7,4,28,42,22,0,240.0
1606,3,189,2274,29,2,43,216,22,2,1000.0
1607,3,75,2754,14,5,54,118,22,0,520.0
1608,3,227,2621,7,5,31,36,13,2,230.0
1609,3,189,3034,1,16,52,44,0,2,320.0
1610,3,133,241,15,28,57,114,22,0,735.0
1611,3,222,1265,14,4,44,76,26,3,430.0
1612,3,75,501,8,5,37,68,22,0,350.0
1613,3,75,2954,7,8,56,60,22,0,290.0
1614,3,75,1324,8,14,54,63,22,3,245.0
1615,3,75,21,18,11,56,41,20,0,147.0
1616,3,75,1003,15,5,47,98,22,1,360.0
1617,3,75,1003,7,5,36,40,9,0,240.0
1618,3,75,2954,15,5,56,93,22,0,560.0
1619,3,225,1462,21,4,42,156,22,2,500.0
1620,3,75,25,14,5,54,91,22,3,339.0
1621,3,75,1003,14,5,49,107,22,2,330.0
1622,3,198,2118,7,5,24,38,22,2,315.0
1623,3,83,3090,21,17,56,190,22,2,600.0
1624,3,75,2276,15,1,43,198,22,3,500.0
1625,3,75,2754,7,8,54,69,22,2,325.0
1626,3,75,2170,15,4,40,83,22,0,360.0
1627,3,133,1844,11,27,54,48,0,2,180.0
1628,3,75,2460,7,14,56,58,22,3,300.0
1629,3,75,1705,14,8,56,67,22,3,360.0
1630,3,75,2460,7,14,56,58,22,2,320.0
1631,3,75,888,7,6,43,68,22,3,360.0
1632,3,189,1125,15,5,42,85,22,2,484.0
1633,3,225,1168,7,5,35,52,22,1,300.0
1634,3,75,1705,14,8,57,66,22,3,340.0
1635,3,75,25,7,5,54,67,22,2,255.0
1636,3,225,492,15,10,45,100,22,2,488.0
1637,3,75,2460,2,17,56,33,22,0,210.0
1638,3,120,2222,14,7,56,106,22,0,800.0
1639,3,75,2754,7,9,54,67,22,3,335.0
1640,3,75,2754,7,7,54,68,22,0,310.0
1641,3,133,1844,5,27,54,112,13,2,760.0
1642,3,75,1705,15,8,57,67,22,3,360.0
1643,3,75,1705,15,8,56,67,22,3,333.0
1644,3,189,312,22,3,41,141,22,3,751.0
1645,3,75,1003,7,5,49,78,22,2,320.0
1646,3,75,2954,15,5,56,107,22,3,610.0
1647,3,75,2325,7,13,55,67,22,0,300.0
1648,3,226,2316,22,8,44,163,22,3,970.0
1649,3,27,2654,29,2,55,312,22,0,2100.0
1650,3,75,2954,7,5,56,60,22,0,307.0
1651,3,75,1003,14,5,47,98,22,2,320.0
1652,3,133,3006,11,6,54,27,30,3,140.0
1653,3,225,499,7,5,36,59,22,2,310.0
1654,3,75,2754,7,5,54,69,22,2,325.0
1655,3,225,492,7,10,45,73,20,2,400.0
1656,3,120,228,15,16,58,115,22,3,1027.0
1657,3,75,2460,2,11,56,33,22,0,210.0
1658,3,191,2588,7,11,56,64,22,0,370.0
1659,3,27,2654,22,2,55,313,26,1,2200.0
1660,3,27,2655,22,2,56,314,22,1,2600.0
1661,3,165,2815,8,5,45,73,22,2,305.0
1662,3,225,1462,8,5,43,68,22,3,310.0
1663,3,75,2954,7,8,56,62,22,3,310.0
1664,3,75,2754,7,7,54,68,22,0,320.0
1665,3,75,2954,15,5,56,72,22,0,340.0
1666,3,75,2954,15,5,56,93,22,3,430.0
1667,3,222,677,22,5,54,204,22,3,1490.0
1668,3,191,1679,7,5,48,62,22,2,270.0
1669,3,75,1003,7,4,29,33,22,2,240.0
1670,3,75,2754,7,7,54,70,22,0,345.0
1671,3,226,2725,7,6,40,47,22,0,330.0
1672,3,189,3033,23,3,57,312,26,3,2960.0
1673,3,75,2754,7,8,54,68,22,0,310.0
1674,3,165,1571,36,1,41,306,22,2,1660.0
1675,3,191,773,7,5,38,45,22,3,263.0
1676,3,75,25,15,5,52,117,22,2,350.0
1677,3,75,2954,7,5,56,61,22,3,291.0
1678,3,83,397,14,25,57,71,22,3,456.0
1679,3,75,2954,14,5,56,71,22,0,340.0
1680,3,75,2754,15,5,54,115,22,0,508.0
1681,3,189,2057,7,5,45,75,22,2,420.0
1682,3,120,327,7,5,46,51,22,0,310.0
1683,3,75,2325,8,14,54,69,22,0,295.0
1684,3,83,3090,7,25,56,63,13,2,330.0
1685,3,76,1846,2,5,39,48,20,2,269.0
1686,3,189,3036,7,19,52,69,26,3,520.0
1687,3,191,1869,1,23,56,18,18,0,200.0
1688,3,133,1689,29,6,41,151,22,3,660.0
1689,3,191,1679,14,5,44,78,22,3,320.0
1690,3,227,500,15,5,48,114,22,2,500.0
1691,3,189,811,7,5,39,49,22,2,290.0
1692,3,75,1003,7,4,22,29,20,3,205.0
1693,3,225,1459,7,5,45,62,22,2,340.0
1694,3,133,1844,11,24,54,41,0,3,200.0
1695,3,222,677,42,5,54,324,22,3,2300.0
1696,3,225,1462,14,5,46,118,22,3,480.0
1697,3,191,1679,7,5,42,63,22,3,259.0
1698,3,225,1459,15,5,42,104,22,2,450.0
1699,3,189,506,22,5,41,133,22,3,650.0
1700,3,225,497,14,11,42,90,18,2,350.0
1701,3,75,2754,7,8,54,68,22,2,310.0
1702,3,75,2876,8,5,42,79,22,2,263.0
1703,3,75,2754,7,9,54,62,20,0,318.0
1704,3,75,1003,2,5,30,24,20,3,195.0
1705,3,222,677,22,5,54,156,22,0,1350.0
1706,3,75,1003,7,5,31,48,22,3,240.0
1707,3,133,2984,14,27,54,95,6,3,620.0
1708,3,133,2119,7,8,49,70,22,0,480.0
1709,3,227,2621,21,5,43,77,6,2,390.0
1710,3,227,500,7,5,48,59,22,0,350.0
1711,3,191,1869,2,23,56,18,18,2,200.0
1712,3,75,2754,14,6,54,104,22,2,450.0
1713,3,222,504,36,2,42,299,26,2,1700.0
1714,3,222,677,22,5,54,158,22,0,1280.0
1715,3,133,2984,21,15,54,43,22,2,475.0
1716,3,75,389,15,9,56,104,22,3,416.0
1717,3,191,1869,7,23,56,56,30,3,308.0
1718,3,225,1459,7,5,38,47,22,2,252.0
1719,3,227,2359,7,17,51,69,22,3,432.0
1720,3,191,1869,7,23,56,56,30,2,305.0
1721,3,75,2748,14,8,57,69,22,3,560.0
1722,3,75,352,15,14,57,140,22,3,940.0
1723,3,75,389,23,8,56,155,22,3,515.0
1724,3,133,2984,7,13,55,24,22,0,360.0
1725,3,83,3090,15,24,56,113,22,0,520.0
1726,3,83,1549,14,25,57,97,22,2,480.0
1727,3,191,2586,14,5,37,56,22,2,290.0
1728,3,75,1365,15,4,52,229,26,0,520.0
1729,3,75,2754,15,7,54,104,22,0,470.0
1730,3,75,389,14,8,56,106,22,3,435.0
1731,3,189,1124,7,8,48,90,22,3,500.0
1732,3,75,389,15,10,56,104,22,3,418.0
1733,3,225,1168,7,4,20,31,22,2,230.0
1734,3,83,1012,14,17,54,110,22,1,400.0
1735,3,225,3050,7,17,46,65,22,0,400.0
1736,3,133,2984,15,15,54,50,34,3,545.0
1737,3,75,2460,7,14,56,58,22,2,290.0
1738,3,133,1942,7,5,36,35,22,3,252.0
1739,3,225,3051,7,4,22,27,20,2,227.0
1740,3,75,3097,37,2,54,257,22,3,950.0
1741,3,191,1869,7,23,56,56,30,2,305.0
1742,3,120,2297,7,5,44,76,22,3,450.0
1743,3,191,1869,7,23,56,56,22,2,285.0
1744,3,120,2222,15,8,57,84,22,3,680.0
1745,3,83,3090,15,24,56,113,22,2,520.0
1746,3,83,1549,7,25,57,49,32,3,285.0
1747,3,225,1459,7,5,45,62,22,2,305.0
1748,3,189,2701,29,2,43,210,22,3,820.0
1749,3,75,2954,7,7,56,61,22,0,292.0
1750,3,133,1261,7,20,52,64,22,3,335.0
1751,3,75,389,29,5,56,161,22,2,495.0
1752,3,75,2460,2,11,56,33,22,3,210.0
1753,3,227,2621,7,5,43,82,22,3,420.0
1754,3,75,2958,7,7,55,54,22,2,315.0
1755,3,191,1869,7,23,56,54,13,2,270.0
1756,3,133,1689,2,5,36,36,22,2,249.0
1757,3,83,397,14,20,57,72,22,2,440.0
1758,3,225,1459,7,5,38,62,22,2,280.0
1759,3,191,1869,7,23,56,60,22,2,315.0
1760,3,83,1483,2,17,54,41,4,2,240.0
1761,3,75,351,22,8,58,172,26,3,1200.0
1762,3,27,2751,8,5,52,67,22,3,540.0
1763,3,75,889,7,5,36,42,22,2,265.0
1764,3,133,1844,11,24,54,47,30,2,180.0
1765,3,120,327,7,5,46,48,22,3,320.0
1766,3,75,889,7,5,34,37,22,2,250.0
1767,3,225,1459,7,5,38,45,34,3,260.0
1768,3,225,1462,7,5,42,58,22,2,300.0
1769,3,225,1168,7,4,20,22,20,2,210.0
1770,3,133,494,21,17,43,143,13,0,550.0
1771,3,83,3090,7,24,56,64,13,2,330.0
1772,3,120,961,2,5,50,33,22,2,260.0
1773,3,83,1483,2,17,54,41,4,3,245.0
1774,3,120,2961,15,16,58,106,22,1,918.0
1775,3,133,241,21,28,57,138,22,2,850.0
1776,3,83,3090,7,24,56,64,13,0,345.0
1777,3,120,350,15,14,50,124,22,2,650.0
1778,3,75,1365,7,5,54,75,22,3,260.0
1779,3,225,1462,7,5,45,60,22,2,335.0
1780,3,75,2958,7,7,51,55,22,3,348.0
1781,3,75,1705,22,8,57,116,22,3,524.0
1782,3,120,228,15,15,58,157,22,3,1438.0
1783,3,75,2954,7,8,56,61,22,0,300.0
1784,3,226,491,7,3,40,54,13,2,260.0
1785,3,225,1168,7,4,28,41,36,2,256.0
1786,3,225,1916,2,18,48,63,2,0,270.0
1787,3,75,25,7,5,54,56,4,3,230.0
1788,3,189,2050,7,24,55,51,4,3,340.0
1789,3,83,1483,2,17,54,34,22,2,230.0
1790,3,133,1844,18,24,54,56,24,3,220.0
1791,3,120,2289,15,5,46,118,22,3,591.0
1792,3,75,3097,36,2,55,214,22,0,880.0
1793,3,83,422,7,28,56,62,20,3,340.0
1794,3,27,94,7,5,52,67,22,0,365.0
1795,3,191,2587,7,5,36,49,22,2,258.0
1796,3,75,1163,7,8,56,67,4,0,310.0
1797,3,222,792,15,5,48,111,22,2,570.0
1798,3,222,1526,15,5,54,146,6,0,1092.0
1799,3,83,397,7,17,57,55,22,2,379.0
1800,3,225,497,7,5,34,56,34,3,300.0
1801,3,83,431,22,23,56,73,22,0,440.0
1802,3,83,2759,7,25,56,51,22,3,328.0
1803,3,191,1869,2,17,56,33,18,2,234.0
1804,3,75,351,22,10,58,172,22,3,1280.0
1805,3,75,1163,15,8,56,78,22,3,350.0
1806,3,191,773,14,5,39,89,22,2,315.0
1807,3,133,2984,15,15,54,43,4,3,520.0
1808,3,227,299,15,5,42,101,22,3,410.0
1809,3,227,299,7,5,42,63,22,0,310.0
1810,3,189,1611,8,4,45,71,22,3,460.0
1811,3,83,431,7,19,56,61,20,3,365.0
1812,3,191,1679,14,5,48,77,22,3,320.0
1813,3,227,299,15,5,42,83,22,2,410.0
1814,3,133,1914,14,5,39,78,22,0,350.0
1815,3,75,566,15,10,58,93,22,3,720.0
1816,3,227,2621,15,5,43,125,22,2,560.0
1817,3,133,1261,8,20,52,65,20,0,330.0
1818,3,133,1261,7,20,52,65,22,0,350.0
1819,3,225,1459,7,5,38,62,22,2,310.0
1820,3,75,889,7,5,47,72,22,2,380.0
1821,3,133,1915,14,5,34,53,10,3,330.0
1822,3,133,2984,15,27,54,101,22,3,730.0
1823,3,133,280,14,5,45,120,22,2,630.0
1824,3,225,1168,7,5,32,33,20,0,230.0
1825,3,133,1689,8,5,39,99,20,3,485.0
1826,3,75,1163,7,8,55,56,13,0,265.0
1827,3,120,1923,2,5,38,26,20,2,235.0
1828,3,75,2702,7,5,40,56,22,2,281.0
1829,3,83,3090,7,25,56,63,13,0,330.0
1830,3,75,889,14,5,29,50,9,2,273.0
1831,3,133,241,7,32,55,65,20,3,470.0
1832,3,189,3036,1,11,53,30,20,2,316.0
1833,3,75,2748,14,8,58,69,22,3,580.0
1834,3,75,1150,7,18,54,98,22,3,374.0
1835,3,191,2588,7,11,44,73,22,0,400.0
1836,3,83,431,15,24,56,48,6,3,335.0
1837,3,133,241,14,33,55,103,22,3,650.0
1838,3,83,2788,14,24,57,67,22,3,430.0
1839,3,75,352,15,14,57,140,22,3,960.0
1840,3,191,1869,7,23,56,59,0,3,298.0
1841,3,225,1168,14,5,35,72,22,2,396.0
1842,3,27,2749,22,3,51,104,22,0,820.0
1843,3,27,94,2,5,52,35,20,2,249.5
1844,3,225,79,7,17,54,64,22,0,410.0
1845,3,120,961,7,10,49,87,10,2,510.0
1846,3,222,1265,14,5,40,71,22,2,345.0
1847,3,75,2754,8,5,54,68,22,0,343.0
1848,3,120,1923,2,5,38,26,20,2,235.0
1849,3,75,1163,7,8,55,56,13,0,265.0
1850,3,75,1163,7,8,55,67,34,0,312.0
1851,3,133,495,7,11,51,62,22,2,330.0
1852,3,227,2620,14,5,37,74,22,0,350.0
1853,3,222,1265,14,5,40,71,22,2,345.0
1854,3,120,961,7,10,49,87,10,2,510.0
1855,3,225,1459,7,5,46,73,22,3,285.0
1856,3,189,3036,7,16,53,81,20,3,500.0
1857,3,225,1168,7,5,35,38,13,2,249.0
1858,3,225,1459,7,5,45,67,22,0,320.0
1859,3,227,300,14,5,37,54,26,3,300.0
1860,3,191,2631,14,5,36,65,22,0,325.0
1861,3,133,1261,7,20,52,60,22,3,320.0
1862,3,227,1946,7,5,44,73,22,2,330.0
1863,3,120,961,7,10,49,87,10,2,510.0
1864,3,225,1459,7,5,46,73,22,3,285.0
1865,3,227,2620,7,5,38,55,13,2,265.0
1866,3,227,2620,7,5,37,50,13,0,289.0
1867,3,75,351,22,13,58,171,22,3,1150.0
1868,3,83,422,29,29,57,131,22,3,700.0
1869,3,75,566,8,13,57,116,22,0,670.0
1870,3,75,351,15,10,58,140,22,3,950.0
1871,3,222,677,7,15,56,76,4,3,640.0
1872,3,133,494,7,17,43,117,13,0,435.0
1873,3,225,1462,7,5,42,49,22,0,245.0
1874,3,189,506,14,5,40,70,22,2,385.0
1875,3,75,2748,14,10,58,68,22,3,565.0
1876,3,225,80,7,5,36,44,22,3,248.0
1877,3,189,3036,7,11,53,73,22,2,560.0
1878,3,133,282,7,9,50,38,22,2,330.0
1879,3,225,1459,14,5,46,95,22,3,378.0
1880,3,120,2961,15,16,58,82,22,1,660.0
1881,3,225,1168,7,4,20,19,20,3,200.0
1882,3,75,2170,2,5,38,29,20,2,210.0
1883,3,165,1554,29,2,41,216,13,2,750.0
1884,3,120,915,14,10,57,108,22,3,850.0
1885,3,225,1459,7,5,38,47,22,1,255.0
1886,3,225,498,8,5,43,70,22,3,460.0
1887,3,120,1905,7,5,40,49,22,2,305.0
1888,3,225,1459,8,5,40,46,22,2,253.0
1889,3,133,495,8,11,51,62,20,1,350.0
1890,3,189,313,15,5,38,103,22,3,500.0
1891,3,133,1261,14,20,52,90,4,3,420.0
1892,3,189,121,7,14,51,65,6,3,462.0
1893,3,225,497,7,5,36,49,22,3,298.0
1894,3,133,2675,23,10,46,198,22,2,800.0
1895,3,133,1318,7,17,50,67,32,2,428.0
1896,3,225,3051,14,4,24,49,22,0,285.0
1897,3,120,2289,15,5,46,129,22,2,630.0
1898,3,120,1910,7,11,45,69,22,2,395.0
1899,3,120,1921,2,5,37,34,22,2,230.0
1900,3,75,2702,7,5,38,48,22,2,246.0
1901,3,75,2754,15,5,54,116,6,3,500.0
1902,3,75,2754,15,7,54,103,22,2,450.0
1903,3,226,2929,22,17,49,152,22,3,718.0
1904,3,133,2984,7,15,54,23,13,3,375.0
1905,3,133,1945,14,5,36,77,22,0,448.0
1906,3,75,1324,8,14,54,62,22,3,245.0
1907,3,227,2809,7,5,46,74,22,2,365.0
1908,3,198,2679,14,6,42,58,22,3,438.0
1909,3,133,1261,7,21,52,64,20,2,309.0
1910,3,75,1163,7,8,55,55,13,3,260.0
1911,3,120,2289,15,5,46,129,22,2,630.0
1912,3,133,282,8,9,50,81,22,3,470.0
1913,3,227,1678,7,5,38,41,22,0,265.0
1914,3,133,1690,7,17,51,58,22,3,350.0
1915,3,83,3090,7,25,56,63,13,3,340.0
1916,3,120,1522,15,5,40,88,22,2,450.0
1917,3,225,1462,8,5,43,68,22,2,368.0
1918,3,225,3051,7,4,24,31,20,0,240.0
1919,3,227,299,14,5,42,83,22,0,410.0
1920,3,225,1916,14,18,48,104,4,0,445.0
1921,3,191,2588,2,8,44,45,22,3,250.0
1922,3,133,2984,7,15,55,18,0,2,350.0
1923,3,191,2585,14,5,40,65,22,0,322.0
1924,3,75,351,15,6,58,120,22,3,850.0
1925,3,120,350,7,10,50,61,20,3,420.0
1926,3,120,1222,7,10,47,63,22,2,460.0
1927,3,198,2680,7,17,51,47,22,3,350.0
1928,3,133,282,8,9,50,81,22,3,470.0
1929,3,225,3049,7,5,37,45,13,2,248.0
1930,3,75,2754,15,5,54,116,22,2,510.0
1931,3,191,2586,7,5,37,48,22,2,250.0
1932,3,227,1678,7,5,38,41,22,0,265.0
1933,3,75,1324,7,14,54,63,22,2,255.0
1934,3,227,2359,3,15,52,54,20,2,370.0
1935,3,189,3036,2,20,54,48,20,0,408.0
1936,3,227,2359,2,17,52,43,22,2,255.0
1937,3,133,495,2,11,51,33,20,2,253.0
1938,3,83,1483,2,13,54,40,4,3,240.0
1939,3,225,499,7,5,21,29,20,0,223.5
1940,3,133,1263,7,17,53,58,22,0,380.0
1941,3,133,283,14,5,41,67,22,2,375.0
1942,3,75,1324,7,14,54,62,22,0,246.0
1943,3,75,25,7,5,54,60,22,2,298.0
1944,3,225,1459,7,5,45,62,22,3,310.0
1945,3,225,1459,7,5,39,46,22,2,249.0
1946,3,133,282,22,9,50,138,22,3,738.0
1947,3,191,1869,7,17,56,63,22,1,338.0
1948,3,225,3050,7,5,34,37,22,2,249.0
1949,3,120,350,7,14,50,63,24,2,420.0
1950,3,120,961,8,5,49,69,22,2,395.0
1951,3,189,502,7,4,46,54,22,2,380.0
1952,3,226,2929,7,14,49,82,4,0,520.0
1953,3,227,1678,7,4,34,47,22,0,276.0
1954,3,83,323,14,20,56,78,22,3,415.0
1955,3,75,2958,7,8,51,70,22,2,365.0
1956,3,225,1459,7,5,38,47,22,0,260.0
1957,3,189,2058,15,5,46,109,22,2,520.0
1958,3,227,299,15,5,42,105,22,2,430.0
1959,3,75,25,7,5,54,60,22,2,298.0
1960,3,222,2706,7,17,54,72,4,2,468.0
1961,3,133,1915,7,5,37,42,4,3,288.0
1962,3,27,2654,22,2,55,314,22,1,2167.4
1963,3,227,500,15,5,48,114,22,0,450.0
1964,3,75,566,15,8,57,82,22,3,650.0
1965,3,75,2754,7,6,54,71,22,2,325.0
1966,3,222,1498,7,11,52,75,22,3,550.0
1967,3,133,1687,14,5,39,59,22,2,330.0
1968,3,222,2706,7,17,54,72,4,2,468.0
1969,3,225,499,7,5,35,62,22,2,335.0
1970,3,83,3090,14,25,56,121,22,0,687.0
1971,3,227,2359,3,15,52,54,20,2,400.0
1972,3,225,1790,14,5,37,68,22,0,350.0
1973,3,189,1125,22,4,42,134,22,2,620.0
1974,3,133,2984,15,27,54,101,22,3,710.0
1975,3,225,1459,14,5,46,73,22,2,380.0
1976,3,120,1900,2,10,47,29,32,2,280.0
1977,3,222,1265,2,5,42,42,22,3,280.0
1978,3,120,327,14,10,46,113,22,2,610.0
1979,3,133,1689,7,6,41,67,22,3,400.0
1980,3,189,2058,7,5,48,70,22,2,368.0
1981,3,191,1867,8,5,43,82,22,0,350.0
1982,3,83,3090,15,25,56,148,22,0,755.0
1983,3,227,1272,22,5,44,180,22,2,708.0
1984,3,83,431,22,19,56,75,22,3,418.0
1985,3,75,2748,14,8,57,69,22,3,540.0
1986,3,225,1459,8,5,43,94,13,2,340.0
1987,3,225,1459,8,5,43,94,13,3,400.0
1988,3,27,2750,14,7,52,69,22,2,500.0
1989,3,133,1261,7,21,52,64,22,2,300.0
1990,3,27,2750,8,7,52,45,6,3,390.0
1991,3,27,2654,38,2,55,346,6,3,3780.0
1992,3,133,2237,2,20,55,33,13,3,350.0
1993,3,222,1265,2,10,46,43,20,3,300.0
1994,3,225,1459,15,5,43,114,13,2,408.0
1995,3,225,1459,15,5,43,113,22,0,420.0
1996,3,189,1124,14,15,48,121,22,3,630.0
1997,3,225,1459,14,5,38,61,22,2,280.0
1998,3,225,772,14,5,42,95,13,2,380.0
1999,3,225,499,7,5,32,33,22,2,249.0
2000,3,189,3035,7,17,51,64,20,2,455.0
2001,3,75,1150,15,11,53,114,22,3,465.0
2002,3,133,2675,2,12,48,63,22,2,410.0
2003,3,75,889,7,5,34,37,22,3,268.0
2004,3,133,1688,7,5,42,74,13,2,350.0
2005,3,75,2748,14,8,57,68,22,3,580.0
2006,3,27,2750,8,7,52,45,6,3,390.0
2007,3,27,2750,14,7,52,69,22,2,500.0
2008,3,133,1261,7,21,52,64,22,2,300.0
2009,3,27,2752,7,5,54,67,22,3,540.0
2010,3,120,1222,7,10,47,75,34,2,460.0
2011,3,225,1459,14,5,46,89,22,2,350.0
2012,3,222,3011,7,5,46,62,22,3,390.0
2013,3,189,3036,7,20,54,70,20,3,552.0
2014,3,120,1902,7,5,40,56,22,0,320.0
2015,3,189,1124,15,15,48,120,22,3,600.0
2016,3,120,2289,8,5,46,89,22,2,469.0
2017,3,225,1168,7,5,32,39,22,2,250.0
2018,3,133,1318,8,17,49,67,32,3,435.0
2019,3,133,1944,7,5,36,57,22,3,340.0
2020,3,225,499,7,5,37,37,22,2,255.0
2021,3,225,1459,15,5,45,88,22,2,420.0
2022,3,225,1462,8,5,42,65,22,2,300.0
2023,3,225,1459,7,5,46,68,22,2,280.0
2024,3,225,1459,8,5,47,88,22,2,340.0
2025,3,75,889,14,5,47,95,22,2,360.0
2026,3,133,1689,7,4,38,48,22,0,319.0
2027,3,225,1459,14,5,46,89,22,2,350.0
2028,3,189,3036,7,20,53,68,13,2,530.0
2029,3,225,1462,7,5,43,62,22,2,310.0
2030,3,189,1126,7,5,39,57,22,3,334.0
2031,3,225,1916,7,10,47,99,22,3,615.0
2032,3,222,1525,15,14,54,139,22,3,860.0
2033,3,133,241,7,33,55,67,20,3,489.0
2034,3,133,1261,7,20,52,64,22,3,328.0
2035,3,191,2631,14,5,37,50,22,2,200.0
2036,3,225,1462,8,5,43,66,22,3,350.0
2037,3,225,1459,8,5,47,88,22,2,340.0
2038,3,133,1689,14,5,36,60,22,0,368.0
2039,3,225,505,14,24,38,76,2,3,320.0
2040,3,227,2809,7,5,46,65,22,0,330.0
2041,3,191,1869,7,23,56,56,30,2,280.0
2042,3,27,94,14,5,51,87,22,0,440.0
2043,3,133,1688,14,5,37,57,22,0,285.0
2044,3,133,2984,15,15,54,42,4,3,480.0
2045,3,225,772,7,5,42,60,22,2,290.0
2046,3,75,1150,15,10,53,154,20,3,570.0
2047,3,189,503,2,5,48,40,22,3,314.8
2048,3,133,1687,7,5,41,62,22,3,375.0
2049,3,191,2588,15,11,44,131,22,0,615.0
2050,3,191,2586,14,5,43,106,22,2,370.0
2051,3,27,2751,7,7,50,68,22,0,485.0
2052,3,189,2056,7,5,45,72,13,3,400.0
2053,3,133,282,7,9,50,40,20,3,285.0
2054,3,225,3051,7,5,26,33,22,2,235.0
2055,3,189,2056,7,5,45,74,22,3,424.0
2056,3,133,241,8,32,57,65,20,3,470.0
2057,3,75,1163,7,8,56,55,13,3,260.0
2058,3,189,1125,2,5,41,43,22,2,275.0
2059,3,75,2748,14,8,57,67,22,3,660.0
2060,3,133,2984,7,15,54,20,30,3,330.0
2061,3,225,1459,15,5,42,104,22,2,460.0
2062,3,75,1163,36,3,56,244,22,3,850.0
2063,3,75,889,14,5,29,50,23,2,282.0
2064,3,75,2010,14,5,47,89,22,2,425.0
2065,3,191,2631,7,5,36,51,22,3,255.0
2066,3,133,1261,7,19,52,64,22,2,320.0
2067,3,189,121,14,14,51,105,6,3,715.0
2068,3,222,3011,7,5,47,70,22,3,400.0
2069,3,225,1462,7,5,42,58,22,0,281.0
2070,3,227,500,2,5,48,44,20,0,258.0
2071,3,120,2297,7,5,43,74,22,0,458.0
2072,3,75,1323,7,7,56,63,22,2,245.0
2073,3,75,1163,36,3,56,244,22,3,850.0
2074,3,226,2725,21,6,40,74,22,2,450.0
2075,3,133,494,15,5,42,80,22,2,458.0
2076,3,133,3006,15,12,54,118,22,2,700.0
2077,3,226,427,7,23,55,42,22,0,369.0
2078,3,189,1123,7,15,48,71,20,2,410.0
2079,3,226,2929,7,14,49,42,32,2,330.0
2080,3,133,2984,14,26,54,68,34,3,480.0
2081,3,83,2759,8,25,56,60,22,3,370.0
2082,3,225,1916,7,18,48,72,0,0,300.0
2083,3,227,500,7,5,48,62,22,2,310.0
2084,3,225,1169,7,4,27,49,22,0,295.0
2085,3,225,1168,7,5,35,35,22,3,246.0
2086,3,222,1526,15,5,54,110,22,3,980.0
2087,3,191,2588,21,4,44,119,22,2,485.0
2088,3,222,1266,7,5,45,71,13,0,370.0
2089,3,120,1522,15,5,40,81,22,2,450.0
2090,3,191,2631,14,5,37,52,14,2,260.0
2091,3,133,1687,7,5,41,64,22,2,362.0
2092,3,226,2725,21,6,40,74,22,2,450.0
2093,3,189,2050,7,24,55,47,34,3,290.0
2094,3,133,1261,7,20,52,63,22,3,298.0
2095,3,225,1531,14,14,49,114,22,3,610.0
2096,3,222,1265,7,5,40,55,22,3,330.0
2097,3,189,1125,22,4,42,157,22,2,650.0
2098,3,75,3097,29,3,47,192,6,3,550.0
2099,3,133,1915,7,5,34,35,13,2,256.0
2100,3,120,1222,7,10,47,75,34,2,468.0
2101,3,133,1261,15,21,52,84,22,2,418.0
2102,3,76,1846,7,20,54,73,4,2,395.0
2103,3,225,3049,7,5,35,51,22,0,286.0
2104,3,225,1459,7,5,38,63,22,0,310.0
2105,3,120,1902,15,5,41,101,22,2,520.0
2106,3,225,1462,7,5,42,48,22,0,262.0
2107,3,225,1459,7,5,35,36,22,2,240.0
2108,3,222,677,22,14,54,195,22,3,1400.0
2109,3,133,1261,7,20,52,64,22,3,315.0
2110,3,227,299,7,5,35,33,22,0,239.0
2111,3,75,1003,7,5,46,63,22,2,301.0
2112,3,191,2587,15,5,39,79,22,2,386.0
2113,3,191,1095,8,14,45,92,22,2,398.0
2114,3,133,2237,8,20,55,55,22,3,516.0
2115,3,133,1942,7,5,30,38,22,2,249.0
2116,3,225,1168,2,5,22,22,0,2,208.0
2117,3,189,2050,7,24,55,47,34,3,290.0
2118,3,83,422,7,29,56,62,20,3,360.0
2119,3,227,2622,14,5,40,95,22,3,398.0
2120,3,75,889,7,5,36,37,22,3,249.0
2121,3,189,502,7,5,46,62,22,3,421.8
2122,3,133,281,7,10,47,94,22,0,520.0
2123,3,225,1459,14,5,46,73,22,0,325.0
2124,3,120,2336,30,5,42,183,22,3,750.0
2125,3,133,1261,7,21,52,64,22,3,320.0
2126,3,222,1265,2,10,47,42,22,3,315.0
2127,3,225,3051,7,4,22,31,13,2,230.0
2128,3,120,1923,7,5,40,57,22,2,320.0
2129,3,120,1905,14,5,37,69,22,3,375.0
2130,3,225,1462,7,5,45,87,22,2,360.0
2131,3,120,2289,15,5,46,117,22,2,587.0
2132,3,226,427,15,19,54,110,22,2,740.0
2133,3,133,1261,7,21,52,65,20,3,348.0
2134,3,133,1261,2,20,52,44,2,3,265.0
2135,3,225,1462,7,5,43,68,22,0,338.0
2136,3,133,1945,14,5,36,66,22,3,382.0
