District,Garden,Layout,Floor,Year,Size,Direction,Renovation,Price,Elevator
小西天,今典花园,2室1厅,19,1999,67.0,西,其他,610.0,1
紫竹桥,世纪新景,3室2厅,25,2004,173.0,东南,其他,1600.0,1
安宁庄,上林溪,2室2厅,9,2010,109.0,南北,精装,820.0,1
牡丹园,花园公寓,2室2厅,15,2007,81.0,西,精装,545.0,1
知春路,太阳园,3室2厅,22,2001,138.0,南北,简装,1420.0,1
甘家口,西三环北路82号院,2室1厅,5,1982,54.0,南北,精装,575.0,0
五棵松,六建,2室1厅,5,1976,53.0,南北,精装,532.0,0
田村,丹青府,3室2厅,12,2007,128.0,南北,精装,925.0,1
中关村,黄庄小区,3室1厅,16,1982,113.0,南,其他,1320.0,1
五棵松,永金里小区,2室1厅,7,1998,74.0,南北,其他,500.0,0
苏州桥,紫金庄园,2室1厅,22,1998,89.0,东,简装,730.0,1
上地,上地南路6号院,2室1厅,7,1998,83.0,南北,精装,640.0,0
公主坟,翠微东里,3室1厅,18,1989,86.0,东南北,简装,765.0,1
苏州桥,三义庙北,3室0厅,6,1990,62.0,南北,精装,560.0,0
魏公村,三义庙南1号,2室1厅,6,1989,52.0,东北,精装,462.0,0
紫竹桥,机械研究院西区,2室1厅,5,1975,64.0,南北,精装,610.0,0
五道口,王庄路15号院,2室1厅,6,1993,56.0,东西,简装,485.0,0
五棵松,复兴路79号院,2室1厅,18,1988,59.0,西南,精装,430.0,1
西二旗,博雅德园,2室2厅,10,2005,120.0,南北,其他,720.0,1
世纪城,世纪金源国际公寓,4室2厅,16,2002,205.0,南北,精装,1800.0,1
颐和园,邮局宿舍,2室2厅,6,1997,85.0,南北,精装,720.0,0
世纪城,鲁艺上河村二区,4室2厅,8,2003,206.0,南北,简装,3085.0,1
海淀北部新区,北分厂,2室1厅,4,1965,48.0,南北,简装,260.0,0
田村,雅世合金公寓,4室2厅,8,2011,178.0,南,精装,1800.0,1
西三旗,润生园,1室1厅,18,2008,64.0,东北,精装,365.0,1
西直门,交大嘉园,2室1厅,19,2003,60.0,北,精装,630.0,1
海淀北部新区,保利西山林语,3室2厅,8,2009,156.0,东南北,精装,1050.0,1
军博,茂林居,2室1厅,18,1989,67.0,南,简装,571.2,1
马连洼,梅园,2室1厅,6,1995,57.0,南,简装,435.0,0
苏州桥,沁园公寓,2室2厅,24,1999,142.0,西南,精装,950.0,1
五道口,清华园,2室1厅,6,1980,60.0,南北,精装,610.0,0
学院路,双清路14号院,2室2厅,15,1998,74.0,西南,简装,545.0,1
白石桥,大慧寺6号院,3室1厅,15,1985,67.0,东北,简装,620.0,1
西直门,明光村小区,1室1厅,18,1994,42.0,南,精装,375.0,1
上地,上地东里,2室1厅,6,1996,59.0,南北,简装,758.0,0
魏公村,韦伯豪家园,3室2厅,16,2001,152.0,西南,简装,1500.0,1
苏州桥,万泉庄小区,1室1厅,6,1990,45.0,南北,精装,485.0,0
上地,上地西里,3室1厅,6,2000,124.0,南西北,精装,1100.0,0
西直门,远洋风景,1室1厅,12,2002,72.0,东西,其他,720.0,1
定慧寺,恩济里小区,1室1厅,15,1994,48.0,南,简装,365.0,1
新街口,五月华庭,1室0厅,12,2004,46.0,南,精装,390.0,1
苏州桥,紫金庄园,2室1厅,22,1998,82.0,南,简装,698.0,1
马连洼,兰园,1室1厅,6,1994,50.0,南,精装,368.0,0
皂君庙,皂君东里,3室1厅,16,1991,67.0,东北,其他,620.0,1
安宁庄,上林溪,2室2厅,9,2010,109.0,南北,精装,820.0,1
牡丹园,花园公寓,2室2厅,15,2007,81.0,西,精装,545.0,1
知春路,太阳园,3室2厅,22,2001,138.0,南北,简装,1420.0,1
牡丹园,牡丹园东里,2室1厅,16,1995,66.0,西北,精装,585.0,1
西直门,海云轩,1室1厅,22,2000,93.0,东北,简装,680.0,1
田村,永达逸家,1室1厅,15,2004,58.0,西,其他,370.0,1
四季青,郦城二区,1室1厅,12,2002,73.0,南北,精装,750.0,1
公主坟,翠微路甲9号院,1室1厅,6,1987,44.0,东,精装,420.0,0
四季青,颐慧佳园,1室1厅,9,2005,82.0,东北,简装,815.0,1
定慧寺,北京印象,1室0厅,12,2003,60.0,北,精装,420.0,1
万柳,光大花园,2室1厅,17,2000,94.0,东南,精装,1250.0,1
苏州桥,小南庄怡秀园,2室1厅,18,1996,86.0,南,精装,950.0,1
万柳,康桥水郡,4室2厅,16,2003,247.0,东西,精装,3180.0,1
世纪城,鲁艺上河村二区,3室2厅,10,2003,164.0,南北,精装,2300.0,1
五道口,燕归园,4室3厅,6,2000,164.0,南北,精装,1750.0,0
五棵松,泽丰苑二期,4室2厅,9,2005,187.0,南北,精装,1570.0,1
二里庄,二里庄小区,3室2厅,18,1995,106.0,东,简装,950.0,1
万柳,碧水云天,2室1厅,16,2003,98.0,东,精装,1400.0,1
海淀北部新区,北分厂,2室1厅,4,1965,48.0,南北,简装,260.0,0
双榆树,双榆树东里,2室1厅,6,1981,50.0,南北,简装,480.0,0
世纪城,鲁艺上河村二区,4室2厅,8,2003,206.0,南北,简装,3085.0,1
田村,雅世合金公寓,4室2厅,8,2011,178.0,南,精装,1800.0,1
万柳,阳春光华家园,6室3厅,12,2000,232.0,南北,精装,3250.0,1
学院路,半导体宿舍,2室1厅,6,1995,62.0,南北,简装,592.0,0
清河,永泰西里,2室1厅,6,1998,73.0,南北,其他,500.0,0
紫竹桥,富丽小区,3室2厅,6,1999,150.0,东西北,简装,1200.0,0
苏州桥,友谊社区,2室1厅,6,1998,72.0,南北,精装,700.0,0
西三旗,新康园,1室1厅,32,2003,71.0,西南,简装,410.0,1
新街口,文慧园15号16公寓,1室1厅,22,2004,52.0,东北,精装,410.0,1
清河,清润家园,1室1厅,6,1993,51.0,南北,简装,350.0,0
四季青,观澜国际,2室2厅,17,2003,133.0,东西,其他,1180.0,1
厂洼,厂洼西街10号院,4室2厅,6,1998,161.0,东西,简装,1150.0,0
双榆树,满庭芳园,4室2厅,24,1999,166.0,西南,简装,1380.0,1
万柳,蜂鸟家园,1室0厅,9,2004,45.0,西,简装,680.0,1
五棵松,复兴路30号院,1室1厅,16,1985,41.0,南北,简装,430.0,1
海淀北部新区,冠城大通百旺府,3室2厅,6,2009,146.0,东南北,精装,1130.0,1
上地,上地东里,2室1厅,6,1996,80.0,东北,简装,810.0,0
新街口,城建小区,2室1厅,6,1996,59.0,南北,简装,510.0,0
双榆树,都市网景,3室1厅,24,1999,157.0,西南,其他,1450.0,1
苏州桥,大河庄苑,2室2厅,4,2004,127.0,南北,其他,1290.0,0
清河,橡树湾,2室1厅,16,2007,89.0,南西,其他,825.0,1
清河,强佑清河新城,2室1厅,22,2009,65.0,西南,精装,436.0,1
五棵松,复兴路30号院,3室1厅,16,1985,85.0,南北,其他,650.0,1
清河,橡树湾,2室1厅,26,2014,99.0,西南,精装,910.0,1
马连洼,菊园,2室1厅,6,1995,64.0,南北,简装,455.0,0
紫竹桥,车道沟10号院,3室1厅,5,1986,76.0,南北,精装,830.0,0
清河,清缘东里,2室1厅,19,2003,87.0,南,精装,600.0,1
马甸,冠城南园,3室1厅,23,1998,152.0,西北东北,精装,1350.0,1
甘家口,车公庄西路38号院,2室1厅,16,1985,65.0,南北,简装,575.0,1
海淀北部新区,保利西山林语,3室2厅,8,2009,94.0,南北,精装,620.0,1
知春路,罗庄西里,3室1厅,18,1998,109.0,东北,简装,800.0,1
西三旗,沁春家园,3室1厅,6,2000,124.0,南北,精装,708.0,0
公主坟,大件厂宿舍,2室1厅,6,1983,50.0,南,精装,498.0,0
厂洼,厂洼小区,2室1厅,20,1990,72.0,西南,精装,650.0,1
马连洼,百旺家苑,4室2厅,4,2003,164.0,南北,精装,1380.0,0
双榆树,双榆树东里,2室1厅,12,1990,61.0,南,简装,530.0,1
定慧寺,定慧东里,2室1厅,16,1997,114.0,西南,精装,770.0,1
知春路,太阳园,2室1厅,30,2001,103.0,西南,简装,1000.0,1
万柳,碧水云天,4室2厅,14,2004,199.0,东南西,精装,2600.0,1
白石桥,海洋局小区,2室1厅,6,1995,99.0,南北,简装,1100.0,1
紫竹桥,汇景阁,3室2厅,20,1999,181.0,东西,精装,1350.0,1
公主坟,翠微南里,3室1厅,18,1987,81.0,西南北,简装,730.0,1
皂君庙,皂君东里,3室1厅,6,1986,62.0,东西,精装,575.0,0
清河,强佑清河新城,2室1厅,27,2009,92.0,东北,精装,640.0,1
学院路,逸成东苑,3室2厅,15,2006,129.0,南北,简装,1329.0,1
军博,玉渊潭南路9号院,2室1厅,9,2001,87.0,南北,简装,1200.0,1
学院路,建清园,3室1厅,7,1998,90.0,南西北,简装,740.0,0
田村,乐府江南,2室1厅,9,2005,82.0,西北,精装,781.0,1
四季青,观澜国际,2室2厅,17,2003,133.0,东西,其他,1180.0,1
马连洼,万科西山庭院,3室2厅,4,2004,169.0,南北,精装,1760.0,0
知春路,罗庄西里,2室1厅,18,1996,83.0,西南,简装,640.0,1
西三旗,沁春家园,3室1厅,21,2005,118.0,南西,精装,655.0,1
西北旺,东馨园,3室1厅,6,1994,84.0,南北,精装,580.0,0
清河,观景园,2室1厅,6,2008,85.0,西南,精装,678.0,0
西二旗,领秀新硅谷1号院,3室2厅,5,2010,134.0,东南西,精装,990.0,0
皂君庙,皂君东里,2室1厅,6,1989,58.0,南北,精装,535.0,0
万柳,阳春光华家园,2室1厅,16,1999,107.0,西南,精装,1300.0,1
清河,莱圳家园,2室1厅,19,2007,83.0,南,简装,619.0,1
定慧寺,八里庄北里,2室1厅,6,1993,59.0,东西,简装,468.0,0
定慧寺,定慧东里,2室1厅,16,1987,61.0,东南北,精装,450.0,1
西北旺,百旺茉莉园,5室2厅,5,2008,176.0,南北,简装,1400.0,1
学院路,建清园,2室1厅,7,1998,72.0,南北,精装,600.0,0
清河,永泰园,2室1厅,6,1999,75.0,南北,简装,530.0,0
紫竹桥,万景公寓,3室2厅,19,2000,183.0,东南,简装,1375.0,1
学院路,逸成东苑,3室2厅,15,2004,129.0,南北,精装,1300.0,1
公主坟,翠微路2号院,2室1厅,6,1996,58.0,西北,简装,550.0,0
西二旗,铭科苑,2室1厅,6,1998,64.0,南北,简装,443.0,0
中关村,软件园小区,3室1厅,6,1995,86.0,南北,简装,980.0,0
小西天,北三环中路40号院,2室1厅,18,1999,78.0,东南,精装,800.0,1
二里庄,二里庄小区,2室1厅,18,1995,70.0,东南,简装,590.0,1
万寿路,万寿路西街11号院,2室1厅,6,1999,70.0,东西,简装,740.0,0
知春路,罗庄西里,3室1厅,18,1998,109.0,东北,简装,800.0,1
西三旗,沁春家园,3室1厅,6,2000,124.0,南北,精装,708.0,0
公主坟,大件厂宿舍,2室1厅,6,1983,50.0,南,精装,498.0,0
知春路,知春路2号院,2室1厅,16,1991,59.0,东,精装,620.0,1
中关村,荣上居,1室0厅,18,2006,38.0,南,精装,410.0,1
清河,永泰东里,2室1厅,6,1996,58.0,东西,简装,385.0,0
双榆树,满庭芳园,3室1厅,24,1999,115.0,西北,简装,950.0,1
甘家口,中海馥园,3室2厅,22,2003,168.0,西南,精装,1738.0,1
六里桥,华尔街观典,4室1厅,26,2007,188.0,南北,精装,1300.0,1
清河,怡清园,2室1厅,15,2003,117.0,南,简装,630.0,1
西二旗,铭科苑,3室2厅,18,1999,114.0,西北,简装,609.0,1
西北旺,西山壹号院,3室3厅,6,2011,321.0,西南北,精装,3850.0,1
清河,清河文苑,2室1厅,22,2004,97.0,西北,简装,616.0,1
知春路,罗庄南里,2室1厅,6,1998,52.0,南北,精装,480.0,0
定慧寺,八里庄北里,3室1厅,6,1997,78.0,西,简装,620.0,0
五棵松,新兴年代,2室1厅,21,2009,92.0,南,精装,876.0,1
西二旗,博雅德园,2室1厅,10,2005,90.0,南北,精装,665.0,1
公主坟,翠微路4号,3室1厅,6,1991,78.0,东西南,精装,630.0,0
双榆树,双榆树北路,2室1厅,6,1985,57.0,南北,精装,578.0,0
万柳,涧桥泊屋,3室2厅,14,2002,162.0,南北,精装,2250.0,1
万柳,光大花园,4室1厅,17,2000,168.0,东南,精装,1900.0,1
清河,永泰园,3室2厅,6,2002,129.0,南北,简装,790.0,0
苏州桥,海淀南路31号院,5室1厅,14,2000,158.0,南北,精装,1508.0,0
上地,怡美家园,5室3厅,9,2001,240.0,东南西南北,精装,1320.0,1
清河,君安家园东区,3室2厅,20,2005,144.0,东南,简装,760.0,1
五棵松,永定路西里,2室1厅,12,1998,72.0,南北,简装,725.0,1
公主坟,颐源居二期,3室1厅,28,2000,144.0,西南,精装,1320.0,1
甘家口,后白堆子,3室1厅,6,1989,73.0,南北,简装,730.0,0
牡丹园,龙翔路小区,2室1厅,6,1992,57.0,南北,简装,470.0,0
清河,清秀阁,3室2厅,6,2005,108.0,南北,简装,810.0,0
五棵松,金沟河3号院,2室1厅,6,1989,59.0,南北,简装,420.0,0
上地,上地南路6号院,3室2厅,6,1998,120.0,南北,简装,910.0,0
马连洼,兰园,2室1厅,6,1998,71.0,南北,精装,550.0,0
清河,清润家园,2室1厅,17,2010,81.0,西北,精装,560.0,1
公主坟,柳林馆,2室1厅,5,1990,60.0,南,简装,610.0,0
双榆树,知春路82号院,3室2厅,5,1988,91.0,南北,精装,1100.0,0
万柳,阳春光华家园,3室1厅,12,2001,200.0,南北,精装,2350.0,1
五道口,厢白旗甲1号院,2室1厅,6,1996,69.0,南北,精装,620.0,0
北太平庄,花园路18号院,2室1厅,12,1998,66.0,南北,精装,565.0,1
双榆树,双榆树东里,2室1厅,6,1981,54.0,南北,精装,515.0,0
紫竹桥,紫竹院南路14号院,3室1厅,5,1999,89.0,东西,简装,760.0,0
田村,西木小区,1室1厅,7,1992,43.0,南,简装,315.0,0
西二旗,铭科苑,1室1厅,6,1998,58.0,南北,精装,380.0,0
安宁庄,清上园,2室2厅,11,2005,80.0,南北,简装,580.0,1
甘家口,增光佳苑,2室1厅,10,2005,106.0,西北,简装,960.0,1
公主坟,颐源居一期,2室1厅,28,1999,72.0,西南,精装,755.0,1
白石桥,大慧寺20号院,1室1厅,6,1991,41.0,南北,精装,410.0,0
西直门,海云轩,2室1厅,22,2000,93.0,西北,简装,650.0,1
公主坟,颐源居二期,2室2厅,28,2001,112.0,西南,精装,1030.0,1
杨庄,建西苑中里,3室2厅,6,2005,111.0,南北,精装,698.0,0
牡丹园,中鑫嘉园,2室1厅,26,2004,102.0,西,简装,770.0,1
知春路,太阳园,2室1厅,26,2002,93.0,东南,简装,960.0,1
新街口,新外大街31号院,2室1厅,6,1986,45.0,东,简装,365.0,0
学院路,建清园,3室1厅,7,1998,92.0,南北,简装,750.0,0
清河,永泰园,2室1厅,16,2003,97.0,东北,简装,582.0,1
定慧寺,西钓鱼台嘉园,3室1厅,26,2006,151.0,南北,精装,1600.0,1
西山,御墅临枫锦园一区,2室1厅,6,2006,116.0,南北,简装,970.0,1
牡丹园,花园路3号院,2室1厅,24,1990,77.0,东北,简装,650.0,1
苏州桥,稻香园,3室1厅,10,1992,100.0,东西,精装,900.0,1
清河,观澳园,3室2厅,7,2005,179.0,南北,精装,980.0,0
公主坟,颐源居二期,5室3厅,28,2000,228.0,南西北,精装,2150.0,1
清河,清缘里中区,3室1厅,10,1999,113.0,南北,简装,630.0,1
五棵松,永定路109号院,2室1厅,6,1988,58.0,南北,精装,575.0,0
田村,西木小区,2室1厅,7,1991,55.0,南北,精装,419.0,0
海淀北部新区,保利西山林语,4室2厅,7,2010,173.0,东南西北,精装,1180.0,1
马连洼,天秀花园澄秀园,4室2厅,6,2007,179.0,南北,精装,988.0,0
万柳,蜂鸟家园,1室0厅,16,2004,46.0,南,其他,700.0,1
安宁庄,清上园,1室0厅,19,2003,57.0,西,精装,380.0,1
玉泉路,玉海园三里,4室2厅,6,2000,133.0,南北,精装,820.0,0
学院路,清华东路27号院,4室2厅,7,1990,94.0,南北,简装,735.0,0
五棵松,永定路西里,2室1厅,6,1995,63.0,东西,精装,611.0,0
西北旺,百旺茉莉园,3室2厅,9,2005,161.0,东南北,简装,1280.0,1
万柳,光大水墨风景,3室2厅,16,2005,147.0,南北,精装,2354.0,1
五道口,厢白旗甲1号院,2室1厅,6,1996,69.0,南北,精装,620.0,0
六里桥,橙色年代,1室0厅,24,2004,53.0,北,简装,380.0,1
双榆树,双榆树北里,2室1厅,6,1985,67.0,南北,精装,708.0,0
皂君庙,皂君西里,3室1厅,6,1984,63.0,南北,简装,580.0,0
小西天,今典花园,3室2厅,25,2002,126.0,西南,简装,1200.0,1
上地,上地东里,3室1厅,6,1993,82.0,南北,其他,960.0,0
五道口,展春园,2室1厅,6,1983,52.0,南,简装,435.0,0
紫竹桥,三虎桥南路,2室1厅,5,1990,57.0,东西,简装,430.0,0
小西天,枫蓝国际,2室1厅,21,2004,96.0,东南,精装,950.0,1
西北旺,西山壹号院,4室2厅,6,2011,238.0,南西北,毛坯,2550.0,1
清河,621小区,2室1厅,5,1993,53.0,南,精装,399.0,0
公主坟,翠微路4号,3室1厅,6,1991,78.0,东南西,精装,650.0,0
紫竹桥,车道沟南里,1室1厅,17,1992,58.0,南,简装,485.0,1
定慧寺,定慧东里,2室1厅,16,1991,61.0,东南北,简装,455.0,1
牡丹园,牡丹园西里,3室1厅,16,1996,81.0,西南,简装,770.0,1
甘家口,甘家口小区,1室1厅,12,1995,43.0,东南,简装,365.0,1
玉泉路,玉海园五里,3室2厅,6,1999,142.0,南北,简装,998.0,0
魏公村,悦园,4室2厅,6,2007,155.0,南,精装,1550.0,0
学院路,清华东路27号院,4室1厅,7,1996,92.0,南北,简装,740.0,0
军博,铁医路1号院,2室2厅,6,1998,96.0,东西,简装,795.0,0
清河,清缘东里,2室1厅,13,2004,80.0,南北,精装,580.0,1
马连洼,兰园,2室1厅,6,1998,71.0,南北,简装,540.0,0
定慧寺,八里庄北里,1室1厅,6,1994,44.0,南,简装,369.0,0
玉泉路,玉海园三里,3室2厅,6,2000,115.0,东南西,简装,720.0,0
田村,中国房子,2室2厅,9,2004,114.0,南北,精装,820.0,1
万寿路,西翠路12号院,3室1厅,18,1991,71.0,西北,简装,715.0,1
白石桥,中关村南大街48号,2室1厅,6,1992,63.0,东北,其他,630.0,0
双榆树,双榆树北里,3室1厅,6,1985,68.0,南北,其他,718.0,0
西北旺,西山壹号院,3室2厅,6,2011,181.0,南北,毛坯,2100.0,1
四季青,金雅园,2室1厅,10,2003,86.0,南,精装,740.0,1
清河,永泰东里,2室1厅,6,1998,59.0,南北,精装,410.0,0
双榆树,双榆树北里,2室1厅,6,1985,50.0,南北,其他,520.0,0
四季青,郦城三区,2室1厅,12,2004,104.0,南北,其他,1120.0,1
西山,香山煤厂街27号院,2室1厅,4,1981,54.0,东南,简装,310.0,0
小西天,文慧园北路4号院,1室1厅,14,1999,47.0,西南,精装,459.0,0
海淀北部新区,保利西山林语,2室2厅,8,2010,94.0,南北,简装,635.0,1
西三旗,富力桃园C区,1室1厅,21,2009,63.0,东北,其他,415.0,1
甘家口,西三环北路76号院,2室1厅,17,1991,60.0,南,其他,570.0,1
西二旗,智学苑,2室1厅,24,2001,98.0,南西,其他,530.0,1
四季青,农林科学院宿舍,3室2厅,6,2004,104.0,南北,简装,890.0,0
苏州桥,三义庙北,2室1厅,6,1983,55.0,南北,简装,499.0,0
公主坟,普惠北里,2室1厅,5,1986,51.0,南,精装,495.0,0
公主坟,翠微路甲9号院,3室1厅,6,1987,69.0,南北,简装,622.0,0
万柳,新起点嘉园,2室1厅,20,2003,122.0,西南,简装,1200.0,1
海淀北部新区,保利西山林语,2室2厅,8,2010,88.0,南北,精装,580.0,1
万寿路,万寿路1号院,1室1厅,5,1988,37.0,南,简装,340.0,0
上地,上地东里,2室1厅,6,1995,58.0,南北,简装,780.0,0
双榆树,双榆树东里,3室1厅,6,1981,58.0,南北,简装,565.0,0
上地,上地东里,2室1厅,6,1994,69.0,南北,精装,815.0,0
五道口,东王庄,2室1厅,5,1995,62.0,南北,简装,510.0,0
紫竹桥,中海雅园,2室2厅,19,2000,132.0,西南,简装,1050.0,1
双榆树,满庭芳园,2室1厅,24,1999,91.0,南,其他,900.0,1
苏州桥,西屋国际,4室2厅,22,2004,257.0,南北,简装,1800.0,1
西直门,明光村小区,2室1厅,18,1990,59.0,南,简装,500.0,1
西北旺,西山壹号院,3室2厅,6,2011,200.0,南北,精装,2360.0,1
公主坟,翠微东里,3室1厅,18,1988,86.0,东南,简装,785.0,1
清河,阳光南里,2室1厅,6,1998,70.0,南北,其他,465.0,0
田村,西木小区,2室1厅,7,1991,55.0,南北,简装,405.0,0
西直门,舒至嘉园,2室1厅,19,2003,78.0,西,精装,672.0,1
苏州桥,万泉河62号院,3室2厅,16,1999,135.0,东南,简装,1219.0,1
西二旗,智学苑,3室1厅,24,2002,126.0,西南,简装,580.0,1
双榆树,青云北区,3室1厅,17,1998,100.0,南西南,简装,950.0,1
五棵松,永定路17号院,2室1厅,6,1994,58.0,南北,简装,430.0,0
四季青,诚品建筑,2室1厅,15,2003,122.0,南北,精装,1180.0,1
西三旗,育新花园,2室1厅,20,1999,92.0,西北,简装,660.0,1
田村,永定路1号院,2室1厅,6,1991,62.0,南北,简装,448.0,0
五道口,华清嘉园,3室1厅,6,1996,73.0,东南,简装,850.0,0
小西天,师大北路21号院,2室1厅,16,1999,80.0,东西,精装,710.0,1
六里桥,华尔街观典,2室1厅,26,2006,93.0,南北,精装,710.0,1
六里桥,华尔街观典,3室2厅,26,2007,187.0,南北,精装,1300.0,1
清河,强佑清河新城,2室1厅,27,2009,93.0,西,精装,625.0,1
清河,强佑清河新城,2室1厅,27,2009,62.0,北,简装,399.0,1
西二旗,智学苑,3室1厅,6,2000,82.0,东西,精装,479.0,0
西二旗,智学苑,3室1厅,22,2005,117.0,南西,精装,660.0,1
六里桥,吴家村路10号院,2室1厅,24,1998,67.0,东南,精装,450.0,1
四季青,绿波漫板,3室2厅,7,2003,156.0,南北,精装,1480.0,1
清河,宝盛里,2室1厅,9,1998,76.0,南北,简装,500.0,1
紫竹桥,美林花园,3室2厅,25,2000,183.0,东北,精装,1556.0,1
牡丹园,牛奶宿舍,3室1厅,6,1999,88.0,南北,简装,795.0,0
马连洼,七彩华园,2室1厅,7,2005,92.0,南北,精装,730.0,1
双榆树,双榆树东里,3室1厅,6,1981,58.0,南北,简装,565.0,0
西山,西山美墅馆L区,4室2厅,4,2004,203.0,南北,毛坯,1800.0,0
清河,宝盛里,3室2厅,9,2000,110.0,南,简装,638.0,0
上地,上地东里,2室1厅,6,1994,69.0,南北,精装,815.0,0
紫竹桥,人济山庄,2室1厅,26,2001,117.0,西,简装,1020.0,1
双榆树,小泥湾,3室1厅,5,1985,91.0,南北,其他,820.0,0
五道口,东王庄,2室1厅,5,1995,62.0,南北,简装,510.0,0
双榆树,都市网景,2室1厅,24,1999,108.0,西,简装,980.0,1
马甸,冠城北园,3室1厅,19,1999,148.0,东北,精装,1339.0,1
紫竹桥,北洼西里,3室1厅,18,1989,67.0,东北,简装,570.0,1
知春路,知春路52号院,3室1厅,14,1988,71.0,东南北,简装,715.0,1
五棵松,复兴路79号院,3室1厅,6,1988,65.0,南北,精装,500.0,0
西北旺,百旺新城,3室1厅,6,2009,102.0,南北,精装,780.0,0
西直门,学院南路60号院,3室1厅,5,1992,105.0,南北,精装,980.0,0
小西天,师大北路21号院,2室1厅,16,1999,80.0,东西,精装,710.0,1
西北旺,百旺新城,2室1厅,6,2003,76.0,南北,简装,590.0,0
清河,世华龙樾,2室1厅,17,2014,75.0,南北,精装,610.0,1
世纪城,金夕园,2室1厅,17,2003,85.0,西南,简装,760.0,1
清河,清景园,2室1厅,22,2006,99.0,南北,简装,629.0,1
四季青,诚品建筑,2室1厅,15,2003,122.0,南北,精装,1180.0,1
西三旗,育新花园,2室1厅,20,1999,92.0,西北,简装,660.0,1
清河,强佑清河新城,3室1厅,27,2009,141.0,东南,简装,860.0,1
西北旺,百旺茉莉园,2室1厅,9,2005,108.0,南,精装,850.0,1
世纪城,晨月园,2室1厅,17,2007,81.0,西南,精装,800.0,1
田村,永定路1号院,2室1厅,6,1991,62.0,南北,简装,448.0,0
五道口,华清嘉园,3室1厅,6,1996,73.0,东南,简装,850.0,0
清河,强佑清河新城,3室1厅,22,2009,128.0,东南,简装,896.0,1
西三旗,动街区,3室2厅,12,2008,99.0,东南北,简装,568.0,1
学院路,逸成东苑,3室2厅,15,2005,131.0,东西,精装,1100.0,1
紫竹桥,中海雅园,2室1厅,19,2000,102.0,西南,精装,950.0,1
万柳,阳春光华家园,2室1厅,16,2000,87.0,西南,精装,1168.0,1
清河,观澳园,1室1厅,5,2005,79.0,南,精装,548.0,0
学院路,清枫华景园,3室1厅,16,2005,129.0,南北,精装,1180.0,1
四季青,颐慧佳园,2室1厅,9,2005,120.0,南北,其他,1250.0,1
小西天,学院南路32号院,3室1厅,16,1987,62.0,东北,精装,505.0,1
五棵松,百朗园,3室1厅,16,2000,155.0,东北,简装,810.0,1
双榆树,双榆树东里,2室1厅,16,1990,62.0,西南,简装,594.0,1
马甸,月季园,4室0厅,20,1997,83.0,东南西北北,简装,590.0,1
田村,田村路甲56号院,3室1厅,6,1982,75.0,南北,毛坯,410.0,0
马连洼,天秀花园古月园,4室2厅,6,2002,191.0,南北,简装,1600.0,1
清河,强佑清河新城,3室1厅,22,2009,128.0,东南,简装,896.0,1
紫竹桥,中海雅园,2室1厅,19,2000,102.0,西南,精装,950.0,1
万柳,阳春光华家园,2室1厅,16,2000,87.0,西南,精装,1168.0,1
清河,观澳园,1室1厅,5,2005,79.0,南,精装,548.0,0
学院路,文成杰座,2室1厅,20,2006,97.0,西,精装,795.0,1
魏公村,航天五院小区,3室1厅,24,2003,121.0,东南,精装,1380.0,1
学院路,逸成东苑,3室2厅,15,2005,131.0,东西,精装,1100.0,1
学院路,清枫华景园,3室1厅,16,2005,129.0,南北,精装,1180.0,1
世纪城,翠叠园,3室2厅,13,2004,162.0,南北,精装,1750.0,1
西三旗,动街区,3室2厅,12,2008,99.0,东南北,简装,568.0,1
西三旗,新康园,2室1厅,32,2003,103.0,西南,精装,549.0,1
西直门,远洋风景,3室2厅,14,2002,160.0,南北,简装,1760.0,1
马连洼,天秀花园古月园,3室2厅,6,2002,157.0,南北,简装,1450.0,1
双榆树,双榆树东里,3室1厅,12,1990,79.0,东南,简装,730.0,1
学院路,文成杰座,1室1厅,20,2006,58.0,北,精装,420.0,1
紫竹桥,三虎桥南路17号院,3室1厅,3,1970,94.0,南,简装,800.0,0
西山,西山美墅馆B区,3室2厅,4,2003,174.0,南北,精装,1550.0,0
五棵松,金沟河17号院,2室1厅,6,1988,61.0,南北,简装,459.0,0
清河,永泰西里,3室1厅,6,2000,69.0,东南北,简装,458.0,0
海淀北部新区,保利西山林语,3室2厅,8,2009,146.0,南北,精装,950.0,1
万寿路,万寿路西街9号,1室1厅,6,1988,43.0,南,精装,530.0,0
中关村,科熙小区,2室1厅,6,1992,62.0,东南,简装,798.0,0
西北旺,百旺茉莉园,3室2厅,9,2008,129.0,南北,简装,1080.0,1
西二旗,铭科苑,3室1厅,6,1997,90.0,南北,精装,535.0,0
六里桥,莲花小区,2室1厅,28,1999,84.0,西南,精装,650.0,1
皂君庙,皂君庙丙4号院,2室1厅,6,1999,60.0,南北,其他,535.0,0
紫竹桥,人济山庄,2室1厅,26,2001,105.0,西,精装,1080.0,1
西北旺,百旺茉莉园,3室2厅,5,2005,175.0,南北,精装,1450.0,0
四季青,金雅园,6室2厅,7,2002,249.0,南北,精装,1900.0,1
四季青,玫瑰御园,3室2厅,11,2005,162.0,南西北,精装,1980.0,1
西直门,交大嘉园,2室1厅,19,2003,82.0,西,简装,799.0,1
西三旗,建材城东一里,2室1厅,7,1996,59.0,东西,其他,365.0,0
