District,Garden,Layout,Floor,Year,Size,Direction,Renovation,Price,Elevator
海淀北部新区,上庄家园西区,2室1厅,6,1997,67.0,南北,简装,350.0,0
西山,西山美墅馆K区,3室2厅,4,2005,171.0,南北,简装,1500.0,3
五道口,中关村三才堂,2室1厅,5,1990,61.0,南北,简装,669.0,0
紫竹桥,财智公馆,1室1厅,16,2004,42.0,西,简装,312.0,1
厂洼,厂洼小区,1室1厅,20,1991,51.0,南,简装,460.0,1
牡丹园,中鑫嘉园,1室1厅,23,2001,72.0,东南,简装,581.0,1
五棵松,今日家园,2室1厅,18,2000,102.0,东,其他,610.0,1
五道口,水清木华园,3室1厅,9,1999,148.0,南北,其他,1780.0,1
万寿路,太平路甲21号院,2室1厅,6,1982,66.0,南,简装,482.0,0
玉泉路,玉海园二里,1室1厅,12,2001,69.0,南,精装,508.0,1
西三旗,北新家园,2室1厅,6,1999,80.0,南北,简装,500.0,0
清河,砂轮厂宿舍,3室2厅,7,1998,99.0,南,精装,530.0,0
定慧寺,阜成路甲52号院,2室1厅,18,1999,81.0,东南南,精装,600.0,1
西三旗,北新家园,2室1厅,6,1999,80.0,南北,简装,500.0,0
海淀北部新区,正源尚峰尚水,3室1厅,9,2012,131.0,南北,精装,800.0,1
五棵松,紫金长安,2室1厅,15,2006,98.0,南北,简装,1185.0,1
马连洼,兰园,2室1厅,6,1996,68.0,南北,简装,515.0,0
双榆树,知春里,3室1厅,18,1988,85.0,西南,精装,890.0,1
海淀北部新区,保利西山林语,1室1厅,8,2010,56.0,东西北,精装,360.0,1
海淀其它,前沙涧路7号院,1室1厅,6,2009,61.0,南,精装,260.0,0
清河,砂轮厂宿舍,2室1厅,5,1988,55.0,南北,简装,360.0,0
西直门,卫生部小区,3室1厅,6,1986,65.0,南北,其他,620.0,0
马连洼,梅园,3室1厅,6,1995,85.0,东南北,精装,620.0,3
紫竹桥,七贤村,1室1厅,15,1994,49.0,南,精装,438.0,1
西二旗,智学苑,2室1厅,6,2000,88.0,南北,其他,550.0,0
清河,621小区,2室1厅,6,1992,55.0,东南,简装,435.0,3
圆明园,北河沿,3室1厅,7,2000,92.0,南北,其他,1066.0,0
苏州桥,海淀大街25号,2室1厅,6,1990,57.0,东南,其他,500.0,3
公主坟,翠微东里,2室1厅,6,1988,64.0,南北,精装,555.0,0
小西天,红联北村,2室1厅,16,1991,49.0,东,简装,410.0,1
万柳,万泉新新家园,2室1厅,9,2000,85.0,南北,其他,1250.0,1
万寿路,万寿园,1室1厅,19,1999,67.0,南,精装,750.0,1
学院路,清枫华景园,2室1厅,18,2004,85.0,东,其他,670.0,1
苏州桥,艾瑟顿,1室1厅,20,2006,75.0,南,精装,505.0,1
知春路,宏嘉丽园,2室1厅,25,2001,113.0,东,精装,1030.0,1
马连洼,兰园,3室1厅,6,1997,93.0,东南西北,简装,558.0,3
五道口,华清嘉园,3室1厅,18,2000,90.0,东北,简装,1120.0,1
清河,水木天成,2室1厅,28,2005,69.0,南,简装,455.0,1
知春路,太阳园,2室1厅,22,2001,102.0,东东南,其他,1020.0,1
甘家口,建设部大院,2室1厅,6,1991,59.0,南北,简装,570.0,0
苏州桥,稻香园,1室1厅,20,1992,63.0,南,简装,620.0,1
万柳,阳春光华家园,3室1厅,16,2000,125.0,东北,毛坯,1150.0,1
世纪城,远大园五区,3室1厅,12,2002,179.0,南北,其他,1680.0,1
双榆树,双榆树东里,2室1厅,12,1996,63.0,东,简装,560.0,1
上地,上地东里,3室2厅,6,1996,108.0,南北,精装,1170.0,0
魏公村,韦伯豪家园,2室1厅,16,2001,105.0,南北,简装,980.0,0
四季青,郦城二区,3室2厅,12,2003,134.0,东南北,精装,1260.0,1
西三旗,育新花园,3室0厅,22,1996,74.0,南,简装,598.0,1
紫竹桥,华澳中心,3室2厅,21,1997,201.0,西南,精装,1400.0,1
苏州桥,海淀南路30号院,2室1厅,7,1994,65.0,南,精装,640.0,0
上地,上地东里,2室1厅,6,1993,60.0,南北,简装,770.0,0
世纪城,春荫园,2室2厅,12,2004,127.0,南北,简装,1300.0,1
苏州桥,苏州街77号院,2室1厅,6,1987,57.0,南北,精装,528.0,0
万柳,蜂鸟家园,2室1厅,16,2004,80.0,西南,精装,1180.0,1
万柳,锋尚国际,3室1厅,18,2003,139.0,东南,简装,2068.0,1
知春路,罗庄西里,2室1厅,18,1998,81.0,东南,毛坯,620.0,1
军博,铁医新楼,2室1厅,6,1974,50.0,南北,简装,350.0,0
四季青,郦城三区,2室2厅,12,2005,98.0,南,精装,986.0,1
万柳,新起点嘉园,2室2厅,20,2003,124.0,西南,简装,1300.0,1
西三旗,育新花园,3室0厅,22,1996,74.0,南,简装,598.0,1
紫竹桥,华澳中心,3室2厅,21,1997,201.0,西南,精装,1400.0,1
甘家口,景王坟,1室1厅,18,1990,54.0,东南,精装,460.0,1
五道口,清华园铁路宿舍,2室1厅,6,1982,55.0,东北,精装,600.0,3
双榆树,青云北区,3室1厅,6,1990,55.0,南北,其他,580.0,0
清河,强佑清河新城,1室1厅,27,2009,56.0,东北,其他,395.0,1
西北旺,景和园,2室1厅,6,2011,74.0,南北,精装,590.0,1
皂君庙,双榆树南里二区,2室1厅,24,1992,50.0,东,精装,475.0,1
新街口,文慧北园,1室1厅,6,1985,36.0,南,简装,345.0,0
西三旗,五机床厂宿舍,3室1厅,5,1974,83.0,南北,精装,435.0,0
世纪城,远大园二区,2室1厅,17,2002,125.0,西南,精装,1150.0,1
清河,橡树湾,2室2厅,20,2011,99.0,西南,精装,855.0,1
清河,永泰园,3室1厅,6,2002,84.0,南北,精装,650.0,0
知春路,锦秋知春,1室1厅,26,2003,92.0,西,精装,850.0,1
五道口,展春园,1室1厅,6,1984,41.0,南,简装,370.0,0
五棵松,北太平路16号院,1室1厅,6,1986,42.0,南,简装,470.0,0
紫竹桥,机械研究院西区,2室1厅,5,1985,67.0,东南北,简装,620.0,3
四季青,曙光花园,2室2厅,17,1999,112.0,西南,精装,870.0,1
西北旺,五矿万科如园,4室2厅,10,2013,287.0,南北,精装,2500.0,1
新街口,文慧园,1室1厅,20,2001,49.0,南,精装,445.0,1
双榆树,满庭芳园,3室2厅,24,1999,132.0,西,简装,1160.0,1
玉泉路,玉阜嘉园,2室1厅,12,2003,92.0,东北,精装,660.0,1
公主坟,万寿路12号院,2室1厅,6,1995,63.0,南北,简装,620.0,0
知春路,蓟门东里,2室1厅,16,1987,65.0,西南,简装,550.0,1
二里庄,志新村,2室1厅,6,1989,59.0,南北,精装,500.0,0
二里庄,科技大学,2室1厅,5,1981,53.0,南北,简装,450.0,0
西直门,时代之光名苑,1室1厅,16,2001,64.0,西北,精装,470.0,1
田村,绿谷雅园,6室2厅,5,2004,253.0,南北,其他,1266.0,1
安宁庄,安宁里南区,1室1厅,7,2000,55.0,南北,简装,368.0,0
六里桥,海淀九号,1室1厅,35,2012,66.0,东,精装,495.0,1
二里庄,志新村,2室1厅,18,1992,73.0,西南,精装,588.0,1
紫竹桥,人济山庄,2室1厅,26,2003,82.0,西,精装,960.0,1
小西天,今典花园,2室2厅,25,2002,90.0,西南,精装,898.0,1
西北旺,五矿万科如园,4室2厅,10,2013,287.0,南北,精装,2500.0,1
新街口,德胜门西大街甲5号,1室1厅,6,1983,42.0,南北,精装,410.0,0
清河,清缘里中区,2室1厅,13,2003,82.0,东南,精装,495.0,1
西直门,卫生部小区,2室1厅,6,1986,59.0,东南北,精装,592.0,3
学院路,城华园,2室1厅,6,1998,78.0,东西,其他,600.0,0
双榆树,满庭芳园,5室3厅,24,1999,222.0,西南,简装,1450.0,1
甘家口,甘家口小区,2室1厅,6,1982,61.0,南北,简装,545.0,0
马连洼,梅园甲,2室1厅,6,2000,91.0,东西,精装,618.0,0
四季青,绿波漫板,2室2厅,7,2003,119.0,南北,其他,1265.0,1
公主坟,翠微路4号,2室1厅,6,1989,58.0,东西,简装,510.0,0
五棵松,万地名苑,3室1厅,13,2001,144.0,东北,其他,767.0,1
白石桥,动物园宿舍,2室1厅,6,1988,53.0,南北,其他,458.0,0
苏州桥,万泉庄小区,2室1厅,6,1991,62.0,南北,其他,625.0,0
万柳,蜂鸟家园,1室1厅,16,2004,47.0,北,简装,643.0,1
西北旺,西山壹号院,4室3厅,6,2013,435.0,南北,精装,3500.0,1
五棵松,复兴路79号院,3室1厅,6,1986,101.0,南北,简装,760.0,1
甘家口,海赋国际,4室1厅,14,2006,196.0,南北,精装,1900.0,1
马连洼,天秀花园安和园,2室2厅,6,2000,78.0,南北,精装,685.0,0
五道口,中关村北一条,2室1厅,6,1981,62.0,南北,简装,756.0,0
马甸,北三环中路43号院,3室1厅,6,1992,85.0,南北,其他,652.0,0
西二旗,领秀硅谷,3室2厅,10,2004,144.0,南北,精装,998.0,1
苏州桥,万泉庄小区,2室1厅,6,1991,62.0,南北,其他,625.0,0
甘家口,高第小区,2室1厅,16,2005,67.0,北,精装,640.0,1
白石桥,富海中心,2室1厅,21,2004,123.0,西南,简装,980.0,1
清河,金隅美和园东区,2室1厅,6,2008,72.0,南北,简装,470.0,0
甘家口,甘家口8号院,3室1厅,4,1956,85.0,东西,简装,640.0,0
学院路,逸成东苑,3室1厅,15,2005,155.0,南北,精装,1500.0,1
甘家口,海赋国际,4室1厅,14,2006,196.0,南北,精装,1900.0,1
皂君庙,皂君庙14号院,2室1厅,6,1997,78.0,南北,简装,760.0,0
魏公村,韦伯豪家园,2室2厅,23,2001,102.0,东南,简装,1000.0,1
紫竹桥,车道沟东里,3室1厅,16,1986,87.0,南,精装,790.0,1
海淀北部新区,冠城大通百旺府,3室2厅,6,2010,121.0,南北,精装,860.0,0
中关村,东南小区,3室1厅,11,1997,125.0,南北,精装,1580.0,1
定慧寺,西钓鱼台嘉园,3室2厅,26,2006,150.0,西南东北,精装,1580.0,1
中关村,科育小区,3室1厅,4,1973,92.0,南北,其他,1160.0,0
白石桥,富海中心,2室1厅,21,2004,123.0,西南,简装,980.0,1
学院路,城华园,2室1厅,27,2002,66.0,西,精装,435.0,1
牡丹园,花园东路14号院,2室1厅,6,1987,54.0,南,精装,470.0,0
厂洼,厂洼小区,3室1厅,20,1990,84.0,西南,精装,780.0,1
清河,砂轮厂宿舍,2室1厅,5,1986,76.0,南北,精装,440.0,0
知春路,罗庄南里,2室1厅,6,1986,55.0,南,简装,510.0,0
上地,上地东里,3室2厅,6,1993,116.0,西南,精装,1060.0,0
马连洼,天秀花园澄秀园,2室1厅,6,2007,75.0,东西北,简装,510.0,0
万寿路,万寿路西街12号院,2室1厅,6,1985,60.0,南北,简装,638.0,0
海淀北部新区,三嘉信苑,2室1厅,7,2011,65.0,南,其他,260.0,1
五道口,东王庄,2室1厅,6,1995,62.0,南北,精装,558.0,0
五棵松,紫金长安,2室1厅,15,2005,86.0,东西,简装,1000.0,1
西三旗,轮胎厂宿舍,2室1厅,6,1995,58.0,南北,精装,369.0,0
西三旗,新康园,2室1厅,32,2003,87.0,东南北,精装,480.0,1
中关村,中关村,1室1厅,6,1995,47.0,西,简装,560.0,0
苏州桥,小南庄社区,1室1厅,6,1995,50.0,南北,简装,480.0,0
五道口,展春园,2室1厅,6,1985,64.0,南北,精装,520.0,0
苏州桥,友谊社区,2室1厅,6,1999,81.0,南北,简装,800.0,0
新街口,电车厂宿舍,2室1厅,6,1983,53.0,南北,毛坯,466.0,0
学院路,文成杰座,2室1厅,20,2006,120.0,东南,简装,988.0,1
中关村,中关村发育所,3室1厅,5,1990,82.0,南北,精装,943.0,0
清河,宝盛北里,2室1厅,6,2003,102.0,南北,精装,650.0,0
公主坟,翠微北里,2室1厅,24,1989,57.0,东南,简装,550.0,1
定慧寺,阜成路49号院,2室1厅,6,1982,56.0,南北,精装,500.0,0
小西天,红联北村,1室1厅,6,1992,44.0,东,精装,380.0,3
学院路,城华园,1室1厅,27,2002,68.0,北,简装,430.0,1
二里庄,二里庄小区,2室1厅,6,1993,55.0,东南西北,精装,460.0,3
西三旗,新康园,1室1厅,32,2003,67.0,北,简装,390.0,1
圆明园,芙蓉里,2室1厅,5,1984,64.0,南北,精装,625.0,0
小西天,红联北村,2室0厅,16,1993,43.0,西,精装,360.0,1
紫竹桥,昌运宫,1室1厅,13,1994,58.0,东,简装,465.0,1
西三旗,新康园,2室1厅,32,2003,87.0,东南北,精装,480.0,1
公主坟,普惠南里,2室1厅,20,1989,65.0,东南,简装,540.0,1
西三旗,轮胎厂宿舍,2室1厅,6,1995,58.0,南北,精装,369.0,0
定慧寺,阜成路甲52号院,2室2厅,18,1999,92.0,东西,简装,650.0,1
万柳,碧水云天,3室1厅,14,2004,150.0,南,精装,2000.0,1
世纪城,鲁艺上河村三区,4室2厅,11,2006,263.0,南北,精装,3750.0,1
五道口,水清木华园,2室1厅,18,2000,121.0,南,精装,1130.0,1
小西天,文慧园北路甲6号院,3室1厅,6,1998,92.0,南北,精装,1050.0,0
世纪城,远大园一区,3室2厅,11,2001,164.0,南北,简装,1650.0,1
世纪城,远大园四区,3室1厅,16,2000,119.0,东北,精装,1050.0,1
西三旗,五机床厂宿舍,2室0厅,6,1995,59.0,南北,其他,305.0,0
马连洼,菊园,2室1厅,6,1995,60.0,南北,毛坯,435.0,0
学院路,竹溪园,4室1厅,5,2001,190.0,南北,精装,2000.0,3
清河,永泰园,3室2厅,6,2000,109.0,南北,其他,690.0,0
海淀北部新区,北分厂,2室1厅,6,1996,66.0,南北,简装,385.7,0
清河,永泰东里,3室1厅,6,1996,70.0,南西北,简装,479.0,0
西二旗,智学苑,3室2厅,24,2002,126.0,南西北,精装,630.0,1
西三旗,建材城东二里,2室1厅,6,2002,80.0,南北,精装,455.0,0
甘家口,花园村小区,2室1厅,5,1980,65.0,南北,精装,560.0,0
四季青,盲人学校家属楼,2室1厅,6,1985,62.0,南北,精装,490.0,0
海淀其它,前沙涧路7号院,1室1厅,6,2009,59.0,东,精装,260.0,2
海淀北部新区,北辰香麓,4室2厅,6,2009,263.0,南北,精装,1280.0,1
西山,香山煤厂街27号院,2室1厅,4,1981,54.0,南北,简装,290.0,0
马连洼,兰园,3室1厅,6,1998,94.0,南西北,简装,650.0,0
学院路,清枫华景园,1室1厅,15,2005,73.0,南西,精装,560.0,1
牡丹园,塔院小区,1室1厅,18,1988,43.0,南,精装,388.0,1
苏州桥,稻香园,2室1厅,6,1992,61.0,东西,简装,600.0,0
马甸,马甸西路,1室1厅,6,1982,46.0,南,精装,375.0,0
玉泉路,玉海园二里,2室1厅,5,2000,78.0,东南,精装,570.0,3
清河,清河文苑,3室2厅,22,2001,137.0,东,其他,710.0,1
西三旗,建材城东二里,2室1厅,6,2002,80.0,南北,精装,455.0,0
清河,永泰东里,3室1厅,6,1996,70.0,南西北,简装,479.0,0
世纪城,晨月园,2室1厅,17,2007,76.0,东南,精装,845.0,1
中关村,东南小区,3室1厅,11,1997,124.0,南北,精装,1398.0,1
二里庄,健翔园,2室1厅,24,2000,79.0,东南北,精装,620.0,1
知春路,太阳园,2室1厅,26,2001,105.0,南,其他,1200.0,1
小西天,志强北园,2室1厅,5,1980,54.0,南北,精装,486.0,0
紫竹桥,北洼路25号院,3室2厅,6,1997,117.0,南北,简装,936.0,0
白石桥,学院南路72号院,2室1厅,16,1992,66.0,南,精装,595.0,1
苏州桥,稻香园西里,3室1厅,14,1990,75.0,西南,其他,754.0,1
知春路,罗庄西里,2室1厅,18,1997,81.0,西南,精装,650.0,1
上地,当代城市家园,3室2厅,11,2002,140.0,南北,简装,968.0,1
苏州桥,稻香园,2室1厅,6,1992,61.0,东西,简装,600.0,0
海淀北部新区,保利西山林语,1室1厅,8,2008,72.0,南,精装,480.0,1
五道口,中关村北一条,3室1厅,5,1993,81.0,南北,简装,820.0,0
学院路,林大北路9号院,3室1厅,6,1989,82.0,南北,精装,720.0,0
学院路,双清路14号院,2室2厅,15,1998,74.0,东南,精装,580.0,1
公主坟,柳林馆,3室1厅,16,1985,72.0,东北,简装,650.0,1
公主坟,柳林馆,3室1厅,24,1990,73.0,东西北,精装,730.0,1
万柳,碧水云天,3室1厅,13,2003,141.0,南,精装,2100.0,1
双榆树,知春里,2室1厅,18,1988,63.0,东南,精装,580.0,1
西北旺,五矿万科如园,3室3厅,10,2013,226.0,南北,精装,2099.0,1
中关村,东南小区,3室1厅,11,1997,124.0,南北,精装,1398.0,1
紫竹桥,三虎桥南路12号院,3室1厅,5,1980,83.0,南北,简装,733.0,0
万柳,碧水云天,3室1厅,13,2003,148.0,南北,精装,2300.0,1
五道口,中关村北一条,3室1厅,5,1993,81.0,南北,简装,820.0,0
知春路,蓟门北里,3室1厅,6,1982,56.0,南北,精装,466.0,0
海淀北部新区,保利西山林语,1室1厅,8,2010,55.0,东西北,精装,480.0,1
公主坟,柳林馆,3室1厅,24,1990,73.0,东西北,精装,730.0,1
牡丹园,中鑫嘉园,2室1厅,26,2004,71.0,西南,精装,580.0,1
清河,毛纺厂南小区,2室1厅,6,1996,70.0,南北,精装,465.0,0
双榆树,知春里,2室1厅,18,1988,63.0,东南,精装,580.0,1
万柳,碧水云天,3室1厅,13,2003,141.0,南,精装,2100.0,1
海淀北部新区,冠城大通百旺府,3室1厅,11,2007,126.0,南北,精装,750.0,1
世纪城,远大园六区,3室2厅,16,2000,172.0,南西南,简装,1650.0,1
马甸,钟表南园,3室1厅,6,1988,73.0,东西,简装,599.0,0
海淀北部新区,保利西山林语,1室1厅,8,2010,55.0,东西北,精装,480.0,1
知春路,蓟门北里,3室1厅,6,1982,56.0,南北,精装,466.0,0
小西天,今典花园,2室1厅,20,1999,123.0,东南,精装,1200.0,1
五道口,圆明园东里,2室1厅,5,1993,65.0,南北,精装,635.0,0
知春路,太阳园,2室1厅,30,2001,109.0,东南,简装,1090.0,1
马连洼,兰园,3室2厅,6,1996,85.0,东南北,简装,550.0,3
清河,莱圳家园,1室1厅,16,2012,70.0,西,精装,500.0,1
西北旺,东旭园,3室1厅,6,1998,101.0,南北,精装,640.0,0
公主坟,羊坊店路3号院,2室1厅,5,1988,71.0,南北,精装,640.0,0
紫竹桥,中海紫金苑,2室2厅,12,2002,182.0,南北,精装,2000.0,1
牡丹园,塔院小区,3室1厅,6,1993,77.0,南北,简装,690.0,0
清河,毛纺厂南小区,2室1厅,6,1988,60.0,南北,精装,380.0,0
甘家口,中海馥园,6室2厅,22,2003,277.0,南北,简装,2150.0,1
玉泉路,玉海园二里,2室1厅,12,2001,98.0,南西,简装,700.0,1
苏州桥,小南庄社区,2室1厅,6,1982,54.0,东西,其他,480.0,0
公主坟,翠微南里,3室1厅,5,1988,69.0,南北,精装,670.0,0
西直门,天兆家园,2室1厅,22,2003,118.0,南,精装,1300.0,1
北太平庄,花园路18号院,2室1厅,12,1998,70.0,东西,简装,580.0,1
清河,永泰东里,2室1厅,6,1998,57.0,南北,精装,395.0,0
知春路,罗庄西里,2室1厅,18,1997,84.0,东南,简装,680.0,1
紫竹桥,车道沟东里,2室1厅,16,1986,62.0,南,精装,540.0,1
西北旺,润千秋佳苑,2室1厅,9,2005,80.0,东西,其他,650.0,1
北太平庄,黄亭子小区,1室1厅,18,1998,49.0,东北,简装,435.0,1
万柳,万泉新新家园,3室2厅,6,2000,143.0,南北,精装,2100.0,1
白石桥,大慧寺21号院,2室1厅,16,1992,62.0,西南,简装,575.0,1
清河,高巢,1室0厅,15,2005,48.0,南,精装,320.0,1
五棵松,六建,3室1厅,14,1980,78.0,南北,简装,700.0,1
安宁庄,动力厂宿舍,2室1厅,6,1983,62.0,南,精装,410.0,0
万柳,光大水墨风景,3室2厅,16,2005,150.0,南北,简装,2400.0,1
定慧寺,八里庄北里,2室1厅,6,1997,54.0,南北,其他,454.0,0
牡丹园,塔院小区,3室1厅,14,1992,80.0,南北,其他,708.0,1
苏州桥,友谊社区,2室1厅,14,1992,61.0,南,其他,500.0,1
定慧寺,恩济花园,2室2厅,6,1990,88.0,南北,精装,750.0,0
苏州桥,友谊社区,2室1厅,14,1992,61.0,南,其他,500.0,1
二里庄,石油大院,3室2厅,6,1992,95.0,南北,其他,795.0,0
甘家口,西三环北路86号院,2室1厅,12,1998,90.0,东西,精装,860.0,1
万寿路,复兴路63号,2室1厅,9,1990,71.0,南北,简装,666.0,1
西北旺,五矿万科如园,4室3厅,10,2015,266.0,东南北,精装,2300.0,1
上地,怡美家园,2室1厅,9,2001,111.0,南北,精装,755.0,0
紫竹桥,车道沟南里,2室1厅,6,1984,57.0,东西,精装,470.0,0
世纪城,远大园五区,2室1厅,16,2001,129.0,西南,精装,1290.0,1
学院路,城华园,3室1厅,27,2002,93.0,西南,精装,732.0,1
五道口,华清嘉园,2室1厅,18,2001,66.0,北,精装,780.0,1
北太平庄,庚坊国际,2室1厅,16,2005,105.0,东北,精装,855.0,1
五道口,水清木华园,3室2厅,9,2000,169.0,南北,精装,1700.0,1
公主坟,颐源居二期,2室1厅,28,2001,102.0,东南,精装,990.0,1
四季青,诚品建筑,4室2厅,14,2004,195.0,南北,精装,1850.0,1
玉泉路,玉阜嘉园,3室2厅,12,2002,130.0,南,简装,900.0,1
万柳,光大水墨风景,3室2厅,16,2005,150.0,南北,简装,2400.0,1
西三旗,沁春家园,3室1厅,21,2004,116.0,南,精装,680.0,1
上地,上地东里,4室2厅,6,1993,139.0,南北,其他,1480.0,0
西二旗,领秀新硅谷1号院,3室1厅,6,2010,87.0,南北,简装,780.0,0
五道口,展春园,3室1厅,6,1987,67.0,南北,简装,550.0,0
五道口,水清木华园,3室2厅,9,2000,169.0,南北,精装,1700.0,1
西北旺,润千秋佳苑,3室2厅,9,2005,130.0,南北,精装,1090.0,1
甘家口,阜光里小区,3室1厅,14,1998,114.0,东西,精装,1016.0,1
马连洼,兰园,2室1厅,6,1998,71.0,南北,精装,560.0,0
世纪城,远大园四区,2室2厅,16,2000,108.0,东南,精装,1220.0,1
甘家口,后白堆子,3室1厅,6,1989,77.0,南北,精装,772.0,0
知春路,罗庄西里,1室1厅,18,1998,60.0,南,简装,500.0,1
西直门,舒至嘉园,3室1厅,19,2003,150.0,东南,精装,1270.0,1
西二旗,智学苑,2室1厅,6,1999,64.0,南北,精装,480.0,0
西三旗,富力桃园A区,2室1厅,20,2008,89.0,西北,精装,556.0,1
学院路,林大北路9号院,2室1厅,6,1989,60.0,南,精装,490.0,0
学院路,海丰园公寓,3室1厅,12,2001,135.0,东西,精装,950.0,1
知春路,知春嘉园,2室1厅,19,1997,75.0,西南,其他,710.0,1
双榆树,双榆树北里,2室1厅,6,1982,54.0,南北,简装,600.0,0
西山,西山美墅馆A区,3室2厅,4,2003,161.0,南北,简装,1610.0,3
马连洼,菊园,3室1厅,6,1997,82.0,东南北,精装,620.0,3
牡丹园,花园北路乙28号院,2室1厅,6,1985,46.0,东北,精装,410.0,3
知春路,太月园,3室1厅,18,1999,138.0,西南北,精装,1080.0,1
苏州桥,友谊社区,2室1厅,6,1999,60.0,南,简装,560.0,0
西三旗,富力桃园C区,2室1厅,21,2009,91.0,南北,精装,559.0,1
西三旗,润生园,2室1厅,18,2008,75.0,南北,精装,446.0,1
西三旗,常秀家园,2室1厅,6,1994,61.0,南北,简装,380.0,0
西三旗,新康园,2室1厅,5,1999,99.0,东西,精装,580.0,0
西三旗,动街区,2室1厅,12,2008,93.0,东西北,精装,520.0,1
新街口,文慧园,1室1厅,20,2002,38.0,南,精装,380.0,1
苏州桥,小南庄社区,2室2厅,6,1993,102.0,南北,简装,1028.0,1
公主坟,水利新宿舍,2室1厅,28,2012,78.0,东南,精装,746.0,1
中关村,空间物理所小区,3室1厅,6,1994,83.0,南北,精装,1030.0,0
西三旗,新康园,3室1厅,24,2002,156.0,东南西,精装,798.0,1
四季青,美丽西园,3室2厅,6,1998,104.0,南北,精装,798.0,0
西三旗,富力桃园C区,3室2厅,20,2009,156.0,南北,精装,1100.0,1
学院路,清华东路27号院,2室1厅,7,1995,62.0,南北,简装,490.0,0
牡丹园,花园北路乙28号院,3室1厅,6,1985,69.0,南北,简装,620.0,0
五道口,厢白旗甲2号院,2室1厅,6,1999,73.0,南北,精装,650.0,0
西直门,舒至嘉园,3室1厅,19,2003,150.0,东南,精装,1270.0,1
西二旗,智学苑,2室1厅,6,1999,64.0,南北,精装,480.0,0
西三旗,富力桃园A区,2室1厅,20,2008,89.0,西北,精装,556.0,1
知春路,锦秋知春,3室2厅,26,2003,133.0,西,精装,1450.0,1
海淀北部新区,保利西山林语,2室1厅,8,2011,90.0,南北,精装,575.0,1
清河,清景园,2室1厅,13,2004,98.0,南北,简装,640.0,1
万寿路,万寿路15号院,3室1厅,6,1995,89.0,南北,其他,980.0,0
二里庄,石油大院,1室1厅,16,1992,46.0,北,精装,390.0,1
新街口,索家坟,2室1厅,5,1981,50.0,南,精装,460.0,0
清河,雪梨澳乡E区,5室2厅,3,2007,291.0,南北,精装,2080.0,4
紫竹桥,颐安嘉园,4室2厅,9,2000,194.0,南北,简装,1780.0,1
清河,清缘东里,1室0厅,6,2004,40.0,南,简装,345.0,0
四季青,颐慧佳园,2室2厅,6,2007,121.0,南北,简装,1280.0,1
知春路,罗庄东里,2室1厅,6,1993,46.0,南北,精装,410.0,0
万柳,锋尚国际,3室2厅,18,2003,124.0,南西北,其他,1860.0,1
五棵松,国家计委宿舍,3室1厅,16,1989,73.0,南西,简装,690.0,1
玉泉路,玉海园一里,2室1厅,11,1998,70.0,西南,简装,530.0,1
军博,电信小区,2室1厅,6,1992,62.0,南北,精装,480.0,0
甘家口,首师大东校区,2室1厅,18,1999,88.0,东北,简装,920.0,1
清河,永泰园,2室1厅,31,2002,93.0,西,精装,560.0,1
西三旗,新康园,2室1厅,24,2003,118.0,南西北,精装,630.0,1
五棵松,泽丰苑一期,2室1厅,6,2002,92.0,东北,简装,750.0,0
西直门,明光村小区,1室1厅,18,1983,45.0,南,简装,379.0,1
田村,田村37号院,2室1厅,6,1990,65.0,南北,精装,450.0,0
清河,强佑清河新城,2室2厅,27,2009,96.0,西南,精装,672.0,1
白石桥,富海中心,2室1厅,21,2004,128.0,东南,简装,1100.0,1
西三旗,育新花园,3室1厅,6,1995,90.0,南北,精装,699.0,0
清河,海清园,2室1厅,18,2001,88.0,西南,简装,485.0,1
小西天,志强北园,3室1厅,6,1996,98.0,南北,精装,935.0,0
海淀其它,前沙涧路7号院,2室1厅,6,2009,88.0,南北,精装,399.0,0
知春路,罗庄西里,2室1厅,6,1992,63.0,南北,精装,558.0,0
公主坟,羊坊店路3号院,1室1厅,11,1989,49.0,南北,精装,460.0,1
世纪城,远大园六区,3室1厅,6,2000,86.0,南北,精装,880.0,0
定慧寺,八里庄北里,2室1厅,12,1996,73.0,东西,简装,565.0,1
甘家口,甘家口小区,2室1厅,6,1985,52.0,东,简装,449.0,3
清河,芳清园,3室1厅,9,2007,115.0,南北,精装,870.0,1
马连洼,兰园,2室1厅,6,1994,68.0,南北,精装,460.0,0
马连洼,百旺家苑,2室2厅,9,2003,94.0,南北,简装,870.0,1
田村,雅世合金公寓,2室1厅,8,2011,88.0,南北,精装,850.0,1
魏公村,万寿寺北里,2室1厅,5,1982,54.0,南北,精装,468.0,0
海淀北部新区,保利西山林语,3室1厅,8,2011,88.0,南北,精装,550.0,1
海淀北部新区,三嘉信苑,2室1厅,6,2011,62.0,南北,其他,298.0,0
清河,砂轮厂宿舍,2室1厅,7,1998,59.0,南北,简装,369.0,0
西三旗,富力桃园B区,2室2厅,11,2007,93.0,南北,精装,600.0,1
四季青,望福园,3室2厅,6,2000,119.0,南北,精装,1070.0,0
西三旗,新康园,3室2厅,24,2002,173.0,南北,精装,760.0,1
玉泉路,玉海园三里,2室1厅,6,2001,72.0,南北,简装,540.0,0
甘家口,建设部大院,2室1厅,15,1990,57.0,南,精装,610.0,1
紫竹桥,紫竹院南路20号院,2室1厅,6,1985,55.0,东南北,其他,530.0,3
