Direction,District,Elevator,Floor,Garden,Room,Hall,Price,Region,Renovation,Size,Year
南北,旧宫,有电梯,18,富力盛悦居,3,2,609.0,大兴,精装,89,2013
南,西红门,有电梯,17,鸿坤理想城大满贯,2,1,316.0,大兴,简装,66,2010
南北,黄村北,无电梯,6,金惠园三里,1,2,335.0,大兴,精装,67,2005
南北,西红门,有电梯,15,世嘉博苑,2,1,520.0,大兴,精装,88,2009
南,枣园,有电梯,10,兴华园,2,1,420.0,大兴,简装,98,2002
西北,黄村北,有电梯,18,顺驰领海,2,1,445.0,大兴,简装,106,2007
南北,枣园,有电梯,17,马赛公馆,3,1,635.0,大兴,精装,125,2012
南北,大兴其它,有电梯,8,首座御园一期,2,1,370.0,大兴,其他,92,2009
南北,高米店南,有电梯,7,金地仰山,3,1,620.0,大兴,精装,119,2012
南北,亦庄,无电梯,4,金色漫香林二期,5,2,1200.0,大兴,精装,201,2008
南北,旧宫,有电梯,12,清欣园甲区,2,1,430.0,大兴,简装,93,2003
南北,旧宫,有电梯,11,亦庄北岸,3,2,520.0,大兴,精装,99,2008
南北,枣园,无电梯,6,滨河西里,3,1,400.0,大兴,简装,97,1994
西,西红门,有电梯,18,鸿坤理想城大满贯,2,1,310.0,大兴,简装,67,2010
南北,西红门,无电梯,6,九龙家园北区,4,2,660.0,大兴,精装,162,1999
南北,高米店南,无电梯,6,康盛园,2,1,350.0,大兴,简装,82,2001
南北,旧宫,有电梯,11,亦庄北岸,2,2,515.0,大兴,精装,98,2008
北,旧宫,有电梯,11,巧克力城,1,1,269.0,大兴,简装,50,2005
南北,高米店南,无电梯,6,骏城,2,1,424.0,大兴,精装,91,2005
南,黄村火车站,无电梯,6,车站北里,2,1,235.0,大兴,简装,54,1988
南北,枣园,有电梯,18,马赛公馆,2,2,830.0,大兴,其他,99,2012
南北,枣园,无电梯,6,枣园东里,2,1,295.0,大兴,简装,77,1997
南北,西红门,无电梯,6,兴都苑,3,1,380.0,大兴,精装,89,1999
南北,旧宫,有电梯,11,润龙家园,2,1,430.0,大兴,精装,85,2005
南北,观音寺,无电梯,6,观音寺小区,2,1,260.0,大兴,其他,68,1994
南北,旧宫,无电梯,6,美利新世界,3,2,605.0,大兴,精装,147,2004
南北,黄村北,有电梯,15,顺驰领海,3,2,610.0,大兴,简装,107,2005
南北,高米店南,有电梯,11,康盛园,2,1,390.0,大兴,简装,92,2003
东南,枣园,有电梯,17,彩虹新城,2,2,480.0,大兴,精装,93,2007
南北,高米店南,无电梯,6,骏城,2,1,399.0,大兴,精装,84,2004
南,黄村中,有电梯,18,黄村中里,1,1,305.0,大兴,简装,67,2004
南,黄村中,无电梯,5,黄村西里,1,1,205.0,大兴,精装,44,1977
南北,大兴其它,无电梯,6,德茂佳苑,2,1,375.0,大兴,简装,91,2004
南北,黄村中,无电梯,6,三合南里,2,1,289.0,大兴,其他,72,1999
南北,枣园,无电梯,6,枣园小区,2,1,305.0,大兴,其他,71,1994
南北,旧宫,有电梯,18,富力盛悦居,3,1,800.0,大兴,其他,121,2013
南北,大兴其它,有电梯,8,首座御园一期,2,1,320.0,大兴,精装,77,2009
南北,天宫院,有电梯,26,鑫苑鑫都汇,3,1,455.0,大兴,毛坯,97,2015
南北,旧宫,无电梯,6,美然绿色家园,2,1,390.0,大兴,简装,81,2001
南北,高米店南,有电梯,6,金地仰山,4,2,1080.0,大兴,毛坯,180,2012
南北,亦庄,无电梯,4,金色漫香林二期,3,2,780.0,大兴,精装,124,2010
南,旧宫,有电梯,21,朗润园二期,2,1,560.0,大兴,精装,85,2013
南北,枣园,无电梯,6,清源西里,3,1,430.0,大兴,简装,94,1990
南北,枣园,有电梯,6,丽园C区,3,2,520.0,大兴,毛坯,128,2007
南北,旧宫,有电梯,11,芳源里,4,2,850.0,大兴,精装,197,2002
南北,黄村北,有电梯,20,顺驰领海,3,1,780.0,大兴,精装,170,2008
南北,郁花园,有电梯,12,郁花园一里,2,2,475.0,大兴,简装,111,2001
南北,旧宫,有电梯,12,清欣园,2,1,410.0,大兴,简装,91,2003
东西,西红门,有电梯,9,宏大中园,2,1,419.0,大兴,精装,98,2006
南北,西红门,无电梯,6,瑞海家园三区,3,1,512.0,大兴,精装,124,2004
南北,观音寺,无电梯,6,海子角东里,3,1,280.0,大兴,简装,83,1995
南北,旧宫,有电梯,11,美然绿色家园,2,2,465.0,大兴,精装,99,2001
南北,西红门,无电梯,6,兴海家园星苑,3,1,525.0,大兴,简装,109,2004
南北,西红门,有电梯,18,鸿坤理想城礼域府,3,1,847.0,大兴,精装,141,2011
南北,大兴其它,无电梯,6,德茂小区,2,1,265.0,大兴,简装,64,1994
南北,黄村中,有电梯,15,时代龙和,2,2,475.0,大兴,精装,100,2007
南北,高米店南,无电梯,5,兴涛社区,3,2,540.0,大兴,精装,114,1998
北,旧宫,无电梯,5,宣颐家园,2,1,249.0,大兴,简装,42,2003
南北,西红门,无电梯,6,金荣园,2,1,245.0,大兴,简装,62,1998
南北,黄村火车站,无电梯,6,林校北里,3,1,312.0,大兴,简装,78,1993
南,西红门,有电梯,21,鸿坤理想城礼域府,2,1,500.0,大兴,精装,92,2012
东西北,西红门,无电梯,6,同福园,2,1,260.0,大兴,简装,73,1998
南北,枣园,有电梯,13,兴城丽源,2,2,340.0,大兴,其他,83,2009
东北,黄村北,有电梯,18,顺驰领海,2,1,458.0,大兴,简装,106,2007
南北,亦庄,有电梯,8,金色漫香林二期,2,1,540.0,大兴,简装,89,2008
南北,旧宫,无电梯,7,灵秀山庄,2,1,415.0,大兴,简装,82,2003
南北,枣园,有电梯,12,那尔水晶城,2,1,500.0,大兴,精装,99,2005
南北,郁花园,无电梯,7,郁花园一里,2,2,410.0,大兴,精装,83,1996
南北,枣园,有电梯,11,彩虹新城,3,2,650.0,大兴,精装,119,2007
南北,高米店南,有电梯,24,新里.西斯莱公馆,4,2,1020.0,大兴,精装,186,2010
南北,高米店南,有电梯,24,新里.西斯莱公馆,4,2,1000.0,大兴,精装,186,2010
南北,西红门,有电梯,16,宏大南园,3,2,580.0,大兴,毛坯,143,2006
南北,大兴其它,有电梯,16,兴海园,2,1,370.0,大兴,简装,95,2004
南北,黄村中,有电梯,12,清澄名苑北区,3,2,760.0,大兴,精装,152,2005
南北,枣园,无电梯,6,清源西里,2,1,275.0,大兴,精装,55,1992
东西,观音寺,无电梯,6,观音寺南里,1,1,240.0,大兴,简装,67,2000
东北,黄村北,有电梯,15,顺驰领海,1,1,330.0,大兴,其他,64,2007
南北,高米店南,有电梯,7,原生墅,3,2,790.0,大兴,精装,152,2008
南北,枣园,无电梯,6,枣园小区,2,1,300.0,大兴,简装,66,1994
南,西红门,有电梯,15,世嘉博苑,2,1,500.0,大兴,精装,84,2009
南西,枣园,有电梯,18,彩虹新城,2,1,440.0,大兴,精装,91,2007
南北,旧宫,有电梯,10,云龙家园,2,1,309.0,大兴,简装,61,2004
南北,枣园,无电梯,6,滨河东里,2,1,270.0,大兴,简装,71,1985
南北,高米店南,有电梯,6,原生墅,3,1,800.0,大兴,精装,152,2008
南北,旧宫,无电梯,6,芳源里,2,2,422.0,大兴,简装,93,2004
南北,高米店南,无电梯,6,康盛园,2,1,350.0,大兴,精装,81,1997
南北,旧宫,无电梯,6,清和园,3,1,390.0,大兴,精装,91,1995
南,大兴开发区,无电梯,7,泰中花园,3,1,440.0,大兴,简装,120,1999
南北,郁花园,无电梯,6,双高花园,3,1,550.0,大兴,简装,124,2004
南北,观音寺,有电梯,9,观音寺新区,2,1,400.0,大兴,简装,92,2002
东西,黄村火车站,无电梯,6,林校北里,2,1,228.0,大兴,简装,55,1983
南北,旧宫,有电梯,6,宣颐家园,2,1,460.0,大兴,简装,92,2002
南北,旧宫,有电梯,15,亦庄北岸,2,1,410.0,大兴,简装,86,2008
南北,西红门,无电梯,6,兴海家园月苑,2,1,410.0,大兴,毛坯,78,2006
南北,旧宫,有电梯,11,巧克力城,2,1,428.0,大兴,简装,86,2005
东,枣园,有电梯,12,首邑溪谷,2,1,299.0,大兴,精装,38,2013
南北,旧宫,无电梯,7,灵秀山庄,3,2,465.0,大兴,精装,97,2003
西北,枣园,有电梯,12,彩虹新城,1,1,310.0,大兴,简装,60,2006
南北,枣园,有电梯,13,首邑上城,2,2,485.0,大兴,简装,98,2007
西北,西红门,有电梯,18,鸿坤理想城大满贯,1,1,305.0,大兴,精装,63,2010
南北,旧宫,有电梯,11,巧克力城,2,1,432.0,大兴,简装,86,2005
南北,观音寺,无电梯,6,观音寺北里,3,1,320.0,大兴,精装,80,1996
南北,西红门,无电梯,6,同兴园,2,1,295.0,大兴,简装,74,1997
南北,西红门,有电梯,15,鸿坤理想城礼域府,2,1,547.0,大兴,精装,91,2011
南北,黄村中,无电梯,6,永华北里,2,1,337.0,大兴,其他,78,1996
南北,西红门,有电梯,16,宏大中园,3,2,575.0,大兴,简装,143,2006
南北,枣园,有电梯,15,首邑上城,2,1,520.0,大兴,简装,99,2007
南北,郁花园,无电梯,7,郁花园一里,5,2,490.0,大兴,简装,129,1996
南北,黄村北,无电梯,6,青岛嘉园,6,2,880.0,大兴,精装,231,2002
南北,黄村北,有电梯,9,顺驰领海,3,2,646.0,大兴,精装,123,2010
南北,旧宫,无电梯,7,灵秀山庄,2,1,420.0,大兴,简装,83,2003
南北,枣园,无电梯,6,滨河西里,2,1,260.0,大兴,其他,60,1991
东南,西红门,有电梯,21,鸿坤理想城礼域府,3,1,750.0,大兴,精装,127,2010
南北,枣园,无电梯,6,滨河西里,2,1,265.0,大兴,其他,56,1991
南北,西红门,无电梯,7,九龙山庄二区,4,2,750.0,大兴,精装,209,1995
南北,西红门,无电梯,6,瑞海家园二区,3,1,570.0,大兴,简装,137,2003
南北,西红门,有电梯,16,宏大北园,2,1,430.0,大兴,简装,105,2006
南,西红门,有电梯,17,鸿坤理想城大满贯,1,1,309.0,大兴,简装,66,2010
南北,西红门,无电梯,6,兴海家园月苑,2,1,399.0,大兴,精装,84,2006
南北,黄村中,有电梯,20,瑞康家园,3,2,550.0,大兴,精装,119,2005
南北,枣园,无电梯,6,清源西里,3,1,335.0,大兴,其他,74,1990
南北,枣园,无电梯,6,枣园小区,2,2,330.0,大兴,精装,77,1997
南北,郁花园,有电梯,18,郁花园三里,3,2,568.0,大兴,简装,118,2009
东西,黄村火车站,无电梯,6,林校北里,2,1,228.0,大兴,简装,55,1983
南北,西红门,无电梯,5,宏盛家园,2,1,325.0,大兴,简装,73,2000
南北,黄村北,无电梯,7,金惠园二里,3,2,440.0,大兴,精装,93,1998
南北,黄村中,有电梯,20,瑞康家园,3,1,550.0,大兴,其他,118,2004
南北,郁花园,无电梯,6,郁花园二里,3,2,580.0,大兴,简装,134,2001
南北,高米店南,无电梯,4,原生墅,2,2,630.0,大兴,精装,119,2004
南,枣园,有电梯,7,兴华园,2,2,430.0,大兴,精装,95,2002
南北,西红门,无电梯,5,宏盛家园,3,2,525.0,大兴,简装,116,2001
南,西红门,有电梯,17,鸿坤理想城大满贯,2,1,335.0,大兴,精装,67,2010
南西北,高米店南,有电梯,15,旭辉御府,3,2,860.0,大兴,精装,161,2012
南北,大兴其它,无电梯,6,隆盛园,2,1,225.0,大兴,简装,86,1998
南北,亦庄,无电梯,4,金色漫香林二期,2,2,730.0,大兴,精装,137,2010
南北,黄村北,有电梯,12,顺驰领海,3,2,850.0,大兴,精装,183,2010
南北,枣园,有电梯,15,首邑溪谷,3,1,345.0,大兴,简装,46,2012
南北,枣园,有电梯,17,彩虹新城,2,1,458.0,大兴,毛坯,88,2009
南北,黄村北,有电梯,15,顺驰领海,3,2,660.0,大兴,简装,132,2011
南北,西红门,无电梯,6,宏盛家园,2,2,409.0,大兴,精装,90,2000
南北,枣园,无电梯,6,滨河西里,2,1,260.0,大兴,其他,60,1991
南西北,旧宫,有电梯,11,亦庄北岸,4,2,730.0,大兴,精装,163,2008
南北,枣园,无电梯,6,滨河东里,2,1,248.0,大兴,简装,57,1988
南,黄村北,有电梯,11,顺驰领海,2,1,470.0,大兴,精装,92,2008
南北,高米店南,有电梯,16,金地仰山,4,2,800.0,大兴,其他,140,2012
南北,大兴其它,有电梯,4,富力丹麦小镇,4,2,555.0,大兴,其他,153,2012
南北,亦庄,有电梯,8,金色漫香林二期,3,2,575.0,大兴,精装,88,2008
南北,西红门,无电梯,6,兴海家园月苑,2,1,380.0,大兴,精装,84,2006
南北,枣园,无电梯,6,清源西里,2,1,255.0,大兴,精装,56,1990
南北,枣园,有电梯,12,彩虹新城,2,1,455.0,大兴,精装,87,2006
南北,西红门,无电梯,6,瑞海家园一区,2,1,415.0,大兴,简装,95,2003
南北,西红门,无电梯,5,宏盛家园,2,1,325.0,大兴,简装,73,2000
东西,枣园,无电梯,6,滨河坊,2,1,320.0,大兴,简装,87,2001
南北,科技园区,无电梯,6,长丰园一区,3,1,312.0,大兴,简装,92,1998
南北,高米店南,有电梯,7,金地仰山,2,1,570.0,大兴,精装,94,2012
南,黄村北,有电梯,27,保利茉莉公馆,2,1,475.0,大兴,其他,87,2010
南北,高米店南,有电梯,15,华润公元九里,4,2,1450.0,大兴,精装,214,2012
南北,高米店南,有电梯,18,新里.西斯莱公馆,3,2,740.0,大兴,精装,125,2010
南北,黄村中,无电梯,6,兴政东里,2,1,255.0,大兴,简装,63,1992
东南,枣园,无电梯,6,清源西里,2,2,258.0,大兴,精装,64,1993
南,西关环岛,有电梯,15,蓝郡国际花园,1,0,278.0,昌平,简装,56,2009
北,天通苑,有电梯,21,公园两栋,2,2,210.0,昌平,简装,32,2011
东,回龙观,有电梯,19,首开智慧社,1,1,150.0,昌平,精装,51,2011
北,回龙观,有电梯,21,东亚上北中心,1,1,140.0,昌平,简装,42,2009
东,立水桥,有电梯,20,润枫欣尚,1,1,180.0,昌平,精装,61,2011
西南,立水桥,无电梯,6,佳运园二期,2,1,430.0,昌平,精装,85,2005
东西,南邵,有电梯,24,龙山跃,3,3,210.0,昌平,精装,58,2006
西南,立水桥,有电梯,30,北方明珠,1,0,260.0,昌平,其他,55,2004
北,回龙观,有电梯,7,北回归线,3,3,270.0,昌平,精装,52,2009
北,立水桥,有电梯,23,奥北南区,2,2,222.0,昌平,精装,55,2008
南北,回龙观,有电梯,12,矩阵二期,5,3,1150.0,昌平,精装,241,2004
北,天通苑,有电梯,21,公园两栋,1,1,125.0,昌平,精装,32,2011
南北,北七家,无电梯,6,燕城苑南区,3,1,335.0,昌平,简装,99,2000
南北,西三旗,无电梯,6,龙乡东区,3,1,415.0,昌平,精装,83,1993
东南北,安宁庄,无电梯,6,金达园,3,1,600.0,昌平,简装,144,1997
东南,南邵,有电梯,14,拓然家苑,2,1,385.0,昌平,精装,112,2000
南,鼓楼大街,有电梯,22,金隅万科城悦嘉公寓,1,1,300.0,昌平,其他,74,2013
南北,南邵,无电梯,6,花雨汀,2,1,347.0,昌平,简装,93,2014
南北,立水桥,有电梯,11,合立方,4,4,360.0,昌平,精装,54,2010
南北,鼓楼大街,有电梯,28,石坊院,2,1,475.0,昌平,简装,130,2010
东南,天通苑,有电梯,32,天通苑东一区,2,1,357.0,昌平,精装,97,2002
南北,回龙观,无电梯,6,龙华园,3,1,405.0,昌平,精装,83,1994
南北,东关,无电梯,6,京科苑,3,2,470.0,昌平,其他,122,1998
南,霍营,有电梯,10,紫金新干线二期,1,0,295.0,昌平,精装,46,2013
南北,天通苑,无电梯,6,天通苑北二区,2,2,480.0,昌平,精装,112,2005
南北,沙河,有电梯,18,北街家园八区,5,1,450.0,昌平,简装,89,2010
南北,回龙观,无电梯,6,龙跃苑东四区,2,1,460.0,昌平,精装,97,2006
西,立水桥,有电梯,27,奥北南区,3,3,290.0,昌平,精装,82,2008
南北,昌平其它,有电梯,15,龙湖滟澜新宸西区,3,2,490.0,昌平,毛坯,124,2015
南北,西关环岛,无电梯,6,静心苑,3,1,350.0,昌平,简装,129,1995
东南,天通苑,有电梯,11,天通苑北一区,2,1,425.0,昌平,简装,112,2004
南,东关,无电梯,6,东关北里小区,1,1,192.8,昌平,简装,44,1992
东,沙河,有电梯,9,北一街8号,3,1,780.0,昌平,其他,185,2006
东西,南邵,有电梯,24,龙山跃,3,3,210.0,昌平,精装,58,2006
南,天通苑,有电梯,9,天通苑本五区,4,2,880.0,昌平,简装,220,2001
南北,回龙观,无电梯,6,龙锦苑六区,3,2,630.0,昌平,简装,139,2003
南北,回龙观,有电梯,6,龙邸,3,2,1250.0,昌平,精装,244,2007
南北,鼓楼大街,无电梯,6,和平家园小区,5,2,420.0,昌平,简装,153,2003
东南北,东关,有电梯,6,北京风景,3,1,510.0,昌平,精装,116,2013
南北,沙河,有电梯,18,北街家园七区,3,1,360.0,昌平,精装,89,2010
西,立水桥,有电梯,20,润枫欣尚,1,1,208.0,昌平,精装,52,2011
东北,立水桥,有电梯,20,润枫欣尚,2,2,230.0,昌平,简装,66,2011
西北,立水桥,有电梯,25,奥北南区,2,2,199.0,昌平,精装,56,2008
南北,南邵,有电梯,12,龙山华府,3,2,505.0,昌平,其他,121,2013
南北,回龙观,无电梯,6,北京人家,3,1,530.0,昌平,精装,118,2003
南北,霍营,无电梯,6,龙锦苑东四区,3,2,488.0,昌平,精装,124,2009
南北,鼓楼大街,无电梯,6,七一宿舍,3,2,378.0,昌平,简装,95,1997
南北,东关,无电梯,5,宁馨苑,2,1,430.0,昌平,简装,119,2001
南北,天通苑,无电梯,6,天通苑中苑,3,1,515.0,昌平,精装,124,2008
南北,北七家,有电梯,8,金色漫香苑,3,1,609.0,昌平,精装,143,2013
东西,回龙观,无电梯,6,田园风光雅苑,2,1,450.0,昌平,其他,88,2006
西南西北北,北七家,无电梯,7,名流花园,2,2,349.0,昌平,精装,93,1998
南北,天通苑,有电梯,7,天通苑中苑,3,2,630.0,昌平,简装,142,2008
南,西关环岛,有电梯,12,建明里小区,2,1,370.0,昌平,简装,115,2005
东南北,鼓楼大街,有电梯,28,金隅万科城,3,1,605.0,昌平,精装,145,2009
南北,鼓楼大街,有电梯,12,和平家园小区,3,1,450.0,昌平,精装,123,2007
南北,霍营,无电梯,6,华龙苑南里,2,1,400.0,昌平,简装,87,1999
南北,东关,有电梯,11,随园,3,2,580.0,昌平,精装,142,2009
南北,昌平其它,无电梯,5,宜山居,4,2,520.0,昌平,其他,157,2013
东南,沙河,有电梯,18,北街家园八区,2,1,310.0,昌平,其他,64,2010
南北,北七家,无电梯,7,名流花园,3,2,380.0,昌平,简装,94,1998
东南,天通苑,有电梯,32,天通苑东一区,2,1,357.0,昌平,精装,97,2002
南北,鼓楼大街,有电梯,14,新新公寓,4,2,730.0,昌平,精装,206,2003
东,立水桥,有电梯,30,北方明珠,1,0,240.0,昌平,简装,55,2004
西,立水桥,有电梯,20,润枫欣尚,2,2,178.0,昌平,精装,56,2011
西,立水桥,有电梯,20,润枫欣尚,3,3,175.0,昌平,精装,54,2011
北,回龙观,有电梯,21,东亚上北中心,2,2,195.0,昌平,其他,55,2009
北,回龙观,有电梯,7,上北鑫座,1,1,145.0,昌平,精装,45,2012
西北,立水桥,有电梯,20,润枫欣尚,2,2,218.0,昌平,精装,63,2011
南,鼓楼大街,无电梯,6,新悦家园,1,0,220.0,昌平,精装,38,2003
南北,天通苑,有电梯,20,东亚奥北中心北区,3,3,265.0,昌平,简装,89,2008
西,回龙观,有电梯,19,首开智慧社,2,2,260.0,昌平,其他,45,2011
东南,回龙观,有电梯,19,首开智慧社,3,3,350.0,昌平,精装,103,2011
北,西三旗,有电梯,23,上奥世纪中心,1,0,275.0,昌平,精装,50,2008
东西,鼓楼大街,无电梯,6,永安里小区,2,2,290.0,昌平,简装,93,1997
南北,鼓楼大街,无电梯,6,永安里小区,3,2,490.0,昌平,精装,140,2001
南北,北七家,无电梯,7,桃园公寓,2,1,300.0,昌平,简装,117,1997
南北,天通苑,有电梯,18,正辰小区,2,1,450.0,昌平,简装,98,2009
南北,鼓楼大街,有电梯,28,石坊院,4,2,735.0,昌平,精装,194,2010
南北,鼓楼大街,无电梯,6,北城根小区,3,2,460.0,昌平,精装,116,1998
东,沙河,有电梯,17,北街家园七区,4,1,330.0,昌平,毛坯,81,2010
南,鼓楼大街,有电梯,23,新新公寓,2,1,475.0,昌平,精装,114,2003
南西北,东关,有电梯,8,北京风景,3,2,650.0,昌平,其他,155,2013
南北,昌平其它,有电梯,17,保利罗兰香谷,3,1,466.0,昌平,精装,91,2012
北,西三旗,有电梯,23,上奥世纪中心,1,0,300.0,昌平,简装,50,2008
南北,鼓楼大街,有电梯,28,金隅万科城,3,1,559.0,昌平,精装,122,2011
南北,沙河,有电梯,18,北街家园八区,5,1,430.0,昌平,简装,89,2010
南北,南邵,有电梯,12,龙山华府,3,1,490.0,昌平,简装,121,2013
南北,鼓楼大街,有电梯,12,和平家园小区,2,2,385.0,昌平,精装,104,2007
南北,回龙观,有电梯,18,融泽嘉园,2,1,440.0,昌平,其他,96,2013
西北,天通苑,有电梯,22,天通苑北一区,2,1,365.0,昌平,简装,99,2004
南北,北七家,无电梯,6,冠雅苑,2,1,260.0,昌平,精装,74,2000
南北,昌平其它,有电梯,11,龙湖滟澜新宸西区,4,0,650.0,昌平,简装,190,2015
南,西关环岛,无电梯,6,静心苑,2,2,300.0,昌平,简装,98,1996
南北,北七家,无电梯,4,西湖新村,3,1,429.0,昌平,精装,134,2000
南北,天通苑,无电梯,6,都市芳园锦湖园,2,2,340.0,昌平,简装,93,2000
南北,回龙观,有电梯,26,金域华府三期,3,2,800.0,昌平,精装,115,2015
南北,回龙观,无电梯,6,龙锦苑五区,3,2,535.0,昌平,其他,121,2005
西,西关环岛,有电梯,15,蓝郡国际花园,1,0,189.0,昌平,其他,41,2009
北,回龙观,有电梯,20,新龙城,1,0,298.0,昌平,简装,46,2007
南,回龙观,有电梯,17,首开国风美唐综合楼,1,1,220.0,昌平,简装,60,2014
西,沙河,有电梯,17,北街家园七区,3,1,308.0,昌平,其他,70,2010
南北,东关,无电梯,4,京科苑,3,2,790.0,昌平,简装,251,2003
南,回龙观,有电梯,28,金域华府二期,2,1,568.0,昌平,其他,82,2014
南北,北七家,有电梯,8,王府花园,3,2,580.0,昌平,其他,151,1995
南北,立水桥,有电梯,14,招商嘉铭珑原,3,1,1500.0,昌平,精装,174,2012
南北,北七家,有电梯,8,金色漫香苑,2,2,460.0,昌平,简装,98,2013
南北,回龙观,有电梯,27,金域华府一期,2,1,660.0,昌平,精装,99,2012
南北,鼓楼大街,有电梯,12,和平家园小区,2,1,346.0,昌平,精装,92,2005
南北,西关环岛,无电梯,6,郝庄家园,3,1,325.0,昌平,精装,100,2004
南北,沙河,有电梯,17,北街家园七区,2,2,320.0,昌平,精装,86,2011
西南,回龙观,有电梯,18,东亚上北中心,3,3,260.0,昌平,简装,79,2009
东南北,鼓楼大街,无电梯,6,和平家园小区,3,1,420.0,昌平,简装,119,2003
南北,东关,无电梯,6,京科苑,4,2,600.0,昌平,简装,183,2003
东,立水桥,有电梯,27,奥北南区,3,3,305.0,昌平,精装,82,2008
南北,回龙观,无电梯,7,龙回苑,3,1,550.0,昌平,精装,126,2004
南,回龙观,有电梯,7,上北鑫座,1,1,138.0,昌平,精装,46,2012
北,回龙观,有电梯,7,上北鑫座,1,1,145.0,昌平,其他,47,2012
南,昌平其它,有电梯,4,金科帕提欧,1,1,260.0,昌平,精装,55,2012
西,沙河,有电梯,17,北街家园八区,1,0,180.0,昌平,其他,37,2011
北,天通苑,有电梯,20,东亚奥北中心北区,1,1,118.0,昌平,精装,30,2008
南,鼓楼大街,有电梯,28,金隅万科城,1,0,228.0,昌平,精装,39,2009
南北,回龙观,有电梯,24,融泽嘉园,3,1,560.0,昌平,其他,104,2014
南北,天通苑,无电梯,6,天通苑本三区,3,1,625.0,昌平,其他,128,1999
南北,天通苑,无电梯,5,都市芳园锦湖园,3,2,455.0,昌平,精装,119,2000
南,霍营,有电梯,10,紫金新干线二期,2,1,425.0,昌平,简装,82,2013
南北,南邵,有电梯,16,路劲世界城二期,2,1,383.0,昌平,精装,85,2014
南北,南邵,有电梯,24,龙山跃,3,3,240.0,昌平,精装,57,2006
东,天通苑,有电梯,32,天通苑东一区,2,1,385.0,昌平,精装,97,2002
东西,东关,无电梯,6,东关北里小区,3,1,250.0,昌平,精装,63,1990
北,霍营,无电梯,6,天鑫家园,1,0,260.0,昌平,精装,41,2003
南北,回龙观,有电梯,11,首开国风美唐一期,2,1,585.0,昌平,其他,91,2012
南北,天通苑,无电梯,7,天通苑东三区,3,1,490.0,昌平,简装,129,2002
北,回龙观,有电梯,20,东亚上北中心,1,1,135.0,昌平,精装,39,2009
北,回龙观,有电梯,11,流星花园三区,1,1,298.0,昌平,精装,47,2006
东西,鼓楼大街,无电梯,6,和平街东里,3,1,265.0,昌平,简装,74,1995
南北,西关环岛,无电梯,6,秋实家园,3,1,335.0,昌平,其他,127,2000
南北,回龙观,有电梯,27,金域华府一期,3,1,744.8,昌平,其他,106,2012
南西,天通苑,有电梯,12,天通苑北二区,4,2,545.0,昌平,精装,191,2005
南北,南邵,有电梯,10,长滩壹号,3,1,440.0,昌平,精装,92,2010
南北,天通苑,无电梯,6,天通苑本五区,2,1,405.0,昌平,精装,95,2001
北,天通苑,有电梯,20,东亚奥北中心北区,2,2,155.0,昌平,精装,40,2008
南北,立水桥,有电梯,11,合立方,3,3,310.0,昌平,其他,54,2010
西,西三旗,有电梯,23,上奥世纪中心,1,1,110.0,昌平,简装,46,2009
南北,昌平其它,有电梯,9,金科帕提欧,4,2,924.0,昌平,精装,142,2010
西南,鼓楼大街,有电梯,23,新新公寓,2,1,450.0,昌平,简装,107,2003
南,西关环岛,无电梯,6,建明里小区,2,1,275.0,昌平,其他,75,2002
北,回龙观,有电梯,21,东亚上北中心,1,1,130.0,昌平,其他,38,2009
西南,天通苑,有电梯,24,天通公园里,1,1,330.0,昌平,简装,52,2008
西,鼓楼大街,有电梯,28,新悦家园,2,1,400.0,昌平,精装,91,2012
北,天通苑,有电梯,20,东亚奥北中心北区,2,2,105.0,昌平,其他,30,2008
南北,北七家,无电梯,6,蓬莱公寓东区,2,1,370.0,昌平,其他,106,2002
南北,天通苑,有电梯,14,天通苑北二区,2,2,450.0,昌平,精装,113,2004
北,安宁庄,无电梯,2,金达园,2,1,420.0,昌平,精装,84,1997
南北,北七家,有电梯,8,北京太阳城老年公寓,1,1,330.0,昌平,其他,83,2004
南,天通苑,无电梯,6,天通苑本六区,1,1,322.0,昌平,精装,54,2000
南北,北七家,有电梯,8,金色漫香苑,2,1,430.0,昌平,简装,88,2013
南,鼓楼大街,有电梯,22,金隅万科城悦嘉公寓,1,1,311.0,昌平,精装,74,2010
南北,鼓楼大街,有电梯,12,和平家园小区,2,1,358.0,昌平,简装,96,2005
南,北七家,无电梯,5,温泉花园A区,2,1,248.0,昌平,简装,62,1993
东,沙河,有电梯,18,北街家园八区,1,0,175.0,昌平,其他,30,2010
南,立水桥,有电梯,15,溪城家园,1,1,330.0,昌平,精装,69,2010
南北,西关环岛,无电梯,6,郝庄家园西区,2,1,285.0,昌平,精装,79,1990
南北,鼓楼大街,无电梯,6,北城根小区,3,1,350.0,昌平,其他,116,1999
南北,天通苑,无电梯,6,天通苑本三区,3,1,480.0,昌平,其他,128,1999
南北,东关,无电梯,6,东关二条,3,1,350.0,昌平,简装,97,1997
东南北,北七家,无电梯,7,名流花园,4,3,558.0,昌平,简装,184,1997
南北,回龙观,有电梯,28,融泽嘉园,2,1,460.0,昌平,简装,92,2014
南,鼓楼大街,无电梯,6,永安里小区,1,1,270.0,昌平,其他,68,2001
南,西关环岛,无电梯,6,建明里小区,1,1,270.0,昌平,简装,77,2002
南北,东关,有电梯,9,随园,4,2,630.0,昌平,精装,181,2009
