,District,Floor,Garden,Price,Size,Year,东城,丰台,亦庄开发区,大兴,密云,平谷,怀柔,房山,昌平,朝阳,海淀,石景山,西城,通州,门头沟,顺义,其他,南北,毛坯,简装,精装,东,南,西,北,Room,Hall,ElevatorNum
373,滨河西区,6,新桥南大街,5.5053315359323625,4.174387269895637,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
374,城子,12,阁外山水,6.175867270105761,4.820281565605037,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,1.0,1.0
375,门头沟其它,6,惠泽家园,5.739792912179234,4.51085950651685,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
376,冯村,20,润景公馆,6.2166061010848646,4.61512051684126,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,1.0,1.0,2.0,2.0,1.0
377,城子,6,三家店西宁路,5.332718793265369,4.143134726391533,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
378,大峪,6,峪园小区,6.042632833682381,4.795790545596741,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,1.0,0.0
379,冯村,26,丽景长安,6.042632833682381,4.5217885770490405,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0,1.0
380,城子,6,城子西七棵树90号院,5.762051382780177,4.51085950651685,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,2.0,1.0,0.0
381,大峪,7,黑山东街,5.267858159063328,3.7376696182833684,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
382,城子,7,阁外山水,5.87493073085203,4.624972813284271,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,1.0,0.0,2.0,1.0,0.0
383,冯村,26,丽景长安,6.054439346269371,4.5217885770490405,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0,1.0
384,大峪,20,金泰丽湾悦栖山,6.154858094016418,4.709530201312334,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0,1.0
385,门头沟其它,6,惠泽家园,5.739792912179234,4.51085950651685,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0,0.0
386,大峪,20,惠民家园,5.62040086571715,4.174387269895637,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0,1.0
387,门头沟其它,6,惠泽家园,5.723585101952381,4.499809670330265,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
388,滨河西区,14,皓月园,5.484796933490655,4.07753744390572,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
389,冯村,26,丽景长安,6.089044875446846,4.5217885770490405,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0,1.0
390,滨河西区,18,临镜苑,5.929589143389895,4.532599493153256,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,1.0,0.0,2.0,1.0,1.0
391,大峪,24,新桥家园,6.111467339502679,4.770684624465665,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,0.0,0.0,2.0,1.0,1.0
392,滨河西区,14,含晖苑,5.991464547107982,4.605170185988092,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0,1.0
393,门头沟其它,24,梧桐苑知秋园,6.398594934535208,4.787491742782046,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,1.0,1.0
394,城子,6,龙泉花园,5.860786223465865,4.477336814478207,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,1.0,0.0
395,冯村,6,冯村信园小区,5.860786223465865,4.584967478670572,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0,3.0,1.0,0.0
396,城子,6,绿岛家园,6.293419278846481,5.003946305945459,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0,4.0,1.0,0.0
397,大峪,6,新桥路小区,5.484796933490655,4.110873864173311,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0,0.0
398,滨河西区,6,承泽苑,6.111467339502679,4.727387818712341,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,1.0,0.0
399,城子,5,向阳楼,5.43372200355424,4.127134385045092,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
400,滨河西区,18,临镜苑,6.0063531596017325,4.584967478670572,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,1.0,0.0,2.0,1.0,1.0
401,滨河西区,6,德露苑,5.8888779583328805,4.51085950651685,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
402,大峪,24,新桥家园,6.144185634125646,4.770684624465665,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,1.0,0.0,2.0,2.0,1.0
403,城子,6,桥东街小区,5.37989735354046,4.007333185232471,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
404,大峪,21,金泰丽湾悦栖山,6.338594078203183,4.804021044733257,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,1.0,1.0
405,门头沟其它,6,惠泽家园,5.517452896464707,4.2626798770413155,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
406,大峪,6,峪园小区,5.407171771460119,4.110873864173311,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
407,大峪,6,新桥路小区,5.375278407684165,4.007333185232471,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
408,城子,6,龙泉花园,5.278114659230517,3.8918202981106265,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
409,城子,12,阁外山水,6.111467339502679,4.736198448394496,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0,3.0,2.0,1.0
410,门头沟其它,6,中门花园良实家园,5.739792912179234,4.499809670330265,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
411,大峪,6,桃园小区,5.680172609017068,4.430816798843313,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
412,冯村,20,润景公馆,6.171700597410915,4.605170185988092,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,1.0,0.0,2.0,1.0,1.0
413,冯村,6,冯村信园小区,5.707110264748875,4.290459441148391,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,2.0,1.0,0.0
414,冯村,10,润西山苑,7.00397413672268,5.3612921657094255,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,4.0,2.0,1.0
415,冯村,6,冯村信园小区,5.834810737062605,4.532599493153256,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,1.0,0.0
416,滨河西区,6,含晖苑,5.929589143389895,4.51085950651685,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
417,门头沟其它,24,梧桐苑知秋园,5.942799375126701,4.430816798843313,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,0.0,2.0,1.0,1.0
418,门头沟其它,24,梧桐苑栖凤园,5.958424693029782,4.430816798843313,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,0.0,2.0,1.0,1.0
419,大峪,6,桃园小区,5.66988092298052,4.418840607796598,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
420,冯村,11,冯村嘉园一区,6.105908681498851,4.770684624465665,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0,1.0
421,大峪,20,惠民家园,5.5053315359323625,4.143134726391533,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,2.0,1.0,1.0
422,门头沟其它,6,中门寺街67号院,5.564520407322694,4.343805421853684,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
423,大峪,8,西山环路3号院,6.731018100482083,4.941642422609304,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,2.0,1.0
424,城子,5,向阳楼,5.521460917862246,4.248495242049359,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,1.0,0.0,1.0,2.0,1.0,0.0
425,冯村,6,冯村信园小区,5.717027701406222,4.382026634673881,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
426,滨河西区,7,德露苑,5.673323267171493,4.418840607796598,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0,0.0
427,冯村,10,润西山苑,6.51471269087253,4.867534450455582,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,2.0,1.0
428,滨河西区,6,承泽苑,5.62040086571715,4.290459441148391,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,1.0,0.0,0.0,2.0,1.0,0.0
429,滨河西区,6,皓月园,5.407171771460119,3.970291913552122,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0
430,门头沟其它,6,檀香府,6.508769136971682,4.912654885736052,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,1.0,3.0,2.0,0.0
431,滨河西区,6,霁月园,6.364750756851911,5.318119993844216,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,1.0,4.0,2.0,0.0
432,大峪,6,惠民家园,5.598421958998375,4.219507705176107,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
433,门头沟其它,6,中门寺街6号院,5.583496308781699,4.30406509320417,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,1.0,1.0,2.0,1.0,0.0
434,大峪,24,新桥家园,5.8888779583328805,4.532599493153256,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,0.0,2.0,1.0,1.0
435,大峪,6,新桥大街甲43号楼,5.3981627015177525,3.8918202981106265,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,1.0,1.0,2.0,1.0,0.0
436,大峪,6,峪园小区,5.955837369464831,4.736198448394496,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
437,城子,12,绿岛家园,5.91052560460263,4.499809670330265,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,1.0,0.0,2.0,1.0,1.0
438,大峪,18,大峪南路,5.375278407684165,4.07753744390572,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,0.0,2.0,1.0,1.0
439,滨河西区,6,霁月园,6.259581464064923,4.882801922586371,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0,3.0,1.0,0.0
440,滨河西区,14,皓月园,5.365976015021851,3.7612001156935624,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
441,大峪,6,新桥大街61号院,5.786897381366708,4.477336814478207,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0,0.0
442,滨河西区,14,皓月园,5.707110264748875,4.290459441148391,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0.0,1.0,0.0,2.0,1.0,1.0
443,城子,6,绿岛家园,6.008813185442595,4.605170185988092,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0,0.0
444,大峪,24,新桥家园,5.802118375377063,4.442651256490317,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
445,大峪,6,桃园小区,5.564520407322694,4.31748811353631,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
446,门头沟其它,27,梧桐苑栖凤园,6.018593214496234,4.454347296253507,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,2.0,1.0,1.0
447,滨河西区,6,石龙北路20号院,5.616771097666572,4.290459441148391,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,1.0,0.0,2.0,1.0,0.0
448,城子,6,剧场东街,5.802118375377063,4.5217885770490405,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,1.0,0.0,2.0,2.0,0.0
449,滨河西区,7,德露苑,6.311734809152915,5.017279836814924,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,2.0,0.0
450,冯村,9,丽景长安,6.042632833682381,4.430816798843313,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,2.0,1.0,1.0
451,大峪,21,金泰丽湾悦栖山,6.492239835020471,4.882801922586371,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,1.0,3.0,2.0,1.0
452,大峪,7,西山环路3号院,6.621405651764134,4.948759890378168,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,1.0,0.0,1.0,3.0,2.0,1.0
453,大峪,27,门头沟京汉铂寓,6.0112671744041615,4.51085950651685,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,0.0,2.0,1.0,1.0
454,冯村,10,润西山苑,6.173786103901937,4.564348191467836,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,1.0,0.0,2.0,1.0,1.0
455,大峪,27,门头沟京汉铂寓,5.963579343618446,4.477336814478207,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,2.0,1.0,1.0
456,大峪,21,金泰丽湾悦栖山,6.329720905522696,4.875197323201151,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,1.0,3.0,1.0,1.0
457,滨河西区,6,葡东小区,5.831882477283517,4.543294782270004,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
458,门头沟其它,5,东方小区,4.7535901911063645,4.060443010546419,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
459,大峪,24,新桥家园,5.700443573390687,4.394449154672439,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
460,大峪,6,新桥路小区,5.53338948872752,4.127134385045092,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
461,门头沟其它,6,惠泽家园,5.420534999272286,4.189654742026425,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0
462,大峪,24,新桥家园,5.802118375377063,4.442651256490317,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0
463,城子,6,绿岛家园,5.673323267171493,4.204692619390966,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
464,滨河西区,13,倚山嘉园,5.802118375377063,4.394449154672439,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
465,大峪,6,黑山东街,5.733341276897746,4.248495242049359,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0,0.0
466,城子,7,龙泉花园,5.351858133476067,4.127134385045092,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
467,城子,6,新桥大街56号院,5.707110264748875,4.343805421853684,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
468,滨河西区,14,皓月园,5.342334251964811,3.8501476017100584,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
469,滨河西区,6,倚山嘉园,6.175867270105761,5.0689042022202315,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,2.0,0.0
470,门头沟其它,6,檀香府,6.476972362889683,4.912654885736052,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,1.0,0.0,1.0,3.0,1.0,0.0
471,滨河西区,13,倚山嘉园,5.733341276897746,4.394449154672439,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
472,大峪,18,大峪南路,5.627621113690637,4.248495242049359,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1.0,0.0,1.0,3.0,1.0,1.0
473,滨河西区,5,承泽苑,6.29156913955832,4.890349128221754,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1.0,0.0,1.0,3.0,2.0,0.0
474,城子,6,和平路33号院,5.648974238161206,4.406719247264253,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
475,大峪,6,惠民家园,5.545177444479562,4.0943445622221,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,1.0,0.0,2.0,1.0,0.0
476,城子,6,绿岛家园,6.439350371100098,5.081404364984463,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,4.0,2.0,0.0
477,滨河西区,6,门头沟月季园,5.438079308923196,4.07753744390572,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,2.0,1.0,0.0
478,滨河西区,6,含晖苑,5.993961427306569,4.59511985013459,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0,0.0
479,冯村,10,润西山苑,6.364750756851911,4.718498871295094,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0,1.0
480,城子,7,阁外山水,5.655991810819852,4.23410650459726,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0,0.0
481,门头沟其它,6,门矿西山楼,5.176149732573829,4.248495242049359,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
482,门头沟其它,21,梧桐苑知秋园,6.013715156042802,4.48863636973214,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,3.0,1.0,1.0
483,冯村,6,冯村嘉园二区,6.075346031088684,4.6443908991413725,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,1.0,0.0
484,城子,6,绿岛家园,6.311734809152915,4.976733742420574,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,4.0,2.0,0.0
485,滨河西区,6,含晖苑,6.345636360828596,4.912654885736052,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0,3.0,1.0,0.0
486,门头沟其它,26,梧桐苑清露园,6.0867747269123065,4.499809670330265,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,1.0,0.0,0.0,3.0,1.0,1.0
487,大峪,6,新桥路小区,5.5254529391317835,4.110873864173311,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
488,滨河西区,18,临镜苑,6.511745329644728,5.056245805348308,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0,4.0,1.0,1.0
489,滨河西区,14,倚山嘉园,5.968707559985366,4.605170185988092,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,2.0,1.0
490,门头沟其它,27,梧桐苑栖凤园,5.976350909297934,4.454347296253507,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,0.0,2.0,1.0,1.0
491,冯村,6,润西山苑,6.3818160174060985,4.762173934797756,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,1.0,0.0,3.0,1.0,1.0
492,门头沟其它,6,惠泽家园,5.645446897643238,4.48863636973214,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0,0.0
493,大峪,6,峪园小区,6.042632833682381,4.859812404361672,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0,3.0,1.0,0.0
494,门头沟其它,6,中门花园良实家园,5.638354669333745,4.543294782270004,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0,0.0
495,城子,6,桥东街小区,5.529429087511423,4.174387269895637,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
496,大峪,6,黑山东街,5.497168225293202,4.007333185232471,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
497,城子,6,阁外山水,5.993961427306569,4.787491742782046,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,1.0,0.0
498,城子,12,绿岛家园,5.8998973535824915,4.499809670330265,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,1.0,0.0,2.0,1.0,1.0
499,大峪,24,新桥家园,6.066108090103747,4.672828834461906,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,2.0,1.0,1.0
500,门头沟其它,6,军庄杨坨小区,5.0369526024136295,3.871201010907891,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0
501,滨河西区,7,德露苑,5.476463551931511,4.219507705176107,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0
502,大峪,6,黑山东街,5.4638318050256105,4.060443010546419,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
503,滨河西区,6,门头沟月季园,5.484796933490655,4.174387269895637,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0,0.0
