,District,Elevator,Floor,Garden,Price,Size,Year,东城,丰台,亦庄开发区,大兴,密云,平谷,怀柔,房山,昌平,朝阳,海淀,石景山,西城,通州,门头沟,顺义,其他,南北,毛坯,简装,精装,东,南,西,北,Room,Hall
3033,马坡,有电梯,15,香悦四季,505.0,121.0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,1.0
3034,顺义城,有电梯,22,裕龙三区,300.0,69.0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,0.0,1.0,1.0
3035,马坡,有电梯,14,金宝城北区,335.0,91.0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0
3036,后沙峪,,6,三山新新家园,341.0,73.0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0
3037,后沙峪,有电梯,11,空港吉祥花园,555.0,113.0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,0.0,1.0,3.0,1.0
3038,顺义城,有电梯,20,金汉绿港三区,540.0,120.0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,1.0,3.0,1.0
3039,顺义城,有电梯,21,龙庭公寓,456.0,158.0,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,1.0,0.0,0.0,3.0,1.0
3040,顺义城,无电梯,4,大东路住宅楼,355.0,88.0,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0
3041,顺义城,有电梯,9,港馨家园东区,330.0,99.0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.0,1.0,0.0,2.0,1.0
3042,顺义城,有电梯,11,万科四季花城,571.0,119.0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,1.0
3043,中央别墅区,,5,水木兰亭,880.0,179.0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,0.0,3.0,2.0
3044,顺义城,有电梯,15,石景苑,370.0,105.0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,0.0,2.0,1.0
3045,后沙峪,无电梯,5,万科城市花园,695.0,161.0,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,2.0
3046,马坡,,16,香悦四季,515.0,119.0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,1.0,3.0,1.0
3047,顺义其它,,6,东方太阳城,400.0,105.0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,2.0
3048,顺义城,无电梯,6,西辛南区,425.0,111.0,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,2.0
3049,顺义其它,有电梯,11,焦各庄街2号院,348.0,92.0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,1.0
3050,后沙峪,有电梯,11,蓝星花园,280.0,59.0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0
3051,顺义城,有电梯,17,金汉绿港一区,265.0,60.0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,1.0,1.0,1.0,1.0
3052,后沙峪,,14,中粮祥云国际生活区,788.0,113.0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0
3053,后沙峪,有电梯,13,国兴城,585.0,119.0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,0.0,1.0,3.0,2.0
3054,顺义城,,5,港馨家园西区,310.0,90.0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0
3055,马坡,无电梯,6,马坡花园一区,304.0,91.0,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,2.0
3056,后沙峪,有电梯,13,国兴城,430.0,83.0,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,0.0,1.0,2.0,1.0
3057,马坡,有电梯,6,鲁能7号院颐景润园,578.0,141.0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,2.0
3058,顺义城,,6,怡馨家园,330.0,89.0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0,0.0,1.0,0.0,2.0,1.0
3059,马坡,,15,香悦四季,520.0,121.0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,2.0
3060,顺义城,,5,建新南区,450.0,95.0,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,1.0
3061,顺义城,无电梯,6,义宾北区,320.0,89.0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0,0.0,1.0,0.0,2.0,1.0
3062,顺义城,无电梯,6,前进花园石门苑,263.0,70.0,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0
3063,顺义其它,,11,水色时光四区,268.0,101.0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0
3064,顺义城,,6,建新南区,300.0,60.0,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0
3065,马坡,有电梯,15,中铁花溪渡,420.0,85.0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,2.0
3066,顺义城,,6,石园北区,290.0,84.0,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0
3067,顺义城,无电梯,6,双兴东区,265.0,69.0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0
3068,顺义城,无电梯,6,义宾北区,255.0,65.0,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0
3069,后沙峪,,6,后街花园,328.0,68.0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,0.0,2.0,1.0
3070,后沙峪,,15,智地香蜜湾,530.0,97.0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0
3071,顺义其它,有电梯,6,东方太阳城,505.0,133.0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,2.0
3072,后沙峪,无电梯,6,裕祥花园,290.0,63.0,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,1.0,1.0
3073,后沙峪,,6,万科城市花园,420.0,89.0,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,2.0
3074,顺义城,有电梯,19,望潮家园,450.0,124.0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,1.0,1.0,3.0,2.0
3075,顺义城,无电梯,6,双兴南区,255.0,61.0,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,1.0,1.0
3076,顺义城,无电梯,6,裕龙六区,380.0,106.0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,1.0
3077,马坡,无电梯,6,马坡花园一区,450.0,140.0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,1.0,3.0,2.0
3078,马坡,无电梯,6,马坡花园一区,388.0,127.0,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,2.0
3079,马坡,无电梯,6,泰和谊园,285.0,91.0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,1.0
3080,顺义其它,,11,水色时光四区,315.0,102.0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,2.0
3081,马坡,有电梯,8,龙湖香醍漫步四区南区,464.0,116.0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,1.0,0.0,1.0,3.0,2.0
3082,顺义城,有电梯,18,怡馨家园,260.0,46.0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0
3083,顺义城,有电梯,16,红杉一品,578.0,134.0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,2.0
3084,后沙峪,有电梯,11,空港吉祥花园,416.0,88.0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0
3085,后沙峪,无电梯,6,双裕小区,320.0,72.0,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0
3086,后沙峪,有电梯,14,中粮祥云国际生活区,1160.0,189.0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,4.0,2.0
3087,顺义城,,16,红杉一品,400.0,86.0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,0.0,2.0,1.0
3088,顺义城,,5,建新北区,310.0,58.0,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,1.0,0.0,2.0,1.0
3089,首都机场,有电梯,13,蓝天苑,510.0,118.0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,2.0
3090,马坡,,6,康乐小区,280.0,81.0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,2.0
3091,中央别墅区,,10,莲竹馨晴,650.0,156.0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,1.0
3092,顺义城,有电梯,11,万科四季花城,571.0,119.0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,1.0
3093,顺义城,有电梯,9,港馨家园东区,330.0,99.0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.0,1.0,0.0,2.0,1.0
3094,顺义城,有电梯,20,金汉绿港四区,650.0,155.0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,2.0
3095,顺义其它,,11,下坡屯家园一区,330.0,100.0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,2.0
3096,顺义城,有电梯,16,红杉一品,360.0,89.0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,1.0
3097,顺义城,无电梯,6,石园东苑,290.0,82.0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0
3098,后沙峪,有电梯,12,蓝星花园,688.0,186.0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,4.0,2.0
3099,首都机场,有电梯,13,蓝天苑,510.0,118.0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0
3100,顺义其它,有电梯,6,东方太阳城,550.0,147.0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,2.0
3101,后沙峪,无电梯,6,裕祥花园,318.0,75.0,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0
3102,顺义城,,6,石园西区,240.0,58.0,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1.0,1.0,0.0,2.0,1.0
3103,马坡,无电梯,6,马坡花园一区,350.0,90.0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0
3104,顺义城,无电梯,6,西辛南区,285.0,68.0,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,1.0,1.0,1.0
3105,顺义城,,6,石园东区,280.0,77.0,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0
3106,天竺,,7,天竺花园,870.0,246.0,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,6.0,3.0
3107,顺义城,无电梯,6,裕龙西区,370.0,89.0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,1.0,3.0,1.0
3108,天竺,有电梯,14,天竺花园,870.0,247.0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,4.0,2.0
3109,顺义城,,6,石园西区,259.0,70.0,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0
3110,后沙峪,无电梯,5,万科城市花园,780.0,212.0,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,4.0,3.0
3111,顺义城,,6,石园北区,330.0,91.0,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0
3112,李桥,无电梯,6,樱花园二区,175.0,36.0,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,1.0,1.0
3113,顺义其它,,11,水色时光五区,285.0,110.0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,1.0
3114,后沙峪,,14,中粮祥云国际生活区,1036.0,144.0,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,2.0
3115,顺义城,无电梯,4,大东路住宅楼,260.0,69.0,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0
3116,后沙峪,,3,万科城市花园,905.0,209.0,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1.0,1.0,1.0,4.0,2.0
3117,顺义城,无电梯,6,幸福东区,269.0,69.0,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0
3118,后沙峪,无电梯,7,双裕花园西区,430.0,96.0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0,1.0,0.0,1.0,2.0,1.0
3119,马坡,有电梯,15,鲁能7号院颐景溪园,470.0,118.0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,2.0
3120,马坡,,5,马坡花园二区,410.0,121.0,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,2.0
3121,顺义其它,,4,东方太阳城,378.0,97.0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,2.0
3122,顺义城,无电梯,6,宏城花园,372.0,100.0,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0
3123,顺义城,无电梯,6,幸福东区,315.0,88.0,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,2.0
3124,顺义其它,,6,丽喜花园,298.0,82.0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0
3125,马坡,,6,康乐小区,270.0,81.0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0
3126,顺义城,无电梯,6,双兴北区,450.0,111.0,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,2.0
3127,顺义其它,,6,彩俸北区,350.0,106.0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,1.0
3128,顺义其它,,6,双阳南区,370.0,132.0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,2.0
3129,后沙峪,,5,双裕花园东区,430.0,97.0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,0.0,2.0,1.0
3130,后沙峪,无电梯,6,万科城市花园,520.0,117.0,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,2.0
3131,中央别墅区,有电梯,12,米兰花园,610.0,140.0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,3.0,1.0
3132,后沙峪,,6,三山新新家园,405.0,88.0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0
3133,马坡,有电梯,17,中铁花溪渡,400.0,92.0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,2.0
3134,顺义城,,6,双兴南区,270.0,72.0,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0,0.0,1.0,0.0,2.0,1.0
3135,顺义城,无电梯,6,裕龙一区,410.0,121.0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,1.0
3136,顺义城,无电梯,6,前进花园玉兰苑,390.0,92.0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0
3137,顺义城,有电梯,11,港馨家园东区,385.0,108.0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,1.0
3138,后沙峪,,6,双裕小区,265.0,60.0,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0
3139,顺义城,,18,裕龙三区,415.0,93.0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,0.0,2.0,1.0
3140,顺义城,,20,金汉绿港一区,425.0,99.0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,0.0,2.0,1.0
3141,顺义城,,18,金汉绿港五区,365.0,76.0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1.0,0.0,1.0,2.0,1.0
3142,首都机场,,9,埃力生,560.0,195.0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,1.0,1.0,3.0,2.0
3143,顺义城,无电梯,6,义宾南区,262.0,65.0,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,1.0,1.0,2.0,1.0
3144,顺义城,无电梯,6,西辛北区,390.0,101.0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,1.0
3145,顺义城,有电梯,19,金汉绿港一区,590.0,135.0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,2.0
3146,后沙峪,有电梯,11,空港吉祥花园,400.0,75.0,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,1.0,0.0,0.0,2.0,1.0
3147,后沙峪,无电梯,6,蓝星花园,390.0,90.0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,2.0
3148,顺义其它,,11,顺鑫花语,860.0,182.0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,1.0,4.0,2.0
3149,中央别墅区,,10,丽高王府,1150.0,208.0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,1.0,0.0,0.0,3.0,2.0
3150,顺义其它,无电梯,6,馨港庄园三区,240.0,66.0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,1.0,0.0,1.0,1.0
3151,顺义城,有电梯,9,万科四季花城,630.0,134.0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,2.0
3152,中央别墅区,无电梯,6,天恒花园,475.0,113.0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,2.0
3153,首都机场,有电梯,13,蓝天苑,510.0,118.0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0
3154,后沙峪,,6,三山新新家园,450.0,89.0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,2.0
3155,顺义城,,6,前进花园一区,310.0,81.0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0
3156,顺义城,无电梯,6,仓上小区,275.0,73.0,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0
3157,马坡,,11,泰和谊园,605.0,163.0,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,4.0,1.0
3158,顺义城,无电梯,6,义宾南区,425.0,119.0,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0,0.0,1.0,0.0,3.0,2.0
3159,顺义城,无电梯,6,双兴东区,368.0,92.0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,1.0
3160,后沙峪,有电梯,12,蓝星花园,550.0,137.0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,2.0
3161,后沙峪,无电梯,3,万科城市花园,887.0,209.0,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,4.0,2.0
3162,后沙峪,,5,莫奈花园,1700.0,241.0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,2.0
3163,顺义城,无电梯,6,裕龙四区,350.0,105.0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0,1.0,0.0,1.0,3.0,1.0
3164,后沙峪,无电梯,6,蓝星花园,430.0,98.0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0
3165,后沙峪,无电梯,6,双裕花园西区,535.0,110.0,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,2.0
3166,后沙峪,无电梯,6,裕祥花园,360.0,89.0,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,1.0
3167,首都机场,有电梯,12,蓝海苑,570.0,138.0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,1.0
3168,马坡,有电梯,11,香悦四季,680.0,159.0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,4.0,1.0
3169,马坡,,11,香悦四季,615.0,136.0,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,4.0,2.0
3170,顺义城,有电梯,18,怡馨家园,630.0,131.0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,1.0,3.0,1.0
3171,马坡,有电梯,6,鲁能7号院颐景润园,750.0,149.0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,1.0,4.0,2.0
3172,顺义其它,有电梯,4,东方太阳城,470.0,147.0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,2.0
3173,顺义城,有电梯,15,石景苑,370.0,105.0,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1.0,0.0,0.0,2.0,1.0
