,District,Elevator,Floor,Garden,Price,Size,Year,东城,丰台,亦庄开发区,大兴,密云,平谷,怀柔,房山,昌平,朝阳,海淀,石景山,西城,通州,门头沟,顺义,其他,南北,毛坯,简装,精装,东,南,西,北,Room,Hall
14936,知春路,,27,太月园,800.0,89.0,1999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,2.0,1.0
14937,海淀其它,,6,同泽园西里,260.0,67.0,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0
14938,五棵松,无电梯,6,六建,670.0,74.0,1980,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,1.0,3.0,1.0
14939,苏州桥,,6,王公坟社区,610.0,54.0,1991,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0
14940,五道口,,6,东王庄,550.0,62.0,1993,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0
14941,学院路,,15,双清路14号院,520.0,74.0,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,2.0,2.0
14942,公主坟,,6,翠微南里,510.0,58.0,1990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0
14943,西三旗,无电梯,4,枫丹丽舍,710.0,101.0,2001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,1.0,1.0,2.0,1.0
14944,知春路,无电梯,6,罗庄西里,880.0,80.0,1996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,2.0,1.0
14945,五棵松,有电梯,12,永金里小区,812.0,110.0,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,2.0
14946,知春路,,6,蓟门南里,540.0,61.0,1983,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0
14947,西二旗,无电梯,6,智学苑,408.0,66.0,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,1.0,0.0,2.0,1.0
14948,紫竹桥,有电梯,21,华澳中心,760.0,106.0,1997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,1.0,1.0
14949,清河,有电梯,10,清缘东里,610.0,85.0,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0
14950,紫竹桥,,7,紫竹院南路甲1号,655.0,75.0,1989,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,1.0
14951,中关村,无电梯,4,科育小区,648.0,48.0,1970,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,1.0,0.0,2.0,1.0
14952,知春路,有电梯,26,太阳园,1500.0,139.0,2001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,1.0,3.0,1.0
14953,知春路,有电梯,26,太阳园,1400.0,134.0,2002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,3.0,1.0
14954,西直门,有电梯,16,长河湾,900.0,77.0,2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,2.0,1.0
14955,西三旗,无电梯,6,建材城西二里,370.0,58.0,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,2.0,1.0
14956,公主坟,,6,万寿路18号院,620.0,69.0,1987,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,1.0
14957,海淀北部新区,,6,上庄家园东区,350.0,67.0,1993,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0
14958,紫竹桥,,16,财智公馆,364.0,48.0,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,1.0
14959,知春路,有电梯,12,知春路56号院,550.0,64.0,1990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,1.0,2.0,1.0
14960,上地,无电梯,6,上地西里,1300.0,156.0,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,2.0
14961,小西天,无电梯,6,红联北村,450.0,56.0,1984,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0
14962,四季青,有电梯,9,美丽西园,620.0,81.0,1999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0
14963,西直门,无电梯,6,高梁桥斜街乙40号院,545.0,63.0,1990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0
14964,牡丹园,有电梯,18,龙翔路小区,510.0,61.0,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,1.0,0.0,2.0,1.0
14965,定慧寺,无电梯,5,亮甲店甲1号院,883.0,122.0,1997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,1.0
14966,白石桥,无电梯,6,大柳树3号院,520.0,57.0,1984,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,0.0,2.0,1.0
14967,田村,有电梯,9,碧森里,720.0,91.0,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,2.0
14968,马连洼,无电梯,6,菊园,460.0,65.0,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,2.0,1.0
14969,西三旗,有电梯,9,富力桃园A区,630.0,90.0,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0
14970,五棵松,有电梯,11,永金里小区,700.0,102.0,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,2.0,1.0
14971,小西天,有电梯,26,今典花园,867.0,91.0,1999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,1.0,3.0,1.0
14972,双榆树,无电梯,6,知春路82号院,750.0,57.0,1988,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0
14973,双榆树,有电梯,18,知春路82号院,495.0,43.0,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,1.0
14974,万柳,,6,万泉新新家园,1550.0,117.0,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,1.0
14975,万柳,有电梯,9,涧桥泊屋,2250.0,166.0,2002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,2.0
14976,皂君庙,有电梯,15,天作国际中心,880.0,123.0,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,2.0,1.0
14977,公主坟,有电梯,10,翠微路16号院,750.0,78.0,1993,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,1.0
14978,西直门,有电梯,19,舒至嘉园,600.0,69.0,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,1.0,1.0,1.0
14979,西三旗,无电梯,6,沁春家园,650.0,123.0,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,0.0,2.0,2.0
14980,万柳,有电梯,16,康桥水郡,2400.0,160.0,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,2.0
14981,紫竹桥,有电梯,25,世纪新景,1350.0,154.0,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,2.0
14982,小西天,有电梯,14,新外大街21号院,579.0,68.0,1981,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,1.0,3.0,1.0
14983,学院路,有电梯,18,学知园,950.0,121.0,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,1.0,3.0,2.0
14984,五棵松,有电梯,12,永金里小区,562.0,76.0,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,2.0,1.0
14985,西二旗,有电梯,24,智学苑,580.0,98.0,2001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,2.0,1.0
14986,西直门,有电梯,21,西晴公寓,1450.0,145.0,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,3.0,2.0
14987,苏州桥,有电梯,18,小南庄怡秀园,999.0,108.0,1999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,1.0,1.0,2.0,1.0
14988,皂君庙,有电梯,17,青年公寓,410.0,43.0,1992,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,1.0,1.0
14989,苏州桥,,6,小南庄社区,430.0,79.0,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,1.0,1.0,3.0,1.0
14990,海淀其它,无电梯,6,前沙涧路7号院,375.0,84.0,2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0,0.0,2.0,1.0
14991,西直门,,21,西晴公寓,1180.0,122.0,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,0.0,3.0,2.0
14992,清河,无电梯,9,金隅美和园,392.0,60.0,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,1.0,0.0,1.0,1.0
14993,清河,有电梯,9,芳清园,640.0,106.0,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,1.0,0.0,2.0,1.0
14994,牡丹园,无电梯,7,龙翔路小区,949.0,110.0,1997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,2.0
14995,四季青,有电梯,9,五棵松26号院,700.0,101.0,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,1.0,3.0,1.0
14996,学院路,,18,富润家园,870.0,104.0,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,1.0,0.0,0.0,2.0,1.0
14997,白石桥,无电梯,6,大柳树3号院,520.0,57.0,1984,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,0.0,2.0,1.0
14998,田村,有电梯,9,碧森里,720.0,91.0,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,2.0
14999,马连洼,无电梯,6,菊园,460.0,65.0,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,2.0,1.0
15000,双榆树,有电梯,18,知春路82号院,495.0,43.0,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,1.0
15001,双榆树,无电梯,6,知春路82号院,750.0,57.0,1988,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0
15002,西三旗,有电梯,9,富力桃园A区,630.0,90.0,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0
15003,五棵松,有电梯,11,永金里小区,700.0,102.0,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,2.0,1.0
15004,万柳,,6,万泉新新家园,1550.0,117.0,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,1.0
15005,牡丹园,有电梯,13,塔院小区,600.0,71.0,1990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,2.0,1.0
15006,皂君庙,有电梯,18,双榆树南里二区,558.0,60.0,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0
15007,苏州桥,有电梯,22,紫金庄园,424.0,53.0,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,1.0
15008,中关村,,16,东南小区,708.0,61.0,1989,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,2.0,1.0
15009,苏州桥,,6,稻香园,610.0,58.0,1992,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0
15010,甘家口,有电梯,20,增光佳苑,1250.0,155.0,2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,2.0,2.0
15011,公主坟,无电梯,6,翠微路2号院,625.0,64.0,1986,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,1.0
15012,清河,有电梯,15,高巢,405.0,53.0,2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,2.0,1.0
15013,紫竹桥,有电梯,24,紫竹花园,1100.0,162.0,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,2.0,2.0
15014,皂君庙,有电梯,15,天作国际中心,880.0,123.0,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,2.0,1.0
15015,西三旗,无电梯,6,沁春家园,650.0,123.0,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,0.0,2.0,2.0
15016,西直门,有电梯,19,舒至嘉园,600.0,69.0,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,1.0,1.0,1.0
15017,万柳,有电梯,16,康桥水郡,2400.0,160.0,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,2.0
15018,紫竹桥,有电梯,25,世纪新景,1350.0,154.0,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,2.0
15019,小西天,有电梯,14,新外大街21号院,579.0,68.0,1981,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,1.0,3.0,1.0
15020,世纪城,,16,远大园四区,1180.0,122.0,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,1.0,0.0,2.0,2.0
15021,上地,有电梯,11,锦顺佳园,1125.0,150.0,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,1.0,1.0,3.0,2.0
15022,二里庄,有电梯,24,健翔园,730.0,86.0,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,1.0,2.0,1.0
15023,田村,无电梯,5,绿谷雅园,672.0,112.0,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,1.0
15024,万柳,有电梯,9,涧桥泊屋,2250.0,166.0,2002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,2.0
15025,牡丹园,有电梯,18,龙翔路小区,1100.0,141.0,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,1.0,2.0,1.0
15026,新街口,有电梯,12,五月华庭,550.0,61.0,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,1.0,1.0
15027,万柳,无电梯,6,万泉新新家园,1150.0,86.0,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0
15028,苏州桥,无电梯,6,万泉庄小区,470.0,45.0,1990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,1.0,1.0
15029,万柳,有电梯,20,新起点嘉园,1500.0,112.0,2001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,1.0,0.0,0.0,2.0,1.0
15030,牡丹园,,5,邮科社区,485.0,55.0,1982,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,1.0,2.0,1.0
15031,清河,无电梯,6,怡清园,770.0,113.0,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,2.0,1.0
15032,西三旗,有电梯,22,育新花园,495.0,63.0,1996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,2.0,1.0
15033,清河,无电梯,6,永泰园,750.0,121.0,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,2.0
15034,双榆树,有电梯,10,榆苑公寓,850.0,95.0,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,2.0,1.0
15035,海淀北部新区,,8,保利西山林语,575.0,88.0,2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,0.0,1.0,2.0,1.0
15036,西三旗,有电梯,21,沁春家园,600.0,109.0,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,1.0,2.0,1.0
15037,田村,无电梯,6,田村33号院,519.0,94.0,1999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,2.0,1.0
15038,西二旗,有电梯,15,领秀新硅谷2号院,1100.0,125.0,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.0,1.0,2.0,2.0
15039,世纪城,,16,远大园四区,960.0,83.0,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,2.0,1.0
15040,海淀北部新区,,8,保利西山林语,338.0,48.0,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,1.0,1.0
15041,公主坟,,20,普惠南里,680.0,68.0,1990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,2.0,1.0
15042,甘家口,,9,甘家口小区,500.0,59.0,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,1.0,0.0,2.0,1.0
15043,西直门,无电梯,6,学院南路60号院,500.0,59.0,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0
15044,新街口,无电梯,6,文慧园路甲1号,515.0,57.0,1982,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0
15045,上地,无电梯,6,上地东里,1180.0,123.0,1996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,3.0,2.0
15046,甘家口,,24,国兴家园,1463.0,149.0,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,1.0,0.0,3.0,1.0
15047,安宁庄,有电梯,9,上林溪,398.0,49.0,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0
15048,西三旗,无电梯,6,建材城西一里,380.0,62.0,1981,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0
15049,马连洼,无电梯,6,兰园,460.0,66.0,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0
15050,皂君庙,,21,学院派,750.0,101.0,2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,1.0,2.0,1.0
15051,紫竹桥,无电梯,6,首体宿舍,487.0,58.0,1988,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0
15052,苏州桥,,18,小南庄社区,730.0,77.0,1996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,1.0,0.0,0.0,2.0,1.0
15053,牡丹园,有电梯,24,都景苑,826.0,105.0,2001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,2.0,2.0
15054,四季青,有电梯,11,诚品建筑,1180.0,122.0,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,2.0,2.0
15055,西直门,有电梯,19,交大嘉园,1450.0,137.0,2002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,0.0,0.0,3.0,2.0
15056,定慧寺,,18,阜成路甲52号院,587.0,81.0,1999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,1.0,0.0,0.0,2.0,1.0
15057,马连洼,无电梯,6,兰园,435.0,60.0,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,2.0,1.0
15058,双榆树,无电梯,6,知春里,450.0,40.0,1987,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,1.0
15059,牡丹园,有电梯,25,中鑫嘉园,800.0,102.0,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,2.0,1.0
15060,西二旗,,15,领秀新硅谷1号院,760.0,89.0,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,0.0,3.0,2.0
15061,颐和园,,4,西苑操场甲1号院,580.0,56.0,1980,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0
15062,公主坟,,21,翠微中里,550.0,55.0,1992,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,1.0,0.0,2.0,1.0
15063,中关村,,16,东南小区,708.0,61.0,1989,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,2.0,1.0
15064,颐和园,无电梯,6,燕北园,802.0,86.0,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,3.0,1.0
15065,清河,,6,中央财经大学家属楼,435.0,62.0,1993,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0.0,1.0,2.0,1.0
15066,海淀北部新区,,8,保利西山林语,580.0,95.0,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,3.0,1.0
15067,万寿路,,12,复兴路乙59号,656.0,62.0,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,2.0,1.0
15068,清河,有电梯,8,芳清园,820.0,105.0,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,2.0
15069,公主坟,有电梯,28,水利新宿舍,560.0,65.0,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,1.0,1.0
15070,五道口,,30,龙湖唐宁one,2300.0,184.0,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,0.0,3.0,1.0
15071,五道口,有电梯,19,华清嘉园,1800.0,149.0,2001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.0,0.0,3.0,1.0
15072,海淀北部新区,有电梯,9,正源尚峰尚水,630.0,106.0,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,1.0,0.0,0.0,2.0,1.0
15073,皂君庙,,9,学院派,1500.0,166.0,2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,2.0
15074,海淀北部新区,,6,上庄家园西区,350.0,67.0,1997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,2.0,1.0
15075,世纪城,有电梯,16,远大园五区,1750.0,173.0,2001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,1.0,0.0,0.0,3.0,2.0
15076,西山,,4,西山美墅馆K区,1500.0,171.0,2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,3.0,2.0
